Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian
3/25/12 21:26,Attleboro,MA,Triangle,2 minutes,3 red lights in triangular shape,4/18/12,3/25/12,9:26:00,PM
3/25/12 17:30,Orlando,FL,Triangle,3 seconds,"F-22 like star shaped (7 point star) object flying extremelly fast, no sound/no light",4/18/12,3/25/12,5:30:00,PM
3/24/12 21:15,Farmington,NY,Triangle,4 minutes,Trangular shape with red base color and three yellow lights at points of triangle seen moving; no sound.,5/13/12,3/24/12,9:15:00,PM
3/23/12 22:00,Abilene,TX,Triangle,8 seconds,"Triangle sighting over Abilene, Texas",5/13/12,3/23/12,10:00:00,PM
3/23/12 22:00,Wabash,IN,Triangle,0.2,"Around 10:00 P.M on March 23rd, 2012 I was standing outside of my apartment smoking a cigarette looking at the sky when I noticed somet",5/13/12,3/23/12,10:00:00,PM
3/23/12 20:00,Cleveland,TX,Triangle,about 10 min.,V-shaped multicolored lights on some Craft.,5/13/12,3/23/12,8:00:00,PM
3/23/12 6:04,Summerville,SC,Triangle,30 seconds,Saw triangular formation including 5 large roundlights and one small flying over neighborhood. Lights were yellowish in color and vibra,5/13/12,3/23/12,6:04:00,AM
3/22/12 1:00,Presque Isle,ME,Triangle,2 minutes,Two amber colored objects appeared to be playing in the air darting back and forth at high rates of speed.,5/13/12,3/22/12,1:00:00,AM
3/20/12 22:00,Hopewell Junction,NY,Triangle,Over an hour,Triangle figure flashing lights in sky for over an hour.,5/13/12,3/20/12,10:00:00,PM
3/20/12 3:40,West Seneca,NY,Triangle,1 minute,"Triangular object, all white lights.",5/13/12,3/20/12,3:40:00,AM
3/20/12 0:00,Hopewell Junction,NY,Triangle,2 hours,"UFO heading west very very skow ,flashing all diff colors",5/13/12,3/20/12,12:00:00,AM
3/19/12 1:00,Laguna Woods,CA,Triangle,24/7,"Day/Night, white spots/tiny lights streak across the Orange County, California and Tacoma, Washington skies, since feb. 29, 2012",5/13/12,3/19/12,1:00:00,AM
3/18/12 21:45,Alexandria,VA,Triangle,30 seconds,Triangular UFO moving swiftly and silently next to Washington DC,5/13/12,3/18/12,9:45:00,PM
3/18/12 0:40,De Pere,WI,Triangle,10 - 15 seconds,"I saw an enormous, low flying, cloaked craft that was under 1000 feet in altitude. Triangular in shape, fast, and absent of sound.",4/18/12,3/18/12,12:40:00,AM
3/17/12 23:00,Phoenix,AZ,Triangle,15-20 minutes,Strange blue object hovering south of phx. Az,5/13/12,3/17/12,11:00:00,PM
3/17/12 17:45,Goshen,IN,Triangle,20 minutes,It was about 5:45 my sister and i had just gotten out of the movies and she said (look! ) as i looked up we both saw this dark triangle,5/13/12,3/17/12,5:45:00,PM
3/17/12 10:00,California (city unspecified),CA,Triangle,,Triangular shape with 3 red lights one yellow light in the center,5/13/12,3/17/12,10:00:00,AM
3/17/12 2:00,Nuese River Mouth (Cherry Bay),NC,Triangle,10 minutes,"No lights or sound, pitch black triangle over the water.",8/1/14,3/17/12,2:00:00,AM
3/16/12 23:40,New London,NC,Triangle,2-3 minutes,"Triangular object with one light on top and three on the bottom, flashing clockwise, Hovered for about 3 minutes.",5/13/12,3/16/12,11:40:00,PM
3/16/12 23:20,New London,NC,Triangle,4-5 minutes,4 blue lights in triangle hovering over baden lake,5/13/12,3/16/12,11:20:00,PM
3/16/12 20:00,Ponchatoula,LA,Triangle,15 sec,"Driving on hwy 22 towards ponchatoula from madisonville, when approximately 7-9 lights began sporadically flashing almost in the shape",4/18/12,3/16/12,8:00:00,PM
3/16/12 12:35,Thibodaux,LA,Triangle,,Upside down triangle 9 lights 1 very bright light in the middle I heard kind of a moaning sound that made it grab my attention,3/16/12,3/16/12,12:35:00,PM
3/16/12 0:15,Decatur,IL,Triangle,5-10 min,"Two triangle objects in night sky, south of decatur going nne",5/13/12,3/16/12,12:15:00,AM
3/16/12 0:10,Durand,IL,Triangle,10 minutes,"Triangular craft, 3 white lights on bottom at each corner, 1 red flashing light, 1 blue/white flashing light. Solid black, noiseless.",5/13/12,3/16/12,12:10:00,AM
3/15/12 21:45,Anderson,SC,Triangle,15 seconds,Large unbelievably fast moving object that was like looking through a smudge on glass or a pool of water in the sky at night.,3/16/12,3/15/12,9:45:00,PM
3/15/12 3:00,Salt Lake City,UT,Triangle,45 minutes,Triangular object stalks us on our way home.,5/15/13,3/15/12,3:00:00,AM
3/14/12 23:00,Anaconda,MT,Triangle,5 minutes,Something Triangle shape with red and white lights circling the ground,3/16/12,3/14/12,11:00:00,PM
3/14/12 23:00,Sterling,MI,Triangle,3 seconds,Triangular glow races across Michigan sky on 3-14-2012 at around 11 pm,3/16/12,3/14/12,11:00:00,PM
3/14/12 20:40,Monticello,MN,Triangle,Approx 10 seconds,"Triangle shaped object over Monticello, MN",3/16/12,3/14/12,8:40:00,PM
3/14/12 0:03,Weymouth,MA,Triangle,multiple (2 min events ea,"Triangle shaped UFO acting like a lost puppy (hard to explain, read description)",3/16/12,3/14/12,12:03:00,AM
3/13/12 21:30,Johnstown,PA,Triangle,10 min,LARGE DELTA /TRIANGLE OBJECT,3/16/12,3/13/12,9:30:00,PM
3/13/12 21:30,Winterville,NC,Triangle,5 seconds,"UFO over Greenville/ Winterville, NC (March13, 2012)",3/16/12,3/13/12,9:30:00,PM
3/13/12 21:25,Burlington (Canada),ON,Triangle,30 seconds,My son and I were out looking up at the clear night sky identifying planets when we saw a silent object with 3 points of light: one at,3/16/12,3/13/12,9:25:00,PM
3/13/12 20:20,Sykesville,MD,Triangle,2 hours,"Triangular shaped object with bright lights, dropping orbs, being seen over Sykesville, MD",3/16/12,3/13/12,8:20:00,PM
3/13/12 7:14,Madera/Fresno,CA,Triangle,15 Min,"One solid black, upside down triangle. No lights, moving very slowly over Hwy 41. Morphed.",3/13/12,3/13/12,7:14:00,AM
3/12/12 19:45,Ellensburg,WA,Triangle,approximately 10 minutes,"A large, triangle shaped UFO spotted in Ellensburg, WA with three solid white lights and one flashing red light.",5/13/12,3/12/12,7:45:00,PM
3/10/12 22:30,Defiance,MO,Triangle,90 sec.,"The Triangle light over Hwy 94 in Defiance, MO.",3/13/12,3/10/12,10:30:00,PM
3/10/12 21:54,Pendleton,IN,Triangle,45 Mins,There were 2 main ones but a third appeared in the video and photos and we did not see it with the naked eye.,3/13/12,3/10/12,9:54:00,PM
3/10/12 19:30,Hooksett,NH,Triangle,2 minutes,"Three triangular craft, no lights or sound, flying about 150 feet from each other in a straight line. ,",5/13/12,3/10/12,7:30:00,PM
3/10/12 19:00,Sarasota,FL,Triangle,4 min,Triangle with lights seen moving south along us 41 sarasota,3/13/12,3/10/12,7:00:00,PM
3/8/12 21:00,Blue Bell,PA,Triangle,2-3 Minutes,"Triangular UFO moves slow and silent, changes direction sporadically",5/13/12,3/8/12,9:00:00,PM
3/7/12 19:40,West Allis,WI,Triangle,,"I SAW A TRIANGLE WITH LIGHTS AT THE POINTS TRAVELING IN THE CLOUDS, THEN 2 MORE FOLLOWED IT ABOUT 15 SECONDS LATER.

20 SECONDS AFTER",3/13/12,3/7/12,7:40:00,PM
3/6/12 22:55,Rockford,IL,Triangle,2minutes,Triangular craft with amber light spotted by Rockford couple,3/13/12,3/6/12,10:55:00,PM
3/5/12 10:00,Nogales,AZ,Triangle,20 min,There is a triangular large craft on top of downtown nogales flashing 4 to 6 lights not moving at all. its pretty large so i know i won,3/13/12,3/5/12,10:00:00,AM
3/4/12 21:00,Ventura,CA,Triangle,20 seconds,Clear triangle over Ventura,3/13/12,3/4/12,9:00:00,PM
3/4/12 13:30,Los Angeles (mid-city),CA,Triangle,5 minutes,Triangular shaped ufo in los angeles,3/13/12,3/4/12,1:30:00,PM
3/3/12 23:30,Albany,NY,Triangle,60 seconds,5 to 6 orange glowing lights upstate NY disappeared/ triangle.,3/13/12,3/3/12,11:30:00,PM
3/3/12 19:00,St. Charles,IL,Triangle,25 seconds,Red lights in shape of a triangle down the sides with white lights across the base.one object flying west to east.,3/13/12,3/3/12,7:00:00,PM
3/2/12 23:30,Belgrade (Serbia),,Triangle,30 seconds,Triangular ufo with lights near their corners 03/02/2012 flew over Belgrade from south to north.,3/13/12,3/2/12,11:30:00,PM
3/2/12 1:50,Landover,MD,Triangle,40 sec,Saw three bright lights and a hovering craft,3/13/12,3/2/12,1:50:00,AM
3/1/12 21:00,Pittsburgh,PA,Triangle,10 minutes,Triangled shape craft with bright red blue and white lights,3/13/12,3/1/12,9:00:00,PM
2/29/12 23:15,Ferrum,VA,Triangle,10-May,"Pyramid UFO with strange directed lights follows our car silently, then flies off.",3/13/12,2/29/12,11:15:00,PM
2/28/12 23:57,Reading,PA,Triangle,35 seconds,Triangular craft w/ bright white lights and sequencial red light moving from tip to tip; silent.((NUFORC Note: Possible meteor. PD)),3/13/12,2/28/12,11:57:00,PM
2/28/12 19:42,Chaplin,CT,Triangle,19:44,((HOAX/OBSCENE)) holy ((deleted))! ((NUFORC Note: Possible meteor. PD)),3/13/12,2/28/12,7:42:00,PM
2/26/12 15:50,Springdale,AR,Triangle,1 hr,Sitting outside on my lunch break when I noticed a black dot in the sky.,3/13/12,2/26/12,3:50:00,PM
2/25/12 19:00,St. Louis,MO,Triangle,1 Minute maybe,"Very high space craft moving extremely fast and jogging across sky, horizon to horizon in a less than a minute.",3/13/12,2/25/12,7:00:00,PM
2/25/12 18:30,Rochester,MN,Triangle,5 mins,"3 red lights formed into a triangle formation, moving toward each other, then fading.",3/13/12,2/25/12,6:30:00,PM
2/24/12 20:00,Aliquippa,PA,Triangle,Seconds,Triangular massive object with red lights,3/13/12,2/24/12,8:00:00,PM
2/23/12 3:30,Norfolk,VA,Triangle,1 minute or less,Triangle shaped,3/13/12,2/23/12,3:30:00,AM
2/22/12 21:28,Conway,AR,Triangle,1 minute,Three triangular shaped aircraft,3/13/12,2/22/12,9:28:00,PM
2/22/12 18:40,Cold Spring,MN,Triangle,3 minutes,Drove underneath two triangular crafts that made no sound.,8/5/12,2/22/12,6:40:00,PM
2/21/12 22:00,Charleston,ME,Triangle,3 minutes,Triangle shaped 3 white lights silent hovering.,3/13/12,2/21/12,10:00:00,PM
2/19/12 20:00,Dry Ridge,KY,Triangle,2 minutes,Triangular with many light,3/13/12,2/19/12,8:00:00,PM
2/17/12 23:00,Newburgh,NY,Triangle,5 minutes,On 2/17/12 a Massive burning flash turned into a triangular ship in Newburgh NY.,3/13/12,2/17/12,11:00:00,PM
2/17/12 11:30,Arlington Heights,IL,Triangle,5 seconds,3 black triangles flying very quickly northwest over Arlington Heights,3/13/12,2/17/12,11:30:00,AM
2/15/12 20:49,South Huntingdon,PA,Triangle,1 Minute,A very big and loud triangular shaped aircraft moving slow with three blue/white lights at each corner,3/13/12,2/15/12,8:49:00,PM
2/15/12 19:43,Gaithersburg,MD,Triangle,minutes at least,"Large triangle red and green lights over Gaithersburg MD, Wed Feb 15, 2012 (~19:43)",5/13/12,2/15/12,7:43:00,PM
2/15/12 3:20,Sedona (Route 89),AZ,Triangle,10 minutes,"Saw 5 bright triangle lights flying north out of Sedona, 2 where large and bright.",3/13/12,2/15/12,3:20:00,AM
2/15/12 3:14,Sedona,AZ,Triangle,15 mins,"3 triangle ufos appear over my pastures, larger of 3 crafts emits beam over 1 of my pastures, animals missing. 3 occurance",3/13/12,2/15/12,3:14:00,AM
2/13/12 21:30,Rapid City,SD,Triangle,1 minute,Blue and red triangle above Rapid City,3/13/12,2/13/12,9:30:00,PM
2/12/12 21:40,Ankeny,IA,Triangle,30 seconds,"Flying triangle really low to ground not making any noise, not an airplane or a helicopter",3/13/12,2/12/12,9:40:00,PM
2/11/12 18:15,Carpentersville,IL,Triangle,60 sec,Unlit Triangular Flying Object in Night Sky,3/13/12,2/11/12,6:15:00,PM
2/10/12 21:00,Saugerties/Palenville,NY,Triangle,20 seconds,2 triangle objects Rte 32 on Ulster/Greene county line,3/13/12,2/10/12,9:00:00,PM
2/10/12 17:00,Elizabeth Township,PA,Triangle,10-15 seconds,Small battleship gray triangle in residential area,3/13/12,2/10/12,5:00:00,PM
2/10/12 12:00,West Palm Beach,FL,Triangle,2 minutes,Brown triangle ufo WPB fl,3/13/12,2/10/12,12:00:00,PM
2/10/12 5:37,Walferdange (Luxembourge),,Triangle,1 minute,"((HOAX??)) Triangle, UFO (my opinion a scout-ship) very fast,absolut clear view, 3 diff. lights no noise no sound.",2/10/12,2/10/12,5:37:00,AM
2/9/12 22:00,Hartville,OH,Triangle,2 - 3 minutes,"Large triangular craft (size of com. jet), flat black, bright white lights on points, hovered/rotated 180 degrees & moved away slowly.",3/13/12,2/9/12,10:00:00,PM
2/9/12 0:47,Rochester Hills,MI,Triangle,2-3 minutes,Triangular object with bright white lights on each corner and faint light and blinking light in middle,2/10/12,2/9/12,12:47:00,AM
2/8/12 19:15,Madison,WI,Triangle,5 minutes,Two air crafts both with huge red circular lights.,2/10/12,2/8/12,7:15:00,PM
2/6/12 20:52,Fort Irwin,CA,Triangle,10 min,Triangle Shape Object With About 14 Orange Lights,2/10/12,2/6/12,8:52:00,PM
2/6/12 3:00,Emmett,ID,Triangle,~30 minutes,"Triangular craft hovered over Emmett, Idaho, for approximately 30 minutes ejecting orbs.",1/30/14,2/6/12,3:00:00,AM
2/6/12 1:30,Maineville,OH,Triangle,4 minutes,"Strange Craft seen in middle of night, silent, that hovered a moment then flew away at incredible speed",5/13/12,2/6/12,1:30:00,AM
2/5/12 4:00,Wewoka,OK,Triangle,5 min,Officer sees bright light/ blue light over local park,5/13/12,2/5/12,4:00:00,AM
2/5/12 2:30,Salt Lake City,UT,Triangle,35 minutes,A stationary bright white light in sky flashing red and blue until gradually fading away.,2/10/12,2/5/12,2:30:00,AM
2/5/12 0:22,Bellflower,CA,Triangle,1 min,Triangular shaped object hovering above a house in Bellflower CA.,2/10/12,2/5/12,12:22:00,AM
2/4/12 7:30,Tecumseh,NE,Triangle,5 minutes,Triangular shaped craft,5/13/12,2/4/12,7:30:00,AM
2/3/12 20:00,King William,VA,Triangle,30 minutes,Triangle object and bright ball of light fall to the ground.,2/10/12,2/3/12,8:00:00,PM
2/2/12 19:00,Ft. Worth,TX,Triangle,10sec,Dark triangle with three Blue lights!!!,2/3/12,2/2/12,7:00:00,PM
2/2/12 5:35,Rotterdam,NY,Triangle,45 seconds,Bright white lights in a bowed triangular shape moving from ESE to WNW towards Schenectady NY,2/10/12,2/2/12,5:35:00,AM
2/1/12 20:30,Luxembourg (City) (Luxembourg),,Triangle,1 minute,"Low altitude Triangle shaped UFO over Luxembourg City , 3 white light 1 red light in center.",3/13/12,2/1/12,8:30:00,PM
2/1/12 11:00,Arnold,MO,Triangle,1 1/2 hours,My neighbors and I spotted 3 small orange lights that were formed into a triangle to the northwest.,2/3/12,2/1/12,11:00:00,AM
1/30/12 20:55,Waltham,MA,Triangle,30 seconds,Triangular non moving craft making no noise with red and white flashing lights and a beam of light pointing down at police,2/3/12,1/30/12,8:55:00,PM
1/30/12 6:01,Turlock,CA,Triangle,1,Red circle lights on each angle.,2/3/12,1/30/12,6:01:00,AM
1/29/12 22:08,Kenosha,WI,Triangle,7 minutes,There were three blue hazy dots in a form of a triangle.,2/3/12,1/29/12,10:08:00,PM
1/29/12 22:05,Pleasant Prairie,WI,Triangle,10 minutes,"Me and my brother saw suspicious, hazy blue lights over Lake Michigan.",2/3/12,1/29/12,10:05:00,PM
1/29/12 22:03,Racine,WI,Triangle,9-10 minutes,Extra Terrestrial,2/3/12,1/29/12,10:03:00,PM
1/28/12 23:00,St. Augustine,FL,Triangle,3 seconds,2 triangle shaped crafts with 5 lights seen with night vision goggles zooming north over the coast of Florida.,2/3/12,1/28/12,11:00:00,PM
1/28/12 22:30,St. Louis,MO,Triangle,15 minutes,Two separate instances of three orange lights moving west to east.,2/3/12,1/28/12,10:30:00,PM
1/28/12 21:00,Bristol,TN,Triangle,15 seconds,"Silver, flying object with several green lights hovering slowly over the highway.",2/3/12,1/28/12,9:00:00,PM
1/27/12 21:40,Bremerton,WA,Triangle,15 minutes,My children saw a triangle of bright white lights flashing. Then they separated. As they separated they changed color between red and,2/3/12,1/27/12,9:40:00,PM
1/26/12 22:15,Beaumont,TX,Triangle,about 2 minutes,"3 white lights flashing in sequence over Beaumont, Texas",6/20/12,1/26/12,10:15:00,PM
1/26/12 11:30,Lone Pine (Highway 395 south of),CA,Triangle,2-3 seconds,"Silent Matt black triangle craft seen alongside my car then disapears across dry lake at speeds in excess of 10,000 mph",3/13/12,1/26/12,11:30:00,AM
1/25/12 19:00,Henderson,NV,Triangle,30 minutes,"Red and White lights over Henderson, NV...very fast and quickly changing directions.",2/3/12,1/25/12,7:00:00,PM
1/24/12 19:18,Augusta,GA,Triangle,about 1 minute,Three bright lights appear in the shape of an equilateral triangle.,2/3/12,1/24/12,7:18:00,PM
1/24/12 19:00,Longs,SC,Triangle,20 minutes,At 7 pm i recieved a phone call from a friend 30 mi. to the S and informed me he was looking at a craft above his home.,2/3/12,1/24/12,7:00:00,PM
1/23/12 20:00,Helotes,TX,Triangle,,Saw a large shape triangle low and quiet. About 3 minutes later heard jets.,2/10/12,1/23/12,8:00:00,PM
1/21/12 6:36,Durango,CO,Triangle,6 to 10 Seconds,Strange object seen in Colorado sky,1/24/12,1/21/12,6:36:00,AM
1/20/12 19:42,Morganton,NC,Triangle,3 sec,Triangle object with blue lights traveling at speeds that could not be a plane or anything man-made in the sky above interstate I-40.,2/3/12,1/20/12,7:42:00,PM
1/19/12 22:00,Atkins,AR,Triangle,2 minutes,ARKANSAS SIGHTING,1/24/12,1/19/12,10:00:00,PM
1/18/12 23:05,Augusta,GA,Triangle,1 minute,Triangle of moderately bright white lights,1/24/12,1/18/12,11:05:00,PM
1/18/12 19:45,Little River,SC,Triangle,30 Minutes,Someone else had to have seen this...,1/24/12,1/18/12,7:45:00,PM
1/18/12 18:00,Valley Grande,AL,Triangle,15,Triangle shape with green light outline and red/orange light on the top,1/24/12,1/18/12,6:00:00,PM
1/17/12 23:00,West Chester,PA,Triangle,8 - 10 minutes,Slow low flying unidentified craft,1/24/12,1/17/12,11:00:00,PM
1/17/12 1:00,Ohio (rural),OH,Triangle,1-2 minutes,"triangle UFO in rural Ohio January 17, 2012",1/24/12,1/17/12,1:00:00,AM
1/16/12 18:30,Worcestershire (UK/England),,Triangle,30 seconds,"my husband and myself were traveling home from worcester on moterway and just above our heads i thought i saw a plane,then i realised i",1/24/12,1/16/12,6:30:00,PM
1/16/12 7:30,Graceville/Chipley (between),FL,Triangle,3 -5 min.,triangle shaped object that flew and hovered like an Ospery with red and bright clear lights illumating off of it.,1/24/12,1/16/12,7:30:00,AM
1/15/12 23:20,Allentown,PA,Triangle,5 minutes,"Three lights, triangle shaped, not flashing, receding towards horizon very quickly.",1/24/12,1/15/12,11:20:00,PM
1/15/12 20:20,Simpsonville,SC,Triangle,20 seconds,Points of lights in the formation of a triangle spotted in Greenville county South Carolina.,1/24/12,1/15/12,8:20:00,PM
1/15/12 17:00,Smithfield,RI,Triangle,5 minutes,Triangular lighted shape in the sky around 5 pm,1/24/12,1/15/12,5:00:00,PM
1/14/12 11:50,Quebeck,TN,Triangle,<5 Seconds,Clear sky daytime sighting of black triangle moving at extreme speed with loud sound and no contrail.,1/24/12,1/14/12,11:50:00,AM
1/14/12 3:19,Doncaster (UK/England),,Triangle,10 mins,"I saw a very large craft from my bedroom window. flying very low for a usual aircraft. it had 3 red lights at the back, very large it",1/24/12,1/14/12,3:19:00,AM
1/12/12 21:00,Rosemount,MN,Triangle,1 minute,Triangle of Lights merged into 1 light and then went left quickly...was in total shock!,1/24/12,1/12/12,9:00:00,PM
1/11/12 20:00,Desert Hot Springs,CA,Triangle,2 minutes,"Large, triangular shaped object with bright lights and no sound being chased by helicopters in Desert Hot Springs",1/24/12,1/11/12,8:00:00,PM
1/10/12 22:00,Athens,IL,Triangle,2 minutes,Triangular UFO turns into 2.,2/27/14,1/10/12,10:00:00,PM
1/10/12 21:00,Marysville,WA,Triangle,2-3 minutes,Witnessed red/orange light over cascade foothills in different formations,1/12/12,1/10/12,9:00:00,PM
1/10/12 19:30,Granby,MA,Triangle,5-Feb,3 light triangle. Was stopped in mid air until it went again,1/12/12,1/10/12,7:30:00,PM
1/10/12 12:46,Pawling,NY,Triangle,2 hours,It was the bigest craft i have evet seen.,1/12/12,1/10/12,12:46:00,PM
1/9/12 18:30,Columbus,OH,Triangle,3 minutes,"Craft rotating in an arch with 3 bright, rapid blinking lights.",1/12/12,1/9/12,6:30:00,PM
1/9/12 12:00,Brookfield,CT,Triangle,30 seconds,Small craft taking off and shooting off very fast!!,1/12/12,1/9/12,12:00:00,PM
1/8/12 21:35,Brown Deer,WI,Triangle,3 minutes,"Triangular shaped craft, bright lights moving low, slowly and quiet over Green Bay Road.",2/4/13,1/8/12,9:35:00,PM
1/8/12 19:00,Wakefield,NH,Triangle,2 min,Triangular shape ufo seen by 3 in New Hampshire.,1/12/12,1/8/12,7:00:00,PM
1/8/12 18:00,Cambridge,MN,Triangle,Few Min.,Three lights in a triangular formation,1/24/12,1/8/12,6:00:00,PM
1/7/12 7:00,Belair,MD,Triangle,2min,TRIANGLE SHAPED CRAFT WITH WHITE LIGHTS SEEN HOVERING OVER HIGHWAY,2/3/12,1/7/12,7:00:00,AM
1/7/12 6:30,Hagerstown,MD,Triangle,30 min.,"Triangle shape white light in southern sky over Hagerstown, Md.",1/12/12,1/7/12,6:30:00,AM
1/6/12 18:00,Weyers Cave,VA,Triangle,About an Hour,Triangle Aircraft With Bright Lights,1/12/12,1/6/12,6:00:00,PM
1/6/12 17:45,Norwood,MA,Triangle,2 minutes,Strange Object Flying Over Norwood,1/24/12,1/6/12,5:45:00,PM
1/6/12 17:00,Rydal,PA,Triangle,3 minutes,"Low flying triangle over Valley Road in Rydal, PA.",2/4/13,1/6/12,5:00:00,PM
1/5/12 9:55,Wytheville,VA,Triangle,10 seconds,Low flying object with alot of lights.,1/12/12,1/5/12,9:55:00,AM
1/3/12 23:50,Elizabeth City,NC,Triangle,4 mins,"Out for a smoke, noticed the triangluar shaped craft about a mile up in sky that made sudden turns and reversed unlike any aircraft .",1/12/12,1/3/12,11:50:00,PM
1/3/12 4:50,Thetford,VT,Triangle,10 seconds,The object was like looking at a giant Triangular domino with large yellow dots.,1/12/12,1/3/12,4:50:00,AM
1/2/12 21:45,Beardstown,IL,Triangle,4 minutes,"There was a triangular shape with three red/orange lights hovering over Beardstown on the west end, seemed to be moving very slow, no s",2/4/13,1/2/12,9:45:00,PM
1/2/12 19:50,Rincon,GA,Triangle,5 min,"A large, black boomerang shaped air craft (no engine noise) with 3 light yellow lights, was hovering over Southern Rincon 3 to 5 minut",1/12/12,1/2/12,7:50:00,PM
1/1/12 11:00,Winder,GA,Triangle,short,"Unmanned, rear engine, gas powered drone, New Years Day, Winder Georgia.",2/4/13,1/1/12,11:00:00,AM
1/1/12 8:52,Henderson,NV,Triangle,3 or 4 seconds,I went out back to smoke a cigarette an noticed three lights the size of stars moving in sync from right above me traveling from south,1/12/12,1/1/12,8:52:00,AM
1/1/12 0:15,South Jordan,UT,Triangle,8 min,Triangular shaped object with orange glow moving very slowly.,1/12/12,1/1/12,12:15:00,AM
1/1/12 0:15,Gastonia,NC,Triangle,6 minutes,"Very very strange anomoly of many flying objects, very close together, large in numbers, and dissappearing into nowhere.",1/12/12,1/1/12,12:15:00,AM
12/31/11 20:23,Sedona,AZ,Triangle,30-45 seconds,I was facing N NE 34 51’52.16N 111 47’38.39W elevation 4436 ft The object came from the NE directly NW till it was gone,1/12/12,12/31/11,8:23:00,PM
12/31/11 18:30,El Cerrito,CA,Triangle,3 hours,Triangular and two-light formations seen over the California Bay Area.,1/12/12,12/31/11,6:30:00,PM
12/30/11 21:15,Yankton,SD,Triangle,3 minutes,5 lights seen to the north of Gavin's Point Dam near Yankton. group of 3 joined by 2 additional,1/12/12,12/30/11,9:15:00,PM
12/30/11 4:47,North Pole,AK,Triangle,8 min,"Triangle shaped, orange and yellow light. moving in erratic behavior for about 8 min.",1/12/12,12/30/11,4:47:00,AM
12/30/11 1:00,Temecula/Menifee,CA,Triangle,5 minutes,"Little triangles, and one big one with multiple lights, huge.",1/12/12,12/30/11,1:00:00,AM
12/30/11 0:20,Corydon,IN,Triangle,15 minutes,"Multiple triangular aircraft, white red and orange lights. low flying, super quiet, not fast",1/12/12,12/30/11,12:20:00,AM
12/29/11 18:25,Studio City,CA,Triangle,1:30 SEC,"3 Orange round spheres, with hot white looking centers with what appeared to be a shutter, they flew in triangular formation.",1/12/12,12/29/11,6:25:00,PM
12/29/11 18:03,Arabi/Chalmette,LA,Triangle,10 min,"Triangle shaped aircraft with a light at each point, different colors, hovering about 100-200 feet above the ground.",1/12/12,12/29/11,6:03:00,PM
12/28/11 22:30,Topeka,KS,Triangle,1 min,A triangle shape object flew across the sky while I was taking my dog outside.,1/12/12,12/28/11,10:30:00,PM
12/27/11 18:30,Redondo Beach,CA,Triangle,7 seconds,Triangle UFO flys low over Redondo Beach,1/12/12,12/27/11,6:30:00,PM
12/27/11 0:00,In distance from Earth,,Triangle,3 days,NASA has photos of an object in space moving towards Earth and shaped like a triangle. They pass this off as a reflection of Venus on,1/24/12,12/27/11,12:00:00,AM
12/26/11 23:54,South Lyon,MI,Triangle,15 Seconds,"Big Iso-triangular craft 3 bright white lights tight up front, flashing center red, several bright whites in a row in back, slight hum",1/12/12,12/26/11,11:54:00,PM
12/26/11 23:50,Novi,MI,Triangle,,"3 immense white lights over Novi, MI.",1/12/12,12/26/11,11:50:00,PM
12/25/11 21:15,Sarasota,FL,Triangle,12sec,A la 9:15 salgo ala llarda de mi amigo amiral las estrella con su hija y mi amigo estoy localisando el lusero I me percato tres luces r,1/12/12,12/25/11,9:15:00,PM
12/25/11 20:30,Winter Garden,FL,Triangle,1:30,Very Large Triangle shaped object with multiple colored lights. I ran to get my wife and kid they saw the lights but did not see the s,1/12/12,12/25/11,8:30:00,PM
12/25/11 19:55,Burlington,WA,Triangle,10 minutes,Triangle fire-like ball over Burlington,1/12/12,12/25/11,7:55:00,PM
12/25/11 19:30,Bradenton,FL,Triangle,30 minutes,"Bright orange triangle shaped lights over Bradenton, Florida",1/12/12,12/25/11,7:30:00,PM
12/24/11 20:05,Irvine,CA,Triangle,3-5 min,"Irvine CA, 8:05 PM Dec. 24 2011. V Shaped light formation 4 lights on each side which pulsated extreamly bright white.",1/12/12,12/24/11,8:05:00,PM
12/24/11 19:50,St. Louis,MO,Triangle,approx 90 seconds,"6 lights spanning across the street , a triangle shaped object hovering and spinning, silent",1/12/12,12/24/11,7:50:00,PM
12/22/11 21:00,Stafford Springs,CT,Triangle,1 minute,9 orange lights hovering above the trees,1/12/12,12/22/11,9:00:00,PM
12/18/11 23:00,Myrtle Beach,SC,Triangle,1 hr,I have never believed in ufo but seeing the amber triangle shape lights blinking and moveing very slow and sometimes not at all. Saw li,1/12/12,12/18/11,11:00:00,PM
12/18/11 22:30,Lapeer,MI,Triangle,5 seconds,"Two bar lights on sides, boat like bottom. Flew by similar to shooting star only much lower.",1/12/12,12/18/11,10:30:00,PM
12/18/11 17:30,Rochester,MN,Triangle,45 min,"Sunday – December 18, 2011 at 5:30 PM A UFO was observed for aprox. 45 minutes in SouthWest Rochester around the Meadow Lakes Golf Cour",1/12/12,12/18/11,5:30:00,PM
12/18/11 17:26,Easton,MO,Triangle,5 min,"Triangle shape craft with headlights, three tiny lights in rear.",1/12/12,12/18/11,5:26:00,PM
12/16/11 21:40,Deltona,FL,Triangle,unknown,"Triangular shaped object, with a rounded back that can hove with little to no sound, and two very bright lights, and more on the side.",12/17/11,12/16/11,9:40:00,PM
12/16/11 21:29,Fresno,CA,Triangle,3 min,Orange bright lights appeared in the sky,1/12/12,12/16/11,9:29:00,PM
