Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian
3/19/18 20:40,Steubenville,OH,Triangle,,"Mother and two young sons witness a large triangular craft, ringed with green and blue lights. ((2nd report))",3/23/18,3/19/18,8:40:00,PM
3/19/18 20:40,Steubenville,OH,Triangle,3-4 minutes,"Triangle shape, blueish-green lights on the perimeter. Flew over Ohio River and made the water move, but no sound. ((1st report))",3/23/18,3/19/18,8:40:00,PM
3/18/18 3:30,Orlando,FL,Triangle,2 minutes,"Long isosceles triangle shaped Jet like flying object seen at irregular visibility pattern as it continued to fly,seen flashy at times.",3/23/18,3/18/18,3:30:00,AM
3/13/18 6:30,Taos,NM,Triangle,10 minutes,"Extremely bright single light changed into three lights in a triangle moving from West to East, very high in the sky.",3/23/18,3/13/18,6:30:00,AM
3/12/18 2:55,Boise,ID,Triangle,~30 seconds,At approximately 02:55 I was standing outside with clear sky when from the South West a triangular object entered my field of view movi,3/23/18,3/12/18,2:55:00,AM
3/10/18 21:00,Centreville,VA,Triangle,<1 minute,Sighting of a semi-triangular formation of lights in the Northern VA sky.,3/23/18,3/10/18,9:00:00,PM
3/7/18 19:11,Camp Hill,PA,Triangle,2 minutes,"Sitting on Rte. 15, saw the triangle-shaped object with lights on the corners across Rte. 581. ((anonymous report))",3/8/18,3/7/18,7:11:00,PM
3/6/18 2:34,Winchester,VA,Triangle,30 minutes,((HOAX?)) Bunch of red light triangles appeared soon after a high pitch noise w/ the arrival of a blue light ship then all disappeared.,3/8/18,3/6/18,2:34:00,AM
3/3/18 21:30,Kent,WA,Triangle,30 minutes +,"Looked up into the sky to see a red blinking light hovering over what seemed to be Auburn, WA. ((NUFORC Note: Sirius?? PD))",3/8/18,3/3/18,9:30:00,PM
3/2/18 20:30,Windber,PA,Triangle,20 seconds,"((HOAX??)) Triangle craft, yellow blue lights, makes eyes water. near johnstown pa",3/8/18,3/2/18,8:30:00,PM
2/27/18 21:30,State College,PA,Triangle,~30-45 seconds,"Large, transparent triangle moving southwest to northeast across the night sky.",3/2/18,2/27/18,9:30:00,PM
2/27/18 19:00,Chicago,IL,Triangle,1 minute,Triangle shape lights over Chicago.,3/2/18,2/27/18,7:00:00,PM
2/27/18 19:00,Villa Rica,GA,Triangle,>1 hour,"5 triangular air craft flying back and forth over the I-20, making 2 formations.",3/2/18,2/27/18,7:00:00,PM
2/25/18 21:41,Mulberry,IN,Triangle,,A low hovering triangular shaped craft with 3 non blinking lights . Craft was directly over a house not moving and it was low enough th,3/2/18,2/25/18,9:41:00,PM
2/25/18 18:00,Underwood,IN,Triangle,2 minutes,We were heading south on Hwy 31 when I spotted three bright white lights with almost a greenish tint that appeared triangular in shape.,3/2/18,2/25/18,6:00:00,PM
2/24/18 15:00,Virginia Beach,VA,Triangle,2 hours,Objects darted around as if they were playing tag. I shined my light at several of the objects. ((anonymous report)),3/2/18,2/24/18,3:00:00,PM
2/23/18 18:45,Wenatchee,WA,Triangle,3-4 minutes,Massive white light triangles floating over Wenatchee Valley from E to W.,3/2/18,2/23/18,6:45:00,PM
2/21/18 23:50,Virginia Beach,VA,Triangle,10 minutes,"Triangle dark airship being escorted, 10 minute duration.",2/22/18,2/21/18,11:50:00,PM
2/17/18 22:15,Bordeaux (France),,Triangle,10 seconds,Dark triangle.,2/22/18,2/17/18,10:15:00,PM
2/13/18 20:39,McPherson,KS,Triangle,3 minutes,4 bright lights at perfect sequence two different times in 2 different locations. It was dark.,2/16/18,2/13/18,8:39:00,PM
2/13/18 20:30,Oak Harbor,WA,Triangle,5 minutes,"No noise, very low flying, and a triangular shape.",2/16/18,2/13/18,8:30:00,PM
2/11/18 3:00,Wood Ranch,CA,Triangle,Few seconds,"A light crash landed east of I-5 near Firebaugh, CA, around 3am on Monday,",2/16/18,2/11/18,3:00:00,AM
2/10/18 23:30,Virginia Beach,VA,Triangle,?,"Blue orb, white triangle with looks to be imbedded faces in video screen shot. ((NUFORC Note: Possible lens flare?? PD))",3/8/18,2/10/18,11:30:00,PM
2/10/18 12:30,Tunwater,WA,Triangle,10 seconds,I woke up and looked out the window to see a triangle shape with rotating spheres at the acute angles of the triangle shape traveling a,2/16/18,2/10/18,12:30:00,PM
2/9/18 0:00,Fredon,NJ,Triangle,1 hour,Resting in bed before falling asleep. Saw strange very bright light in tree line. Kept watching. It the ascended straight up seeming.,2/16/18,2/9/18,12:00:00,AM
2/8/18 20:35,Mena,AR,Triangle,5 seconds,"Near Mena, AR, triangular shape object blocking starlight",2/16/18,2/8/18,8:35:00,PM
2/8/18 20:30,Mena,AR,Triangle,30 minutes,"Near Mena, Arkansas, dark triangular object in night sky with 3 lights",2/16/18,2/8/18,8:30:00,PM
2/8/18 18:30,Bolton,MA,Triangle,1 minute,Black Triangle spotted above highway 495. Nearly identical to the Belgian UFO photo from the 90's.,2/16/18,2/8/18,6:30:00,PM
2/6/18 19:00,Lake Worth,FL,Triangle,15 seconds,"Large Triangle Craft with Lights flying estimated 45,000ft Altitude. Speed. estimated 2,000 mph. Size estimated size of a football fiel",2/16/18,2/6/18,7:00:00,PM
2/4/18 11:45,Salt Lake City,UT,Triangle,20 minutes +,"Black Triangular Object Over Salt Lake City, Utah.",2/16/18,2/4/18,11:45:00,AM
2/1/18 5:00,Delaware Water Gap (I-80 west),PA,Triangle,2 minutes,"About a mile coming west of toll, looking to your left at the mountain next to the river. over the treetops above the hiking trail",2/16/18,2/1/18,5:00:00,AM
1/30/18 21:30,Bonsall,CA,Triangle,1-2 minutes,Triangle Ufo with strobing flashing brilliant lights,2/16/18,1/30/18,9:30:00,PM
1/30/18 21:00,Lafayette,IN,Triangle,5 minutes,Initially observed lighted mass upon leaving south side Urgent Care and it appeared to be above or close to grocery plaza on 231. When,2/16/18,1/30/18,9:00:00,PM
1/30/18 20:15,Bonsall,CA,Triangle,~90 seconds,"6 bright lights. Brighter than stars, form a triangle, pulse and then seemingly dissappear as 1 light strobes/pulses br and dissappears",2/16/18,1/30/18,8:15:00,PM
1/30/18 17:40,Szczecin (Poland),,Triangle,1 hour,Colossal triangle object soaring over huge grocery.,2/16/18,1/30/18,5:40:00,PM
1/26/18 21:40,Bloomington (just N of; on I-55 N),IL,Triangle,10-15 minutes and continu,Large triangular hovering object with very bright white and red lights. ((anonymous report)),2/16/18,1/26/18,9:40:00,PM
1/25/18 16:30,Black River Falls,WI,Triangle,2 minutes,"Many gold lights on a big triangular shape object, about size of a private airplane",2/16/18,1/25/18,4:30:00,PM
1/25/18 5:00,Rosedale,MS,Triangle,20 minutes,Odd sounds and unknown object sighted from tree stand while deer hunting,2/16/18,1/25/18,5:00:00,AM
1/24/18 5:44,San Jose,CA,Triangle,4 seconds,Triangular shaped craft with three lights. ((anonymous report)),1/25/18,1/24/18,5:44:00,AM
1/22/18 19:00,Columbus,OH,Triangle,Seconds,I was standing outside smoking and a black triangle craft with lights at its corners flew right over me. ((anonymous report)),1/25/18,1/22/18,7:00:00,PM
1/20/18 20:00,Barrow-in-Furness (UK/England),,Triangle,20 minutes,"3 green lights in a triangular formation, very large moved east for a number of miles then stopped, then moved W. ((anonymous report))",1/25/18,1/20/18,8:00:00,PM
1/19/18 20:35,Carthage,NC,Triangle,2 minutes,Was on back road in country was talking to my daughter on cell phone and to my right out of no where two Triangle shaped ufos popped up,1/25/18,1/19/18,8:35:00,PM
1/18/18 22:44,Bel Air,MD,Triangle,10 seconds,Triangle with no lights. ((anonymous report)),1/25/18,1/18/18,10:44:00,PM
1/18/18 18:45,Rollinsford,NH,Triangle,1 minute,"Triangular aircraft like a boomerang with the front and center open spaced, each point had a light that was a different color.",1/25/18,1/18/18,6:45:00,PM
1/18/18 6:40,Cambridge,MN,Triangle,5 minutes,Several triangle shapes.,1/25/18,1/18/18,6:40:00,AM
1/18/18 1:02,Roanoke,VA,Triangle,20 minutes,Saw what looked like a large black triangle with red lights on all three corners hovering 400ft above my house at 0100.,1/18/18,1/18/18,1:02:00,AM
1/17/18 19:35,Vero Beach,FL,Triangle,4 seconds,Red lights. Triangle shape moving at faster speed than anything ever seen in sky. No sound. ((anonymous report)),1/18/18,1/17/18,7:35:00,PM
1/17/18 1:30,Tacoma,WA,Triangle,2 minutes,"Green lights, black triangles.",1/18/18,1/17/18,1:30:00,AM
1/11/18 7:30,Morristown,NJ,Triangle,4 seconds,Dark Triangle Spotted in Cloud Cover on I-287 Near Morristown NJ,1/12/18,1/11/18,7:30:00,AM
1/10/18 22:33,Somerville,NJ,Triangle,2 seconds,I am now a believer!,1/14/18,1/10/18,10:33:00,PM
1/10/18 17:30,Pittsburgh,PA,Triangle,3 minutes,"The children and I saw 3 red/good dots in the sky in the formation of a triangle. Disappeared, reappeared. ((anonymous report))",1/12/18,1/10/18,5:30:00,PM
1/8/18 18:00,Ballanger County line,WA,Triangle,~3 minutes,Blue lights V-shape county line mini mall Ballenger/Thriftway. ((anonymous report)),1/12/18,1/8/18,6:00:00,PM
1/7/18 7:00,Underwood,IA,Triangle,2+ minutes,Pyramid hovering.,1/12/18,1/7/18,7:00:00,AM
1/7/18 0:10,Canberra (Australia),,Triangle,20 seconds,Isosceles well defined white triangle - 20 sec.,1/12/18,1/7/18,12:10:00,AM
1/6/18 6:15,Claremore,OK,Triangle,10-15 minutes,"Large triangle-shaped object with a bright white circling light, stayed silently stationary in the sky, smaller more round object with",1/12/18,1/6/18,6:15:00,AM
1/4/18 20:00,Farmington,AR,Triangle,5 minutes,Quiet and slow moving triangle approached us and flew directly over our heads. ((anonymous report)),1/12/18,1/4/18,8:00:00,PM
1/3/18 0:10,Spalding (UK/England),,Triangle,30 seconds,A red triangular-shape appeared out of nowhere in the sky. ((anonymous report)),1/12/18,1/3/18,12:10:00,AM
1/2/18 22:20,Sparta,TN,Triangle,10,"Low flying silent triangle, fast moving with red flashing lights then white and red",1/12/18,1/2/18,10:20:00,PM
1/2/18 19:30,Brown Deer,WI,Triangle,Few minutes,I was driving west on Brown Deer Rd. and saw something that resembled a small jet hovering low above. I opened my window and heard noth,1/12/18,1/2/18,7:30:00,PM
1/1/18 0:25,Mooresville,NC,Triangle,3 minutes,Flying V over Lake Norman in NC on New Year's Eve,1/12/18,1/1/18,12:25:00,AM
1/1/18 0:00,Seattle,WA,Triangle,30 seconds,This event was recorded by the news station while videotaping the fire works at the Space Needle on New Year's Eve.((anonymous report)),1/12/18,1/1/18,12:00:00,AM
12/31/17 19:05,Gainesville,GA,Triangle,60 seconds,TRIANGULAR FORMATION OF LIGHTS MAKING A 90 DEGREE CHANGE IN COURSE THEN TRAVELING N. ((anonymous report)),1/12/18,12/31/17,7:05:00,PM
12/31/17 5:28,Ephrata,WA,Triangle,ongoing,Blue/white dots appearing against black horizon,1/12/18,12/31/17,5:28:00,AM
12/30/17 5:20,Keizer,OR,Triangle,10,Seen a triangle shape with lights on it something came out of it and dissappeared. ((anonymous report)),1/12/18,12/30/17,5:20:00,AM
12/27/17 21:30,Fleming Island,FL,Triangle,10 minutes,"16 amber-colored, triangular shapes. No Sound. No blinking nav lights.",1/12/18,12/27/17,9:30:00,PM
12/23/17 21:25,West Suffield,CT,Triangle,45 seconds,"Driving home on Ratley road in West Suffield, my husband and I saw on the left side of the road in a field 3 large triangle objects wit",1/12/18,12/23/17,9:25:00,PM
12/23/17 19:30,Flint,MI,Triangle,30 seconds,low flying triangle genesee county mi,1/12/18,12/23/17,7:30:00,PM
12/22/17 18:00,Imperial Beach,CA,Triangle,9 minutes,Glowing plasma or chemtrail dispursed while object floating backwards with triangular light dispearse over otay,1/12/18,12/22/17,6:00:00,PM
12/22/17 17:34,Westminster,CA,Triangle,8 seconds,Three white lights in the shape of a triangle during the spacex launch. ((NUFORC Note: Separate rocket engines? PD)),1/12/18,12/22/17,5:34:00,PM
12/21/17 21:00,Little Rock,AR,Triangle,3 minutes,"Saw large dark triangular object near ground in front and above me 3 minutes, 3 lights underneath, hovered, no sound.",1/12/18,12/21/17,9:00:00,PM
12/21/17 17:50,Sciota,PA,Triangle,few minutes,"Triangular shape with set of round lights at each rounded point of triangle, not moving but dipping to see exact shape, very very brigh",1/12/18,12/21/17,5:50:00,PM
12/21/17 6:25,Ashford,CT,Triangle,5-10 minutes,Triangle large hovering object above I-84 East exit 72.,12/21/17,12/21/17,6:25:00,AM
12/20/17 21:20,Somerville,OH,Triangle,20 minutes,Strange bright lights seen in Ohio skies by Orion's Belt.,1/12/18,12/20/17,9:20:00,PM
12/20/17 19:35,Vernon,CT,Triangle,5 seconds,Triangular shape no noise. ((anonymous report)),12/21/17,12/20/17,7:35:00,PM
12/19/17 8:43,Arlington Heights,IL,Triangle,15 seconds,Triangular Object dashed off into the sky. ((anonymous report)),1/12/18,12/19/17,8:43:00,AM
12/18/17 0:24,Boise,ID,Triangle,18 minutes,Saw this orb with a blue and red light. When it was still it was visible when it moved the sky turned blue around the triangle shaped c,12/21/17,12/18/17,12:24:00,AM
12/17/17 19:24,Alexandria,VA,Triangle,>1 minute,Very large triangle shaped object flew over my house very low and was silent as night.,12/21/17,12/17/17,7:24:00,PM
12/17/17 18:30,Cocoa Beach,FL,Triangle,2 minutes,"A gray, large triangle shaped flying obj. above my head disappearing into the clouds & heading towards the ocean. ((anonymous report))",12/21/17,12/17/17,6:30:00,PM
12/16/17 17:15,New Port Richey,FL,Triangle,3 minutes,There was a non moving bright light about the height of a cell tower in the distance. The closer I got to it I could see the shape of,12/21/17,12/16/17,5:15:00,PM
12/15/17 20:10,Riverview (Canada),NB,Triangle,1 minute,Triangular object over New Brunswick.,12/21/17,12/15/17,8:10:00,PM
12/15/17 20:00,Joplin,MO,Triangle,25 minutes,We saw a triangular object with lights on each corner that hovered in one spot for 25 minutes over our city and videotaped it.,12/21/17,12/15/17,8:00:00,PM
12/15/17 18:20,Keysville,GA,Triangle,10 seconds,"Three orange lights over Keysville, Georgia.",12/21/17,12/15/17,6:20:00,PM
12/15/17 2:45,Reseda,CA,Triangle,3 minutes,"I was driving out of my neighborhood in Reseda, when on the horizon at the top of the Angeles mountains beyond the 118 freeway saw a b",12/21/17,12/15/17,2:45:00,AM
12/14/17 19:00,Santa Fe,NM,Triangle,10 seconds,"Triangular object with bright green lights near Santa Fe, NM.",12/21/17,12/14/17,7:00:00,PM
12/14/17 3:45,Gresham,OR,Triangle,1 second,Three neon green lights turned on and shot down to the water faster than anything I've ever seen,12/21/17,12/14/17,3:45:00,AM
12/14/17 0:00,Redding,CA,Triangle,1 second,At approximately midnight of 12/14/2017 I was on an i-5 off-ramp in redding ca when i looked in the sky and saw a triangular object in,12/14/17,12/14/17,12:00:00,AM
12/13/17 22:50,Ellsworth,ME,Triangle,~10 minutes,"Last night, on the night of December 13, 2017 at about 10:50pm I saw an unidentified flying object. I was sitting on my couch when I ha",12/14/17,12/13/17,10:50:00,PM
12/13/17 21:15,Murfreesboro,TN,Triangle,~1 hour,Saw six varying color UFOs take off at different times. Was weird.,12/14/17,12/13/17,9:15:00,PM
12/12/17 18:25,Waynesboro,GA,Triangle,~5 seconds,Black triangle seen on country back road. ((anonymous report),12/14/17,12/12/17,6:25:00,PM
12/12/17 18:00,New Britain,CT,Triangle,2 minutes,Large triangle formation,1/12/18,12/12/17,6:00:00,PM
12/12/17 0:24,Portland,OR,Triangle,3 minutes,Low flying ufo pdx neighborhood.,12/14/17,12/12/17,12:24:00,AM
12/10/17 3:00,Amarillo,TX,Triangle,18 minutes,I. Woke up an looked at my security cameras an. This. Is. What I saw I have. Seen this. Before. A large. Bright light which looks lime,12/14/17,12/10/17,3:00:00,AM
12/8/17 3:00,Spokane Valley,WA,Triangle,3 hours,"Flashing red, white and blue crafts hovering over for 3 hours making the shape of a Triangle. ((NUFORC Note: Sirius? PD))",12/10/17,12/8/17,3:00:00,AM
12/7/17 22:10,Houston,TX,Triangle,3 seconds,Triangle craft that glowed red.,12/8/17,12/7/17,10:10:00,PM
12/7/17 17:00,Florence,MA,Triangle,2-3 minutes,"Triangular shaped craft, lights on bottom, moved very slowly at distance above trees, its shape visible in the night sky, then vanished",12/8/17,12/7/17,5:00:00,PM
12/6/17 22:50,Portland (northeast),OR,Triangle,5 seconds,Triangle with one bright light at the front. ((anonymous report)),12/8/17,12/6/17,10:50:00,PM
12/5/17 6:35,North Fort Myers,FL,Triangle,1-2 seconds,A big triangle shape very bright almost like a bright off white with almost green look .it looked like it descended bit it started abov,12/8/17,12/5/17,6:35:00,AM
12/4/17 17:00,Georgetown,SC,Triangle,5 seconds,"Possible sighting over Georgetown, South Carolina, December 4th, 2017. ((anonymous report))",12/8/17,12/4/17,5:00:00,PM
11/30/17 22:45,Lone Tree,CO,Triangle,5 minutes,It started as two green lights...like dunno 20 miles away to the S. Just stationary...I watched it for like 5 min.((anonymous report)),12/4/17,11/30/17,10:45:00,PM
11/30/17 13:30,Madison,WI,Triangle,2 minutes,Hovering jet over Malt House.,12/4/17,11/30/17,1:30:00,PM
11/29/17 20:21,Keizer,OR,Triangle,3 minutes,"Unidentified black triangle hovering parallel to River Rd N in Keizer for several minutes, then disappears.",12/4/17,11/29/17,8:21:00,PM
11/28/17 21:10,Northwood,NH,Triangle,2 minutes,"Low flying line of lights hovering as we drove west on rt 4. Triangle shaped object overhead. A light on each corner, under side was",12/4/17,11/28/17,9:10:00,PM
11/28/17 20:43,Sacramento,CA,Triangle,20 seconds,"There were 3 very dim lights in a triangular pattern, with a dark silhouette of a triangle surrounding it, flying near the power lines.",12/4/17,11/28/17,8:43:00,PM
11/28/17 20:20,Sturbridge/Warren,MA,Triangle,20 seconds,"Rhombus shape craft with odd colored lights, seen east bound on the Mass Pike near 84.",12/4/17,11/28/17,8:20:00,PM
11/26/17 21:00,Kettering,OH,Triangle,0:06,Low flying translucent triangular craft cruises overhead and disappears in front of my eyes.,12/4/17,11/26/17,9:00:00,PM
11/26/17 17:47,Nashville,TN,Triangle,~5 minutes,Triangle shaped object near Nashville airport over interstate,12/21/17,11/26/17,5:47:00,PM
11/23/17 19:45,Montana City,MT,Triangle,5 minutes,Large triangle with orange lights in corners.,12/4/17,11/23/17,7:45:00,PM
11/23/17 19:00,Palm Desert,CA,Triangle,5 minutes,"It was over 5 minutes changing colors from red to green to blue to a soft yellow color. ((NUFORC Note: Possible ""twinkling"" star? PD))",12/4/17,11/23/17,7:00:00,PM
11/22/17 11:00,Rome,GA,Triangle,~15 seconds,"I was in my dads truck, waiting for him to come to the truck. Before he got there the truck had shut off for no reason and the lights i",12/4/17,11/22/17,11:00:00,AM
11/21/17 22:00,Hanover,PA,Triangle,15 minutes,"On Nov. 21, '17, at approx. 22:00 hours I went to let my dogs outside, I normally look up at the sky, I usually pay attention to m",11/22/17,11/21/17,10:00:00,PM
11/21/17 21:00,Batavia,NY,Triangle,5 minutes,"Three orange/red elongated triangles seen over Batavia, NY, on 11-21-17 early evening.",12/4/17,11/21/17,9:00:00,PM
11/20/17 19:00,Santee,SC,Triangle,3-4 minutes,"Large triangle ship with 3 white lights and flashing orange light, flew very low, with no sound. ((NUFORC Note: Jet a/c?? PD))",11/22/17,11/20/17,7:00:00,PM
11/18/17 1:45,San Gabriel,CA,Triangle,2-3 minutes,Freeway UFO sighting.,11/22/17,11/18/17,1:45:00,AM
11/17/17 17:30,Ocean View,NJ,Triangle,2 minutes,Traveling South parallel to the Harden State Parkway between exits 24 and 17. Large triangular shaped aircraft. Opposing wing lights.,11/22/17,11/17/17,5:30:00,PM
11/16/17 20:00,Biloxi,MS,Triangle,3 minutes,"3 orange/red craft we're sitting in the sky due SE, flying in a triangle formation, disappeared within 3 min. ((anonymous report))",11/17/17,11/16/17,8:00:00,PM
11/16/17 17:00,Lancaster,OH,Triangle,10 minutes,Large black triangle shaped craft no noise or lights wobbled as it moved then slowly went up into sky ((anonymous report)),11/17/17,11/16/17,5:00:00,PM
11/15/17 22:00,Dayton,OH,Triangle,5 minutes,"Dayton UFO, 5 lights, 3 white, 2 orange, low flying aircraft going low speed.",11/17/17,11/15/17,10:00:00,PM
11/14/17 21:00,Huntsville,AL,Triangle,10 minutes,Cat and mouse with triangular ship on Hwy 36. Whoa! Really wierd.,1/25/18,11/14/17,9:00:00,PM
11/12/17 7:34,Waterflow,NM,Triangle,15,"A triangle shaped object above morgan lake area, could see the sky through it, with bright spear lights, in a large perfect triangle sh",11/17/17,11/12/17,7:34:00,AM
11/11/17 19:00,San Diego,CA,Triangle,30-45 seconds,Triangle shaped UFO over central San Diego,11/17/17,11/11/17,7:00:00,PM
11/10/17 22:45,Folsom,CA,Triangle,10 seconds,V-shaped object with no lights moving silently over the town of Folsom.,11/17/17,11/10/17,10:45:00,PM
11/10/17 20:00,Conneaut,OH,Triangle,5 minutes,"Huge triangular object, several football fields in width with bright white lights on the underside, hovered and followed our vehicle.",11/22/17,11/10/17,8:00:00,PM
11/9/17 16:00,Rockwood,TN,Triangle,60-90 seconds,Extremely slow moving triangle object with amber lights that were steady on.,11/17/17,11/9/17,4:00:00,PM
11/8/17 22:00,Rutland,MA,Triangle,10 seconds,Spotted a triangular shaped aircraft overhead comprised of three flashing lights evenly spaced apart and traveling the exact same speed,11/17/17,11/8/17,10:00:00,PM
11/7/17 19:35,Park Hills,MO,Triangle,35 minutes,Hovering triangular shaped aircraft.,11/9/17,11/7/17,7:35:00,PM
11/6/17 15:45,Haverhill,MA,Triangle,2 minutes,Saw a triangle shaped dark colored craft just hovering making no sound. Lights on each point of the triangle. ((anonymous report)),11/9/17,11/6/17,3:45:00,PM
11/4/17 18:25,Cathedral City,CA,Triangle,1 minute,3 white lights travelling at different high speeds and one larger triangular slower object with spinning group of lights over PSP.,11/9/17,11/4/17,6:25:00,PM
11/4/17 10:50,Parkland,PA,Triangle,2 seconds,"4 lights in a rectangler triangle pattern, with very loud noise like a miltary object.",11/9/17,11/4/17,10:50:00,AM
11/3/17 18:35,Boston,MA,Triangle,10 seconds,"((HOAX??)) I was driving home and saw 2-3 aircrafts. Might have been jets, but I am just not sure. ((anonymous report))",11/9/17,11/3/17,6:35:00,PM
11/2/17 17:32,Manassas,NC,Triangle,10 minutes,"Dark, triangular object hovering in a clear sky making no sounds.",11/9/17,11/2/17,5:32:00,PM
11/1/17 6:15,Salem,NH,Triangle,15 minutes,I was on break from work when i noticed a brite light up sky. It was just below the cloud line. It was so brite it could not figure ou,11/3/17,11/1/17,6:15:00,AM
11/1/17 4:00,Long Branch,NJ,Triangle,5-10 minutes,Between 3 and 6 a.m over the Atlantic Ocean there is always a lot of activity. ((anonymous report)),1/12/18,11/1/17,4:00:00,AM
10/31/17 19:35,Palm Desert,CA,Triangle,5 minutes--unlimited,"Two orbs seen flying across sky, slow to a standstill over populated zoo at night, a third orb appears forming a hovering triangle.",11/3/17,10/31/17,7:35:00,PM
10/30/17 22:45,Newnan,GA,Triangle,6 seconds,Dark triangle object flies across Georgia sky,11/3/17,10/30/17,10:45:00,PM
10/30/17 3:50,Omaha,NE,Triangle,5:00,Triangular lighted high speed flying object,11/3/17,10/30/17,3:50:00,AM
10/28/17 6:40,Lansdale/Quakertown,PA,Triangle,20 minutes,Triangle shape covered In Blue white lights on pa turnpike,11/3/17,10/28/17,6:40:00,AM
10/28/17 4:27,Salem,MA,Triangle,0:04,"3 UFO’s. Triangular, silent , 6 lights and fast. ((NUFORC Note: Report submitted by aviation mechanic. PD))",11/3/17,10/28/17,4:27:00,AM
10/26/17 23:39,Wilmington,CA,Triangle,30 seconds,"October 26, 2017 I live in Wilmington, CA, located at approximately 33.785795/-118.264357 and at approximately 11:39 on October",11/3/17,10/26/17,11:39:00,PM
10/26/17 11:30,Atlanta,GA,Triangle,2-5 seconds,"Triangle shaped black craft spotted near Atlanta, GA. ((NUFORC Note: Witness suggests Boeing drone. PD))",11/3/17,10/26/17,11:30:00,AM
10/25/17 3:00,Jackson,TN,Triangle,3 minutes,Black triangular aircraft with 3 lights hovering above hotel roof.,11/3/17,10/25/17,3:00:00,AM
10/24/17 21:00,Apple Valley,CA,Triangle,7 minutes,((NUFORC Note: Witness provides no information about her apparent sighting. PD)),11/3/17,10/24/17,9:00:00,PM
10/23/17 20:50,Marshall,AR,Triangle,5 minutes,Triangle surrounded by mil. a/c. Multiple flares from mil. a/c lit up the sky. Multiple a/c types could be heard. ((anonymous report)),11/3/17,10/23/17,8:50:00,PM
10/23/17 19:55,Wetaskiwin (Canada),AB,Triangle,3 seconds,Triangle over Alberta. ((anonymous report)),11/3/17,10/23/17,7:55:00,PM
10/23/17 18:30,Rancho Palos Verdes,CA,Triangle,15 seconds,"Was in hot tub facing ESE toward Pisces, when suddenly appeared 3 bright lights in a iso triangle shape.",11/3/17,10/23/17,6:30:00,PM
10/23/17 0:00,Houston,TX,Triangle,10 seconds,I stepped outside to look at the clear moonless sky. My location is 10 miles west of Intercontinental Airport Houston IAH. I have never,11/3/17,10/23/17,12:00:00,AM
10/22/17 23:00,Pittsburgh,PA,Triangle,10 minutes,TR-3B Astra? ((anonymous report)),11/17/17,10/22/17,11:00:00,PM
10/22/17 22:50,Marysville,WA,Triangle,3 minutes,Triangle-shaped trio of lights in sky disappeared into denser cloud cover,11/3/17,10/22/17,10:50:00,PM
10/22/17 20:00,Seneca,SC,Triangle,30 seconds,Three triangular lights were seen in the night sky that came to a complete stop.,11/3/17,10/22/17,8:00:00,PM
10/21/17 22:15,Logansport,IN,Triangle,30 seconds,Three lights zoomed across the northern sky.,11/3/17,10/21/17,10:15:00,PM
10/21/17 21:31,Winston-Salem,NC,Triangle,Seconds,"Lime green triangular light, stationary, then moving, then vanished; while driving I-40",11/3/17,10/21/17,9:31:00,PM
10/21/17 21:01,Toms River,NJ,Triangle,95 seconds,Large glowing rounded edge triangle vanished in a split second over water.,11/3/17,10/21/17,9:01:00,PM
10/21/17 11:12,Ruidoso,NM,Triangle,1 minute,"Gf and I where outside, stargazing, when we saw a low flying obj. with lights on each end in the shape of a triangle. ((anon. report)",11/3/17,10/21/17,11:12:00,AM
10/20/17 21:29,Astoria,NY,Triangle,2 minutes,"Looking out 5th floor apartment window in Astoria, Queens which overlooks the East River and Manhattan's Skyline. ((anonymous report))",11/3/17,10/20/17,9:29:00,PM
10/20/17 19:40,Edmond,OK,Triangle,20 seconds,3 bright stars in triangle pattern were observed and disappeared.,11/3/17,10/20/17,7:40:00,PM
10/20/17 1:00,San Francisco,CA,Triangle,,Triangle shaped object in sky with red green and blue lights with sound. ((anonymous report)),11/3/17,10/20/17,1:00:00,AM
10/19/17 20:00,Williamsburg,OH,Triangle,45 minutes,3 Instances of Different Light Patterns within 45 minutes.,11/3/17,10/19/17,8:00:00,PM
10/18/17 22:00,Veedersburg,IN,Triangle,5 minutes,Moved slowly w/ white lights at each point. Stopped while a civilian a/c approached then it zipped quickly away. ((anonymous report)),11/3/17,10/18/17,10:00:00,PM
10/18/17 21:00,East Liverpool,OH,Triangle,2 minutes,Driving down my alley we spotted 3 orange lights moving across the sky. They formed a triangular shape very spaced out. They moved over,11/3/17,10/18/17,9:00:00,PM
10/18/17 20:00,Marietta,PA,Triangle,5 seconds,Black Triangular Craft Spotted 150ft above my house.,11/3/17,10/18/17,8:00:00,PM
10/18/17 19:20,Summerville,SC,Triangle,1 minute,Witnessed a fairly large triangle shape with bright lights at each end. It was moving slowly in the atmosphere almost looked stars at f,10/19/17,10/18/17,7:20:00,PM
10/17/17 20:30,Chattanooga,TN,Triangle,15 minutes,"Two triangle objects, one hovering for long period with second coming back in and out, then traveling out together.",10/19/17,10/17/17,8:30:00,PM
10/17/17 18:35,Deltaville,VA,Triangle,0:01,A bright red spaceship like onkect that disappeared after after seeing ignite in flight for about 30 seconds.,10/19/17,10/17/17,6:35:00,PM
10/17/17 2:00,gonzales,LA,Triangle,4 seconds,lights at each corner were striped following the triangle contour.,10/19/17,10/17/17,2:00:00,AM
