Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian,,
10/11/16 16:34,Lido Beach,NY,Circle,10 minutes,Numerous white round objects observed during day light hours on Long Island,11/4/16,10/11/16,4:34:00,PM,,
10/11/16 13:35,Ocean Shores,WA,Circle,90 seconds,Saw a large white ball with tail made it look like Star Ship Enterprise clear sky.,10/21/16,10/11/16,1:35:00,PM,,
10/11/16 12:21,Oklahoma City,OK,Circle,30 seconds,"Witnessed a white, perfect circle, moving quickly through an otherwise clear sky.",10/13/16,10/11/16,12:21:00,PM,,
10/10/16 20:00,Astoria,OR,Circle,2 minutes,"My daughter and I saw a round light floating across the sky above the Columbia river through our living room window, I ran outside to g",10/13/16,10/10/16,8:00:00,PM,,
10/9/16 16:30,Madison Heights,MI,Circle,2 seconds,An orb like object coming from a funnel like object above it.,10/11/16,10/9/16,4:30:00,PM,,
10/9/16 9:00,Cape Coral,FL,Circle,2 hours,Every night for the past 2 wks I have been watching 2 crafts in the west sky. ((NUFORC Note: We suspect a sighting of planets. PD)),10/11/16,10/9/16,9:00:00,AM,,
10/8/16 21:30,Harrison,AR,Circle,15 minutes,I went outside on my front porch and I looked toward the southeast and saw 8 orange lights in the sky. I first thought it was helicopte,10/11/16,10/8/16,9:30:00,PM,,
10/8/16 2:15,Van Buren,AR,Circle,30+ minutes,"Three objects, similar to stars but drifting vertically and horizontally. Both with flashing lights, one red and white and one blue and",10/11/16,10/8/16,2:15:00,AM,,
10/7/16 7:00,Meadville,PA,Circle,10 seconds,My coworker and I were getting ready to walk into work and a green neon light appeared and shot across the sky fast and smooth and look,10/11/16,10/7/16,7:00:00,AM,,
10/6/16 14:30,Columbus,GA,Circle,4-5 minutes,"Round, shiny objects flying in formation moved in ways not consistent with aircraft, balloons or anything else.",10/11/16,10/6/16,2:30:00,PM,,
10/6/16 4:00,Grandview,WA,Circle,3 minutes,"Flash blue and pink. Hovered up and down. My daughter said she saw something outside her window. ((anonymous report))

Its",10/11/16,10/6/16,4:00:00,AM,,
10/5/16 22:35,Lake Elmo-Oakdale,MN,Circle,30-40 seconds,"Teal colored light ring sighted on a low altitude straight flight path for 30 plus seconds east of St. Paul, MN.",11/11/16,10/5/16,10:35:00,PM,,
10/5/16 19:50,Orem,UT,Circle,5 seconds,Bright yellow light skipped across sky than disappeared in a green glowing flash,10/11/16,10/5/16,7:50:00,PM,,
10/4/16 22:35,Hilton,NY,Circle,1 second,"At 10:35 pm there was a bright yellow light in sky to the S of Hilton, NY. The light was so bright I saw could tell there was somet",10/11/16,10/4/16,10:35:00,PM,,
10/4/16 19:30,Brentwood,NH,Circle,7 minutes,Orange glowing orb flame-like no sound very slow 400 feet above stayed at elevation for 4 minutes then rose and dimmed and disappeared,10/11/16,10/4/16,7:30:00,PM,,
10/3/16 4:00,Adairsville,GA,Circle,30 minutes,"It hovered in one area for more than 30 min., constantly blinking. It looked like it had multiple lights. ((NUFORC Note: Star? PD))",10/11/16,10/3/16,4:00:00,AM,,
10/2/16 4:30,Houston,TX,Circle,10 minutes,"Houston, TX, sighting of strange lights and power/signal outage.",10/11/16,10/2/16,4:30:00,AM,,
10/1/16 22:00,Whiting,IN,Circle,15 minutes,Orange lights moving up down east and west. Then met up to form a circle.,10/11/16,10/1/16,10:00:00,PM,,
10/1/16 22:00,Kenner,LA,Circle,3 minutes,Group of shape forming lighted objects in sky,10/11/16,10/1/16,10:00:00,PM,,
10/1/16 20:10,Havre de Grace,MD,Circle,5 minutes,"Three orange glows appeared in the sky in Havre de Grace, MD",10/11/16,10/1/16,8:10:00,PM,,
10/1/16 15:30,Tallahassee,FL,Circle,10 seconds,It was a cicle like craft hovering in the sky it was clear white looking it had no lights on it moving at about 1mph,2/10/17,10/1/16,3:30:00,PM,,
10/1/16 5:30,Kenner,LA,Circle,4 minutes,"I saw 9 objects flying in the sky,they were changing shapes and then they disappear in the sky. ((anonymous report))",10/13/16,10/1/16,5:30:00,AM,,
9/30/16 20:45,Sault Ste. Marie (Canada),ON,Circle,1 minutes,Orange circle moving quickly...,10/11/16,9/30/16,8:45:00,PM,,
9/29/16 11:45,Idyllwild,CA,Circle,3-5 seconds,Black dot moving fast on a sunny day that disappeared behind clouds on 9/29/16 at 11:45 am. Duration was 3-5 seconds.,9/30/16,9/29/16,11:45:00,AM,,
9/28/16 20:16,Aurora,CO,Circle,2 minutes,"We saw a bright light traveling E to west, at a moderate speed and elevation that lasted up to 2 min",9/30/16,9/28/16,8:16:00,PM,,
9/27/16 21:21,Hoquiam,WA,Circle,10 minutes,"A very bright light in the sky which I first assumed to be a star. Stayed stationary for along time, then moved rapidly to the west.",9/30/16,9/27/16,9:21:00,PM,,
9/27/16 21:00,El Monte,CA,Circle,Seconds,"Two glowing objects come out of the clouds in the night sky of El Monte, CA.",9/30/16,9/27/16,9:00:00,PM,,
9/27/16 20:30,New Britian,CT,Circle,Unknown,"Above a house, stood stationary rapidly traveled westward. ((anonymous report))",9/30/16,9/27/16,8:30:00,PM,,
9/27/16 20:15,West pittston,PA,Circle,40 seconds,At 8:15 p.m. I saw a circular object with 5 bright white lights coming Southeast going Northwest it made no sound and was flying very l,9/30/16,9/27/16,8:15:00,PM,,
9/27/16 17:15,Centennial,CO,Circle,10 minutes,"We saw a small white circular object travel east to west, stop and hover, then move upward out of sight.",10/11/16,9/27/16,5:15:00,PM,,
9/26/16 7:30,Hollywood,FL,Circle,30 seconds,"Bright white circle, high speed travel and large rapid U-turns. ((anonymous report))",9/30/16,9/26/16,7:30:00,AM,,
9/26/16 5:20,Coachella,CA,Circle,~1 minute,I was standing in a maintenance yard using nvg goggles looking up to the sky noticed 8 objects overhead. ((anonymous report)),9/30/16,9/26/16,5:20:00,AM,,
9/26/16 3:30,Pulaski,WI,Circle,5 minutes,"I woke up to my dog crying and barking, I noticed through my bedroom window a round bright light. ((anonymous report))",10/5/17,9/26/16,3:30:00,AM,,
9/25/16 0:00,Bellingham,WA,Circle,1 second,Bright silent orb movng a extreme speed over Bellingham.,9/30/16,9/25/16,12:00:00,AM,,
9/25/16 23:46,El Mirage,AZ,Circle,10 minutes,Around 11:46 PM when I was staring up in the sky and noticed 2 circle li ((anonymous report)),9/30/16,9/25/16,11:46:00,PM,,
9/25/16 21:30,Reston,VA,Circle,2 seconds,"Reston, VA, at ~21:30z: Extremely fast multi-colored object moving at the trajectory of a passenger plane for 2 sec and disappearing.",9/30/16,9/25/16,9:30:00,PM,,
9/25/16 20:00,Bellingham,WA,Circle,brief,"I saw another post for this same event - I too, saw a bright white flash like a ball come down from the sky. It looked as if it went in",10/11/16,9/25/16,8:00:00,PM,,
9/25/16 15:49,Wilmington,DE,Circle,30,Four objects noticed way up in the sky. ((anonymous report)),9/30/16,9/25/16,3:49:00,PM,,
9/24/16 23:20,White Plains,NY,Circle,3 minutes,As i was driving I saw two circular orange flying lights.They were side by side with a distance between them.I didn't hear any sound. I,9/30/16,9/24/16,11:20:00,PM,,
9/24/16 22:00,Rutland,MA,Circle,1 minute,4 yellow lights in the sky. Perfectly spaced apart flying horizontal. No sound. Then 2 more followed but one at a time.,9/30/16,9/24/16,10:00:00,PM,,
9/24/16 21:00,Lancaster,PA,Circle,11 minutes,My uncle went outside to smoke a cigarette and he happened to spot the formation of the orange lights. They flickered as they gliding t,9/30/16,9/24/16,9:00:00,PM,,
9/24/16 20:05,Fairmont,WV,Circle,3 minutes,"Bright diagonal lights, slowly dim away. ((anonymous report))",9/30/16,9/24/16,8:05:00,PM,,
9/23/16 21:40,Springfield,VA,Circle,1 minute,Big orange circle vanishes.,9/30/16,9/23/16,9:40:00,PM,,
9/22/16 19:00,Woonsocket,RI,Circle,30 seconds,Red flashing object.,9/30/16,9/22/16,7:00:00,PM,,
9/21/16 23:37,Oak Ridge,TN,Circle,2 hours,"Strange lights in Oak Ridge, Tennessee. ((NUFORC Note: Sighting of the star, Sirius. PD))",9/22/16,9/21/16,11:37:00,PM,,
9/21/16 21:50,Wilmington,MA,Circle,5 seconds,glowing green orb of light that shot across the sky and dissapeared,9/22/16,9/21/16,9:50:00,PM,,
9/21/16 18:00,Beaverton,OR,Circle,5 seconds,Bright blue ball of light! ((anonymous report)),9/22/16,9/21/16,6:00:00,PM,,
9/20/16 19:09,Burnaby (Canada),BC,Circle,<10 seconds,"I was shooting the cloud of sunset by using my iPhone and iPad , finally I found it in my images. And it is pretty clear, bright,, yell",9/22/16,9/20/16,7:09:00,PM,,
9/20/16 1:00,Stonington,CT,Circle,30+ minutes,The object I observed was not unlike stars in the night sky in regards to appearance; it was however brighter than any star I observed.,4/28/17,9/20/16,1:00:00,AM,,
9/19/16 20:47,Jasper (looking west),GA,Circle,Still happening,"Redish orange in illumination, appeared to hover, no sound, appears to move slightly, warmer than usual breez",9/22/16,9/19/16,8:47:00,PM,,
9/18/16 14:34,Fairbanks,AK,Circle,69 seconds,"((HOAX??)) Bright, radiating orb above Littleton.",9/22/16,9/18/16,2:34:00,PM,,
9/18/16 10:00,Bensalem,PA,Circle,1 minute,I was walking my dog outside and noticed 2 red lights side by side that looked like red eyes and underneath the 2 red lights was a brig,9/22/16,9/18/16,10:00:00,AM,,
9/18/16 5:30,Hopedale,MA,Circle,1 minute,"Huge super bright yellow circle, (not moon.) Never seen anything so huge bright and still in sky",9/22/16,9/18/16,5:30:00,AM,,
9/17/16 19:36,Los Alamos,NM,Circle,on going,White glowing circular object in the sky. not moving just sitting there for last hour or more. ((NUFORC Note: Balloon? PD)),9/22/16,9/17/16,7:36:00,PM,,
9/16/16 21:45,Bowmanville (Canada),ON,Circle,90 seconds,A bright orange light moving from South to North about the size of the moon,9/22/16,9/16/16,9:45:00,PM,,
9/15/16 22:53,Stoughton,MA,Circle,2 minutes,Stationary red circle to the north. After about 1 1/2 minutes began to move rapidly in different directions and then turned white befor,9/22/16,9/15/16,10:53:00,PM,,
9/15/16 2:35,Miami,FL,Circle,5 minutes,My husband and I got up to smoke. I opened the living room window and I was looking at the Orion star constellation when I noticed a di,9/15/16,9/15/16,2:35:00,AM,,
9/14/16 22:30,Bradenton,FL,Circle,2 minutes,Circular red light with red orbs of light within it.,9/15/16,9/14/16,10:30:00,PM,,
9/13/16 21:30,Wilmington,NC,Circle,22:00,"Five orange-red lights over ocean that kept appearing and then disappearing. Would make a diagonal line, and would be spread out.",9/15/16,9/13/16,9:30:00,PM,,
9/13/16 21:00,West Portsmouth,OH,Circle,1 hour,"Green Blue and Red circular craft over West Portsmouth, Ohio right beside cellular tower 50 to 100 yards off the ground.",9/15/16,9/13/16,9:00:00,PM,,
9/13/16 20:40,Eugene,OR,Circle,2 minutes,"What at first appeared to be a satellite shoots straight towards me at high speed, then reverses direction back to where it had been.",9/15/16,9/13/16,8:40:00,PM,,
9/13/16 20:40,Eugene,OR,Circle,2 minutes,"What at first appeared to be a satellite shoots straight towards me at high speed, then reverses direction back to where it had been.",9/15/16,9/13/16,8:40:00,PM,,
9/13/16 20:15,Dixon,MO,Circle,3 minutes,White and red horizontal lights hovering in sky.,9/15/16,9/13/16,8:15:00,PM,,
9/13/16 12:43,Emerald isl,NC,Circle,10 minutes,"To the north east i seen one orange dot split in to 2 then 3,4,5,6. Happend again.then in the south east did the same thing each lighg",9/15/16,9/13/16,12:43:00,PM,,
9/13/16 3:00,Adriatic (Italy/Greece),,Circle,20 minutes,".3 X Cream/white solid circle shape objects moving in different ways very fast in the sky, no noise came from them",9/30/16,9/13/16,3:00:00,AM,,
9/12/16 5:45,Bradenton,FL,Circle,5 minutes,Orange/golden light hovered at orbital level for roughly 3 to 4 minutes. Then took off to the right very quickly then straight up.,9/15/16,9/12/16,5:45:00,AM,,
9/11/16 7:01,Warren,PA,Circle,3 minutes,Bright circle shape low. Not a plane.was there for about 3 min pulled over it was gone,9/15/16,9/11/16,7:01:00,AM,,
9/10/16 19:00,Albany,NY,Circle,2 minutes,"Was brillant lights and shape like cigar and disc, 3 one step for few and flew quik, the others 2 same. ((anonymous report))",9/22/16,9/10/16,7:00:00,PM,,
9/10/16 1:00,Hilton Head,SC,Circle,2 minutes,I went to Savannah airport to pick up my friend for the weekend On our way home we were traveling toward hilton head island on route,9/30/16,9/10/16,1:00:00,AM,,
9/9/16 23:45,Ridley Park,PA,Circle,1 hour,The light was a perfect circle moving in a circular pattern above the clouds.,9/15/16,9/9/16,11:45:00,PM,,
9/9/16 23:39,Elko New Market,MN,Circle,4 hours,Ring of lights spotted over Twin Cities in Minnesota. ((NUFORC Note: We suspect advertising lights from a casino. PD)),9/30/16,9/9/16,11:39:00,PM,,
9/8/16 18:06,Raleigh,NC,Circle,3-6 seconds,"Object was round, moving extremely fast and appeared to be on fire or reflecting surround environment (i.e sunset).",9/9/16,9/8/16,6:06:00,PM,,
9/8/16 17:00,Mebane,NC,Circle,10 seconds,2 round bright white spheres together side by side appeared to be free falling at a high rate of speed that looked like the back of a t,9/9/16,9/8/16,5:00:00,PM,,
9/8/16 1:00,Duncan/Comanche area,OK,Circle,Continuous,"I went outside to smoke a cigarette and just randomly looked up at the sky,I live in the country so just enjoying the piece an quite. A",9/9/16,9/8/16,1:00:00,AM,,
9/7/16 22:41,Franklin,NC,Circle,5 minutes,"Multi-colored lights red, orange and white lights hovering in wester night sky intensely bright , no sound",9/9/16,9/7/16,10:41:00,PM,,
9/7/16 22:00,Sacramento,CA,Circle,2 minutes,"Almost a yr. ago today, I was in my backyard stargazing at about 10 o'clock pm when I noticed three circular bright orange Round obj",9/8/17,9/7/16,10:00:00,PM,,
9/7/16 20:45,Adrian,OR,Circle,5 minutes,Red blinking lights on the skyline at dusk.,9/15/16,9/7/16,8:45:00,PM,,
9/7/16 1:00,Buford,GA,Circle,30 mins,It was however stationary with flashing lights of colors red green blue & white. ((NUFORC Note: Probably a star?? PD)),9/15/16,9/7/16,1:00:00,AM,,
9/7/16 1:00,Winder,GA,Circle,1+ hour,Circular UFO above a wooded area and flashing several different colors.,9/9/16,9/7/16,1:00:00,AM,,
9/7/16 0:00,Winder,GA,Circle,>1 hour,Disc shaped UFO with prismatic lights around its perimeter in sky for over an hour,9/9/16,9/7/16,12:00:00,AM,,
9/6/16 22:00,Kingston,NY,Circle,>20 minutes,"Multi-colored cluster of lights hovering in western sky viewed from Kingston, NY.",9/9/16,9/6/16,10:00:00,PM,,
9/4/16 17:45,Arvada,CO,Circle,10 minutes,5 circular/cylindrical flying objects flying higher than planes,9/9/16,9/4/16,5:45:00,PM,,
9/4/16 8:45,Portage,WI,Circle,Few seconds,White beam of light shot up from ground to tree height forming a circle of white light in Portage Wisconsin.,9/9/16,9/4/16,8:45:00,AM,,
9/3/16 23:45,Auburn,WI,Circle,5 minutes,"Bright Orange round shape, prominent,..came towrds our location, then totally clear night with stars.",9/9/16,9/3/16,11:45:00,PM,,
9/3/16 20:50,San Pedro,CA,Circle,3 minutes,"Circular Flashing object in eastern sky, amber/fire orange in color. sighting lasted for aporoximately 3 minutes. Object was pulsing un",9/9/16,9/3/16,8:50:00,PM,,
9/3/16 20:30,High Ridge,MO,Circle,3 minutes,"Noticed 2 reddish-orange circles moving low in the sky. Too close to each other to be planes, silent. Seemed to flicker a bit (noticed",9/9/16,9/3/16,8:30:00,PM,,
9/3/16 18:00,Bainbridge Island,WA,Circle,10 minutes,Late afternoon sighting of four objects over Seattle seen from Bainbridge.,9/9/16,9/3/16,6:00:00,PM,,
9/3/16 4:45,Pensacola,FL,Circle,1 hour,Eight round lights over Pensacola for one hour.,9/9/16,9/3/16,4:45:00,AM,,
9/3/16 1:00,Hedgesville,WV,Circle,Few minutes,White shaped craft.,9/9/16,9/3/16,1:00:00,AM,,
9/3/16 0:00,Lake Orion,MI,Circle,20 minutes,"Circular object flashing red and green, mimicking a star. ((NUFORC Note: Possible ""twinkling"" star?? PD))",9/9/16,9/3/16,12:00:00,AM,,
9/2/16 22:00,Menifee,CA,Circle,1.14,Circular object in sky with red and green lights pulsed,9/9/16,9/2/16,10:00:00,PM,,
9/2/16 21:00,Knoxville,TN,Circle,25 seconds,"huge yellow/orange bright light immobile for 20 seconds, reversed and sped forward behind our house, made absoultly no sound and trave",9/9/16,9/2/16,9:00:00,PM,,
8/31/16 22:00,Corte Madera,CA,Circle,1 hour,Stationary yellow gold lights seen during extended long sighting,9/15/16,8/31/16,10:00:00,PM,,
8/30/16 11:30,Utica,NY,Circle,6 seconds,I saw a dark silver circle shaped UFO for like 6 seconds flying very slow.,9/2/16,8/30/16,11:30:00,AM,,
8/30/16 2:45,New York,NY,Circle,4 seconds,Looking up to the sky thought it was a shooting star; realized it was a very intense white light circle in shape.((anonymous report)),9/2/16,8/30/16,2:45:00,AM,,
8/29/16 21:00,Virginia Beach,VA,Circle,Brief,2 Red lights flew over.,9/2/16,8/29/16,9:00:00,PM,,
8/29/16 20:26,Surf City,NC,Circle,30 seconds,Orange pulsating orb above beach.,9/22/16,8/29/16,8:26:00,PM,,
8/29/16 19:00,Pomona,NY,Circle,10 minutes,We saw 3 objects in the sky 2 moving horizontally and one falling at an angle vertically.,9/2/16,8/29/16,7:00:00,PM,,
8/28/16 19:30,Petaluma,CA,Circle,~1 hour,"UFO over Petaluma on August 28, 2016, @ approximately 7:30 pm..",9/2/16,8/28/16,7:30:00,PM,,
8/28/16 18:00,Pottstown,PA,Circle,10 seconds,Metallic circle craft seen in sky.,9/2/16,8/28/16,6:00:00,PM,,
8/27/16 21:25,Spencerport,NY,Circle,8 minutes,"Three Flaming Balls Over Spencerport, NY",8/29/16,8/27/16,9:25:00,PM,,
8/26/16 20:45,Laplata,MD,Circle,Route 6,((HOAX??)) My gf observed a very large bright light hovering in the sky much bigger than a star. ((anonymous report)),8/29/16,8/26/16,8:45:00,PM,,
8/25/16 23:00,Astoria,OR,Circle,3 seconds,Large yellow orb crossed the sky twice heading east.,8/29/16,8/25/16,11:00:00,PM,,
8/25/16 21:00,Aloha,OR,Circle,,Red round light bouncing around the sky quickly,8/29/16,8/25/16,9:00:00,PM,,
8/24/16 20:30,Rantoul,IL,Circle,0.30 minutes,Ufo maybe?,8/29/16,8/24/16,8:30:00,PM,,
8/24/16 16:00,Lakeland,FL,Circle,4 minutes,"Driving E. In the SE direction, I notice a bright white light that isn't moving.",8/25/16,8/24/16,4:00:00,PM,,
8/23/16 23:00,Rutland (near; Griffith Lake),VT,Circle,6 seconds,Bright flash of circler light over Green Mt..,8/29/16,8/23/16,11:00:00,PM,,
8/22/16 21:50,Westwood,MA,Circle,10 seconds,"Bright circle light being, followed by two helicopters. ((anonymous report)).",8/25/16,8/22/16,9:50:00,PM,,
8/22/16 21:00,Oak Grove,MO,Circle,5 seconds,Looked up and saw a yellow/orange stationary light that was brighter than a shooting star slowly get brighter over about two seconds.,8/25/16,8/22/16,9:00:00,PM,,
8/21/16 11:24,Columbia,MO,Circle,5-Apr,"My mom called me out from where I was inside the house, telling me to come quick. She said that my dad had seen something.",8/25/16,8/21/16,11:24:00,AM,,
8/21/16 10:58,Gillette,WY,Circle,2 minutes,Was driving mid morning and saw 6 spheres flying together and moving around each other. They were shiny and silver looking.,8/25/16,8/21/16,10:58:00,AM,,
8/20/16 22:50,San Diego (North County),CA,Circle,5 minutes,"My wife and I both saw three orange lights in the sky, moving in different directions, and making no sound.",8/25/16,8/20/16,10:50:00,PM,,
8/19/16 21:45,Curtis Bau,MD,Circle,3 minutes,Two orange objects over Baltimore.,8/25/16,8/19/16,9:45:00,PM,,
8/19/16 18:56,Kokomo,IN,Circle,4 minutes,8-10 glowing orange red-ish orbs passing by as if migrating.,12/5/16,8/19/16,6:56:00,PM,,
8/19/16 0:53,Vero Beach,FL,Circle,2:24,What I thought was a meteor might have been something else.,8/19/16,8/19/16,12:53:00,AM,,
8/18/16 23:55,Lake Wales,FL,Circle,3-4 minutes,firey round object approached us and stop changing direction and color with no noise.,8/25/16,8/18/16,11:55:00,PM,,
8/18/16 21:45,Albany,OR,Circle,Ongoing,"Circle aircraft, with three non-blinking lights, passed over very slowly.",8/19/16,8/18/16,9:45:00,PM,,
8/18/16 20:37,Maricopa,AZ,Circle,4 minutes,Bright flashing light zig zagging across the sky. ((anonymous report)),8/19/16,8/18/16,8:37:00,PM,,
8/18/16 0:00,Kemp,TX,Circle,2 days,Color changing light in the sky. ((NUFORC Note: Possible twinkling star?? PD)),9/22/16,8/18/16,12:00:00,AM,,
8/17/16 22:50,Opelousas,LA,Circle,20 minutes,Multi-colored flashing lights over Louisiana.,8/19/16,8/17/16,10:50:00,PM,,
8/17/16 21:00,Kansas City,MO,Circle,15 seconds,"Disappearing/reappearing dot in the sky, going down.",8/19/16,8/17/16,9:00:00,PM,,
8/16/16 23:00,Elizabethton,TN,Circle,2 minutes,I seen a round ball of orange light that shot up from the mountains up into the dark clouds then disappear. ((anonymous report)),8/19/16,8/16/16,11:00:00,PM,,
8/16/16 20:48,White Sands,NM,Circle,30 seconds,Metallic object viewed on video in sky above White Sands National Monument,9/22/16,8/16/16,8:48:00,PM,,
8/16/16 7:12,Manchester (UK/England),,Circle,6 seconds,"I had just finished working a nightshift,when I was waiting at the bus stop. It was a clear morning and blue sky. I looked up at the sk",9/2/16,8/16/16,7:12:00,AM,,
8/16/16 5:30,Providence,RI,Circle,10 minute,"Red circular object moving quickly, then stops and hovers over Providence, RI, changes colors and then disappears.",8/19/16,8/16/16,5:30:00,AM,,
8/16/16 5:30,Providence,RI,Circle,5 minutes,"Red orb moving quickly, then stops multiple times over Providence, RI.",8/16/16,8/16/16,5:30:00,AM,,
8/15/16 23:15,Cornelius,NC,Circle,3 seconds,"One round bright light, brighter than the moon, appearing from nowhere and descending rapidly straight down followed by two smaller bri",8/16/16,8/15/16,11:15:00,PM,,
8/15/16 20:05,Gilbert,AZ,Circle,5 minutes,"Round shaped object with no blinking lights, just white, first high in air, then lower instantly, moving across the sky, disappears.",8/16/16,8/15/16,8:05:00,PM,,
8/15/16 16:00,Pine island,MN,Circle,1 minutes,"Orange glowing basketball ball size object far in sky motionless, then moved away, blinked 2/3 times and disappeared.",3/10/17,8/15/16,4:00:00,PM,,
8/14/16 21:00,Camden,NJ,Circle,5 minutes,Red and orange light near Philadelphia international and the phillies stadium,8/16/16,8/14/16,9:00:00,PM,,
8/14/16 21:00,Wheatland,CA,Circle,Several minutes,Observed strange bluish light. North to south direction. Unknown altitude. Very Fast. Horizon to horizon in approx. two minutes.,8/16/16,8/14/16,9:00:00,PM,,
8/14/16 19:00,Nashua,NH,Circle,20 minutes,"Circular glowing craft, extremely fast. ((NUFORC Note: We believe that the object is a commercial airliner, above a contrail. PD))",8/16/16,8/14/16,7:00:00,PM,,
8/13/16 3:25,Harrisburg,PA,Circle,3 seconds,"Flash of white/green light, moving very fast over the Susquehanna River. Suddenly disappears. No debris. ((anonymous report))",8/16/16,8/13/16,3:25:00,AM,,
8/12/16 19:00,St. Peters,MO,Circle,8 seconds,"We thought it was a plane falling from the sky, but as it became closer to the ground we realized the bright lit red ball did not have",8/16/16,8/12/16,7:00:00,PM,,
8/12/16 16:00,Stuart,FL,Circle,Few seconds,Bright white light blue hue.,8/16/16,8/12/16,4:00:00,PM,,
8/12/16 13:00,Yakima,WA,Circle,north close to the firing,"Looking N over there army base Yakima, WA, there is four or five lights above the sky moving very slowly. ((anonymous report))",8/16/16,8/12/16,1:00:00,PM,,
8/11/16 20:00,Chelan,WA,Circle,1 hour +,"Saw a doughnut-shaped object that looked like the first star just before sunset. It turned color with the sunset, and did not move.",8/16/16,8/11/16,8:00:00,PM,,
8/11/16 20:00,Sharon,VT,Circle,3 seconds,Flashing bright white and red ring seen in sky above Sharon from highway. ((anonymous report)),8/16/16,8/11/16,8:00:00,PM,,
8/10/16 23:45,Oak Creek,WI,Circle,5 minutes,Round Red Orb formed into two orbs and hovered over me a minute I walked back in the house came out and they were gone but then they se,8/16/16,8/10/16,11:45:00,PM,,
8/10/16 23:00,Fort Lauderdale,FL,Circle,15 minutes,"Driving down the highway there was a big bright circular light, it would dim and get really bright again. Then it would break off into",8/16/16,8/10/16,11:00:00,PM,,
8/10/16 21:34,Angier,NC,Circle,10 seconds,Circular Blue object appearing in the sky,8/16/16,8/10/16,9:34:00,PM,,
8/10/16 5:00,Menifee,CA,Circle,45 minutes,Invisible looking with fading out lights around rims of circle.,8/16/16,8/10/16,5:00:00,AM,,
8/10/16 2:30,Colfax,WA,Circle,7 minutes,Bright flashing light too fast to be anything but a ufo following me in my truck.,8/16/16,8/10/16,2:30:00,AM,,
8/9/16 23:00,Detroit,MI,Circle,5 minutes,Orange orb UFO's transform and possibly land on Detroit's westside,8/16/16,8/9/16,11:00:00,PM,,
8/9/16 12:30,Calpe (Spain),,Circle,20 seconds,Silver ball in the sky moving roughly the speed of a plane. ((NUFORC Note: International Space Station?? PD)) ((anonymous report)),8/16/16,8/9/16,12:30:00,PM,,
8/8/16 22:30,Starke,FL,Circle,Few seconds,((NUFORC Note: Witness does not provide any information about the sighting. PD)),8/16/16,8/8/16,10:30:00,PM,,
8/8/16 19:00,Galion,OH,Circle,1 hour,"When looked at with the naked eye it looked like a circle, but very far away. Almost like a star during the day lit sky. Then when we u",8/16/16,8/8/16,7:00:00,PM,,
8/8/16 17:30,Nampa,ID,Circle,>1 hour,Rotating circular object with antennae.,8/16/16,8/8/16,5:30:00,PM,,
8/8/16 6:20,Ocean City,MD,Circle,~2 minutes,"UFO during sunrise. ((NUFORC Note: Lens flares, caused by pointing a camera toward the Sun. PD))",8/16/16,8/8/16,6:20:00,AM,,
8/7/16 21:35,Indianapolis,IN,Circle,15 seconds,Watched an orange circular globe travel from east to west. It disappeared after it enters a high cloud.,8/16/16,8/7/16,9:35:00,PM,,
8/7/16 19:44,Yonkers,NY,Circle,1 minute,Bright orange circle broad daylight. ((anonymous report)),8/16/16,8/7/16,7:44:00,PM,,
8/6/16 23:00,Saugerties,NY,Circle,2 minutes,"Appeared from nowhere in the east sky moving slowly south, then just disappeared.",8/16/16,8/6/16,11:00:00,PM,,
8/6/16 21:30,Boise,ID,Circle,~15-20 minutes,Right in the middle Vega and Arcturus was a bright circular light that looked like a planet but disappeared after only 20 minutes.,8/16/16,8/6/16,9:30:00,PM,,
8/6/16 20:45,Nampa,ID,Circle,1 hour,Shiny daytime ufo over nampa idaho 08/06/2016,8/16/16,8/6/16,8:45:00,PM,,
8/6/16 12:15,Overland Park,KS,Circle,2 minutes,White roundish object moving in sky.,8/16/16,8/6/16,12:15:00,PM,,
8/4/16 20:30,Barre,MA,Circle,10 seconds,Two orange orbs being chased by a military craft.,8/16/16,8/4/16,8:30:00,PM,,
8/4/16 19:30,Murfreesboro,TN,Circle,2 minutes,Green ball bouncing around in front of storm.,8/16/16,8/4/16,7:30:00,PM,,
8/3/16 22:00,Pigeon Forge,TN,Circle,5 minutes,"Late on 08/03/2016, I was walking to my car and as I shut the car door I noticed a bright orange/ red ball three to be exact.the",8/4/16,8/3/16,10:00:00,PM,,
8/3/16 20:30,Snoqualmie,WA,Circle,30 seconds,"Dim moving light in the sky turned extremely bright and stopped for 20 seconds, before going dim again and heading in a diff. dir..",8/4/16,8/3/16,8:30:00,PM,,
8/3/16 0:37,Valparaiso,IN,Circle,Too scared to keep observ,Flashing green lights; they are shifting and moving irradically. No flight pattern is discernable. ((anonymous report)),8/4/16,8/3/16,12:37:00,AM,,
8/3/16,In flight (Sea of Japan),,Circle,,I was returning to USA from south Korea. I took these photogrJapan on August 3 over the sea of Japan I think. I didn't see the blue ci,2/3/17,8/3/16,,,,
8/2/16 22:35,Centereach,NY,Circle,1 minute,2 lighted ships over Centereach NY. One was lit with blue lights the other was lit in red lights,8/4/16,8/2/16,10:35:00,PM,,
8/2/16 1:22,Pittsburg,CA,Circle,20 minutes,2 silver sphere ufos.,8/4/16,8/2/16,1:22:00,AM,,
