Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian,,
3/16/12 21:20,Tempe,AZ,Circle,2 minutes,"Very fast moving red and blue orv over Mesa, AZ",5/13/12,3/16/12,9:20:00,PM,,
3/16/12 21:00,Newark,OH,Circle,5 mins,Reddish orange flaming ball.,5/13/12,3/16/12,9:00:00,PM,,
3/16/12 20:30,Spotsylvania,VA,Circle,5 minutes,Orange round lights moving in formation in sky above Spotsylvania,5/13/12,3/16/12,8:30:00,PM,,
3/15/12 21:00,Hackberry,AZ,Circle,2 minutes,"dark cicular object , about 500 feet across with 6 gold lights, hovering above the trees.",5/29/12,3/15/12,9:00:00,PM,,
3/15/12 14:00,Harrisonburg,VA,Circle,5 minutes,Circular UFO over Interstate 81 in Shenandoah Valley Virginia,8/5/12,3/15/12,2:00:00,PM,,
3/15/12 11:00,Commerce City,CO,Circle,15 minutes,"White dot in daylight sky ""cloaks,"" reappears, and travels to to numerous locations before scooting away and out of sight.",1/26/17,3/15/12,11:00:00,AM,,
3/14/12 22:45,South Porcupine (Canada),ON,Circle,20 minutes,"I was lucky enough to grab my camera and have provided YouTube like to the original footage, written and oral comments as well.

 500",3/16/12,3/14/12,10:45:00,PM,,
3/14/12 21:30,Liberty,SC,Circle,30 seconds,It was a bright green light that looked like it was falling,3/16/12,3/14/12,9:30:00,PM,,
3/13/12 19:00,Port Charlotte,FL,Circle,3 days,Stationary object flashing red and green over south west coast of Florida near vacinity of Port Charlotte.,3/16/12,3/13/12,7:00:00,PM,,
3/13/12 1:26,Newark,OH,Circle,3-4 minutes,White objects in group flying together.,3/13/12,3/13/12,1:26:00,AM,,
3/13/12 1:00,Newark,OH,Circle,4 Min,"10 Circular bright white objects over Newark, Ohio.",3/13/12,3/13/12,1:00:00,AM,,
3/12/12 14:30,Maineville,OH,Circle,20 seconds,"Black round craft, going from south to north, almost parallel with interstate I-71",3/16/12,3/12/12,2:30:00,PM,,
3/11/12 20:45,Chapin,SC,Circle,3 minutes,"Fiery Orange Ball Slowly Moving over our house at Lake Murray, SC",3/13/12,3/11/12,8:45:00,PM,,
3/11/12 7:00,Maumee,OH,Circle,10 minutes,"Two round flying objects one flashing, maumee Oh 7am.",3/13/12,3/11/12,7:00:00,AM,,
3/10/12 23:30,Ventura,CA,Circle,30 minutes,"On Friday night around 7 there was sitings of a blue circle that hovered, and changed directions in Ventura, Ca. over the ocean. The ob",3/13/12,3/10/12,11:30:00,PM,,
3/9/12 22:12,Appleton,WI,Circle,5 minutes,A dozen or so noisless orb like flaming balls of light that moved west across the sky and disapeared.,3/13/12,3/9/12,10:12:00,PM,,
3/9/12 21:00,Sheboygan,WI,Circle,30 min,A USO under the water that seemed to move very slowly.,3/13/12,3/9/12,9:00:00,PM,,
3/9/12 0:45,Draper/Suncrest,UT,Circle,15 seconds,Driving saw a bright light above the car and a circular round plate looking object,3/13/12,3/9/12,12:45:00,AM,,
3/8/12 0:00,Wellington,KS,Circle,1 second,Large blue white circular object seen streaking above the overcast at night.,3/13/12,3/8/12,12:00:00,AM,,
3/7/12 18:00,Cincinnati,OH,Circle,several hours,Object in sky round in shape hovering over Cincinnati Ohio for two days and nights. ((NUFORC Note: Jupiter and Venus. PD)),3/13/12,3/7/12,6:00:00,PM,,
3/5/12 22:10,Yerevan (Armenia),,Circle,10 minutes,"My wife, me and daughter have seen the object quite far away. Which was descending quite quickly onto the earth and in 10 minutes disap",3/13/12,3/5/12,10:10:00,PM,,
3/4/12 20:05,Tomball,TX,Circle,2 minutes,Ufo sighting clear night sky.,3/13/12,3/4/12,8:05:00,PM,,
3/4/12 1:00,West Jordan,UT,Circle,three minutes,Red light far in the sky fading in and out every three sec with white streams of light forming a circle around it,3/13/12,3/4/12,1:00:00,AM,,
3/3/12 23:15,Lavergne,TN,Circle,3 minutes,Circular objects disappeared in the sky,3/13/12,3/3/12,11:15:00,PM,,
3/2/12 20:00,St. Petersburg,FL,Circle,13 seconds,Bright star like object moving at a slow rate across the night sky. Within 13 seconds it slowly began to get smaller and disappeared. N,3/13/12,3/2/12,8:00:00,PM,,
3/2/12 13:45,San Dimas,CA,Circle,1:20,Strange cirles appeared and dissappeard in plain daylight... Unexplainable...,3/13/12,3/2/12,1:45:00,PM,,
3/1/12 20:00,Summerville,SC,Circle,5-10 Secs.,The star that moves in South Carolina,5/13/12,3/1/12,8:00:00,PM,,
2/29/12 21:20,Greenwood,SC,Circle,2 minutes,"Close, BRIGHT, Slow-moving lights seen in Greenwood, SC!!! Absolutely no sound heard!",3/13/12,2/29/12,9:20:00,PM,,
2/25/12 21:55,Lawrenceburg,IN,Circle,5 minutes,"Bright orange orb in the sky over Dearborn County, IN February 25, 2012.",3/13/12,2/25/12,9:55:00,PM,,
2/24/12 13:15,Oklahoma City,OK,Circle,1 min,Huge circular craft high in the sky.,3/13/12,2/24/12,1:15:00,PM,,
2/22/12 21:20,Las Cruces,NM,Circle,20 min approx,Glowing orb like object. Very bright yellow and red. Low western sky. ((NUFORC Note: Sighting of Jupiter and Venus? PD)),3/13/12,2/22/12,9:20:00,PM,,
2/22/12 19:44,Acworth,GA,Circle,4 mins,"Saw a bright light disappear then reappear closer, then slowly fade to dark.",3/13/12,2/22/12,7:44:00,PM,,
2/21/12 20:00,Bothell,WA,Circle,5 minutes,"Bright orange lit object with a red halo slowly flew over Bothell, WA.",3/13/12,2/21/12,8:00:00,PM,,
2/20/12 7:50,Lexington,NC,Circle,A few minutes,"White flying object circling star, zipped off, chased by jets, then shot at jets.",3/13/12,2/20/12,7:50:00,AM,,
2/19/12 21:15,Arcadia,FL,Circle,15 MIN.,Red lights in the sky over Arcadia,3/13/12,2/19/12,9:15:00,PM,,
2/19/12 20:20,Umatilla,OR,Circle,3 minutes,Low flying silent brightly lit craft.,3/13/12,2/19/12,8:20:00,PM,,
2/19/12 20:15,Milford,CT,Circle,2 minutes,"Fast ,silent, orange color",3/13/12,2/19/12,8:15:00,PM,,
2/19/12 19:30,Clinton,IA,Circle,5 mins,"Two strange orange lights in the sky, unattached from each other, no sound",3/13/12,2/19/12,7:30:00,PM,,
2/18/12 21:49,Taipa (South Africa),,Circle,10-20 seconds,5 orange like lights emits a green light on a construction building!,8/30/13,2/18/12,9:49:00,PM,,
2/18/12 5:05,Brattleboro,VT,Circle,5 minutes,Large white light observed in so. VT sky.,3/13/12,2/18/12,5:05:00,AM,,
2/17/12 20:00,Fayetteville,NC,Circle,one hour,"Round, bright, mostly stationary, with neon colors. ((NUFORC Note: We suspect a sighting of Sirius, Jupiter, or Venus. PD))",3/13/12,2/17/12,8:00:00,PM,,
2/13/12 20:15,Rosetta (South Africa),,Circle,15 minutes,Orb-like objects travelling across the sky followed by flashes of light.,3/13/12,2/13/12,8:15:00,PM,,
2/13/12 2:30,Front Royal,VA,Circle,1-2 seconds,Really happened.,6/4/14,2/13/12,2:30:00,AM,,
2/12/12 0:30,Larkhall (UK/Scotland),,Circle,5 mins,Balls of fire in sky,3/13/12,2/12/12,12:30:00,AM,,
2/11/12 21:05,London (UK/England),,Circle,5 minutes,"Sighting in Hornchurch, Essex, United Kingdom. Round object with lights all around moving in sky not ascending or decending but after",11/4/12,2/11/12,9:05:00,PM,,
2/11/12 19:30,Jensen Beach,FL,Circle,2 minutes,Strange slow moving low glowing orange balls over US 1 Jensen beach,3/13/12,2/11/12,7:30:00,PM,,
2/11/12 18:00,San Diego (north coastal area),CA,Circle,1-1.5 hours,Seemed to have random courses and altitudes; as if piloted. Some had camera phones (not I).,3/13/12,2/11/12,6:00:00,PM,,
2/9/12 20:15,Tucson,AZ,Circle,2 min,15 - 20 yellow orange object on straight line trajectory,5/13/12,2/9/12,8:15:00,PM,,
2/8/12 21:34,Bothell,WA,Circle,1 to 2 minutes,I heard a very loud hellicopter and was looking for it behind the trees. It appeared with a whiteball very close in front of it. It loo,2/10/12,2/8/12,9:34:00,PM,,
2/7/12 18:40,Rancho Mirage,CA,Circle,30 minutes+,"Watched a flying object over Bob Hope Drive with my sister. There was quite a few cars on the road so I'm sure others saw it, too. Fol",2/10/12,2/7/12,6:40:00,PM,,
2/7/12 17:00,Edison,NJ,Circle,5 plus min,2 UFOs seen over New Jersey,2/10/12,2/7/12,5:00:00,PM,,
2/7/12 7:00,Las Vegas,NV,Circle,10 sec.,"Bright, red, glowing, slow moving, craft headed west disappeared behind buildings.",3/13/12,2/7/12,7:00:00,AM,,
2/7/12 0:00,Portland,OR,Circle,10 minutes,"Three horizontal lights and at about one o'clock from the position of the lights was a larger light, which flickered like a planet",2/10/12,2/7/12,12:00:00,AM,,
2/6/12 19:00,Tonawanda,NY,Circle,10 - 15 minutes,Streaking light headed North / North East,2/10/12,2/6/12,7:00:00,PM,,
2/6/12 17:30,Saint-John (Canada),NB,Circle,2 minutes,"Headlights in the sky in millidgeville , this was not a circular airplane",2/10/12,2/6/12,5:30:00,PM,,
2/6/12 5:00,Rio Rancho,NM,Circle,30 seconds,Circle of light drops from the night sky toward earth then disappears,3/13/12,2/6/12,5:00:00,AM,,
2/3/12 22:15,Sutton,WV,Circle,5 seconds,A large glowing circle sunk from the sky slowly and then shot off.,2/10/12,2/3/12,10:15:00,PM,,
2/3/12 20:22,Chattaroy,WA,Circle,56 minutes,"We saw a UFO on Thursday February 3, 2012 in the Southeastern sky. It was a circular shape, and had red, blue, yellow and white flashin",2/10/12,2/3/12,8:22:00,PM,,
2/3/12 20:00,Merlin,OR,Circle,15-20 min.,"Bright White,Green and Red lights over Merlin Area",2/10/12,2/3/12,8:00:00,PM,,
2/2/12 21:38,Chattaroy,WA,Circle,42 min,Circular flashing light that danced,2/10/12,2/2/12,9:38:00,PM,,
2/1/12 22:15,Hurst,TX,Circle,,I have seen this object only recently first I saw it around the first of january and towards the middle of jan and now.,2/3/12,2/1/12,10:15:00,PM,,
2/1/12 20:00,Tomball,TX,Circle,seconds,"I was traveling north on hwy 290 into Tomball, TX. I saw a round, green object just above the horizon travelling west to east. I didn't",2/10/12,2/1/12,8:00:00,PM,,
2/1/12 19:30,Ocala,FL,Circle,1 min,"White dots over Ocala, Fl.",2/3/12,2/1/12,7:30:00,PM,,
2/1/12 17:56,Groveton,TX,Circle,30 seconds,"Object looks as if on fire and crashing, then flies back into the sky, glowing orange and green.",2/3/12,2/1/12,5:56:00,PM,,
2/1/12 15:00,El Paso,TX,Circle,2 hours,Strange circular aircraft in the sky,2/3/12,2/1/12,3:00:00,PM,,
2/1/12 4:45,Brattleboro,VT,Circle,20 Seconds,Bright White Solid Light Observed by Police Officer in sky over southern Vermont USA ((NUFORC Note: ISS confirmed. PD)),2/3/12,2/1/12,4:45:00,AM,,
1/31/12 18:25,Mastic,NY,Circle,Less then 5 seconds,Bright circle object with dark spot in the middle very fast.,2/3/12,1/31/12,6:25:00,PM,,
1/30/12 23:30,Coimbra (Portugal),,Circle,3 min,Big object for 3 minutes moving up and down and spining slow. Take some pictures.,2/3/12,1/30/12,11:30:00,PM,,
1/30/12 5:00,Calabash,NC,Circle,1 hour,It first appeared to be a glittering star drifting left to right and then upward.,2/3/12,1/30/12,5:00:00,AM,,
1/28/12 22:00,Sacramento,CA,Circle,25 minutes,ORANGISH RED ORBS HOVERING OVER NATOMAS AND HWY 99 NORTH,8/5/12,1/28/12,10:00:00,PM,,
1/28/12 21:00,Norman,OK,Circle,15 minutes,Sightings of red orbs in Norman,2/3/12,1/28/12,9:00:00,PM,,
1/28/12 20:30,Ashkelon (Israel),,Circle,About 20-25 minutes,"1 object falling to the sea, 3 other objects hovering and flickering with red lights, untli finally disappearing in super high spped.",2/3/12,1/28/12,8:30:00,PM,,
1/28/12 18:40,Tucson,AZ,Circle,15 Minutes,6 objects Over Tucson,2/3/12,1/28/12,6:40:00,PM,,
1/27/12 20:45,American Fork,UT,Circle,5,Bright Blue Object With Red Flashing Lights Over Utah,2/3/12,1/27/12,8:45:00,PM,,
1/26/12 22:30,Conroe,TX,Circle,6 sec,Large red circular object with a black center appeared went in a downward right angle then disappeared.,2/3/12,1/26/12,10:30:00,PM,,
1/25/12 18:22,Murphysboro,IL,Circle,2 hour,At 6:22 pm Me and my friend where standing out side looking at the planet x that is close by then I spotted a very bright light that ca,2/3/12,1/25/12,6:22:00,PM,,
1/24/12 21:07,Mission Viejo,CA,Circle,6 Minutes,Bright Yellow object picking up speed until losings its brightness until gone.,2/3/12,1/24/12,9:07:00,PM,,
1/23/12 20:10,Bradford (West Yorkshire) (UK/England),,Circle,60 seconds,"Small bright light, moving rapidly and randomly before dissapearing.",1/24/12,1/23/12,8:10:00,PM,,
1/23/12 20:10,Bradford (West Yorkshire) (UK/England),,Circle,60 seconds,Bright circular unidentified object moving very fast,1/24/12,1/23/12,8:10:00,PM,,
1/23/12 0:00,Shanghai (China),,Circle,3-4 minutes,"Orange Orb sighting in Shanghai, China, Chinese New Year, January 23, 2012.",5/15/13,1/23/12,12:00:00,AM,,
1/22/12 20:10,Johnson City,TN,Circle,5 min,I've never seen circles in the night sky like this before,1/24/12,1/22/12,8:10:00,PM,,
1/22/12 19:30,Ocala,FL,Circle,20 MINS,"WITNESSED 5 REDDISH ORBS FLYING IN FORMATION EAST TO WEST DIRECTION AT ABOUT 5000FT ELEVATION. APPROX 5 MIN LATER, WITNESSED 2 MORE OF",1/24/12,1/22/12,7:30:00,PM,,
1/22/12 19:15,Lubbock,TX,Circle,30,Circle shape turned triangle (T) shape produced bright color in night sky then disappeared.,1/24/12,1/22/12,7:15:00,PM,,
1/21/12 21:00,Manchester,NH,Circle,4 minutes,4 colored figures hover in the sky,1/24/12,1/21/12,9:00:00,PM,,
1/21/12 19:15,Spring Hill,FL,Circle,2 to 5 min,FIRE IN THE SKY,1/24/12,1/21/12,7:15:00,PM,,
1/20/12 22:30,Chandler,AZ,Circle,30 minutes,I was taking my two children to their mother’s house in Chandler for the weekend. My daughter is 14 my son is 11. It was 10:30 pm and w,2/3/12,1/20/12,10:30:00,PM,,
1/20/12 11:30,Jamaica to Canada (in flight),,Circle,40 seconds,Jamaica to Canada - we witnessed 3 UFOS and then a scrambler jet fly by. ((NUFORC Note: Possible reflection off window?? PD)),1/24/12,1/20/12,11:30:00,AM,,
1/19/12 18:45,Barbourville,KY,Circle,0:20-0:30,Star looking object over ky!,1/24/12,1/19/12,6:45:00,PM,,
1/18/12 23:59,Estill Springs,TN,Circle,2hrs,Spaceships sited in estillsprings tenessee wed. nite midnite.,1/24/12,1/18/12,11:59:00,PM,,
1/16/12 0:00,Hemlock,OH,Circle,,Yellowish/orange seen by six witnesses.,1/24/12,1/16/12,12:00:00,AM,,
1/14/12 21:05,Bremerton,WA,Circle,one hour+,"Silverdale, WA: erratically moving white lights reflecting off clouds and moving at lightening speed.((NUFORC Note: Ad lights? PD))",1/24/12,1/14/12,9:05:00,PM,,
1/14/12 18:30,Medicine Park,OK,Circle,,Multi colored object in the sky by Medicine Park Oklahoma after sunset !,1/24/12,1/14/12,6:30:00,PM,,
1/14/12 17:50,Laguna Niguel,CA,Circle,0:01,Bright object / orb performs aerial gymnastics over pacific ocean before performing disappearing act into the water close to coast.,1/24/12,1/14/12,5:50:00,PM,,
1/12/12 5:00,Seattle,WA,Circle,,CRAFT HOVERING IN WEST SEATTLE WITH CHANGING LIGHTS.,1/12/12,1/12/12,5:00:00,AM,,
1/11/12 20:11,Antioch,CA,Circle,5 minutes,Glowing Orange orb with small red orbs or embers falling out of it,1/24/12,1/11/12,8:11:00,PM,,
1/10/12 22:00,Bonnerdale,AR,Circle,5-10 minutes,WAS ABLE TO STOP NOT MOVING AT ALL AND INSTANTLY TRAVEL TO SOME TYPE OF HYPER SPEED!,3/6/15,1/10/12,10:00:00,PM,,
1/10/12 16:45,Mio,MI,Circle,5-7 minutes,"Huge, round, bright lights in the Northern Lower Michigan sky",1/12/12,1/10/12,4:45:00,PM,,
1/9/12 1:50,Brookhaven,NY,Circle,1:00,I saw a star like object moving in swearls with light on and off,1/12/12,1/9/12,1:50:00,AM,,
1/8/12 19:00,Cocoa,FL,Circle,5 min.,Two glowing orange orbs moving east to west.,1/12/12,1/8/12,7:00:00,PM,,
1/8/12 1:00,Ocala,FL,Circle,1 hour,"Bright light/object hovering over ocala, fl",1/12/12,1/8/12,1:00:00,AM,,
1/6/12 19:30,North Port,FL,Circle,40 mins,Possible UFO landing in North Port Floria,1/24/12,1/6/12,7:30:00,PM,,
1/6/12 17:00,Seminole,OK,Circle,3 minutes 20 seconds,"Silver ball shaped object near jet, moved in opposite direction of jet, blinked like a star, heavy jet traffic",1/12/12,1/6/12,5:00:00,PM,,
1/6/12 1:20,Dexter,MO,Circle,2:00,"White, Blue and Red Flashing Light In Sky Over Dexter, MO",1/12/12,1/6/12,1:20:00,AM,,
1/4/12 21:15,Hazel Green,WI,Circle,3 mins,White lights over Wisconsin.,1/24/12,1/4/12,9:15:00,PM,,
1/4/12 9:32,Babson Park,FL,Circle,12 min,8 round objects with all yellowlights rising straight up in a diagional formation,1/24/12,1/4/12,9:32:00,AM,,
1/3/12 19:40,La Jolla,CA,Circle,3-5 min,Orange glow in the night sky turns out to be a round grey saucer once the glow went out,6/8/12,1/3/12,7:40:00,PM,,
1/3/12 17:50,Arnold,MO,Circle,2-3 seconds,"A single bright white dot appeared, remained stationary for fraction of second, then shot off at incredible speed in a stream of light",1/12/12,1/3/12,5:50:00,PM,,
1/3/12 17:11,West Palm Beach,FL,Circle,30 sec,"It's now 521pm: 10 minutes ago while walking my schnauzer baron, I saw a dark disc that looked completely out of place.",1/12/12,1/3/12,5:11:00,PM,,
1/3/12 10:05,Clemmons,NC,Circle,5 minutes,"Hovered, grew brighter then disappeared.",1/12/12,1/3/12,10:05:00,AM,,
1/3/12 1:00,Doylestown,PA,Circle,5 seconds,"Over Doylestown,Pa. a Large red fireball moving west to east in the sky, no sound,",1/24/12,1/3/12,1:00:00,AM,,
1/2/12 8:04,Glendale,CA,Circle,picture,"UFO`S with B2 Bomber. ((NUFORC Note: Two unidentifiable objects in photo, but possibly birds, we believe. PD))",1/12/12,1/2/12,8:04:00,AM,,
1/1/12 23:00,Houston,TX,Circle,Less then a minute,2 dark stealthy orbs silently cruised above Houston while rotating around each other,1/12/12,1/1/12,11:00:00,PM,,
1/1/12 18:45,Fuquay Varina,NC,Circle,2 Minutes,"Very, very fast moving bright white object, not a shooting star. Diagnoal Movement.",1/12/12,1/1/12,6:45:00,PM,,
1/1/12 12:20,State College,PA,Circle,1 minute,3 orange circles in sky over central pa,1/12/12,1/1/12,12:20:00,PM,,
1/1/12 12:05,Salt Lake City,UT,Circle,5 min utes,"Red-ish orange ""orb"" thrree even spaced and asended to unknow altitudes",5/13/12,1/1/12,12:05:00,PM,,
1/1/12 1:00,Belgrade,MT,Circle,3 minutes,We saw a strange looking orange light in the sky. It was moving slowly in the sky then stopped. The light then remained still for app,1/12/12,1/1/12,1:00:00,AM,,
1/1/12 0:15,Sykesville,MD,Circle,5 minutes,"Three glowing red lights moving slowly over Sykesville, MD.",1/12/12,1/1/12,12:15:00,AM,,
1/1/12 0:15,Barrie (Canada),ON,Circle,2-3 minutes,Orange orbs in triangle formaton spotted slightly after 2012 new years countdown.,2/4/13,1/1/12,12:15:00,AM,,
1/1/12 0:13,Chicago,IL,Circle,3 min,"Red Flying object over lake shore Dr, Chicago, IL",1/12/12,1/1/12,12:13:00,AM,,
1/1/12 0:10,Mena,AR,Circle,1 1/2 minutes,1/1/12 at 12:01 a.m. It was round with a black center and a red circle around it Mena Arkansas,1/12/12,1/1/12,12:10:00,AM,,
1/1/12 0:10,La Crosse,WI,Circle,10 min,"8 bright orange orbs flying horizontally southbound across east sky in seen from La Crosse, Wisconsin 1/1 12",1/12/12,1/1/12,12:10:00,AM,,
1/1/12 0:04,Round Rock,TX,Circle,3 minutes,"7 bright, reddish-orange orbs seen flying in a row",1/12/12,1/1/12,12:04:00,AM,,
1/1/12 0:00,Sykesville,MD,Circle,1 hour,Weird orange/red balloon lights on New Year's Eve in Syskesville,3/13/12,1/1/12,12:00:00,AM,,
1/1/12 0:00,Farmingdale,NY,Circle,5 minutes,Approx. 9 orb crafts flying in groups go 3 in v formation over farmingdale ny airspace at midnight on near years day,3/13/12,1/1/12,12:00:00,AM,,
12/31/11 23:58,Mesa,AZ,Circle,2-5 min,"Mulitple lights seen over Mesa, Az New Years 2012",1/12/12,12/31/11,11:58:00,PM,,
12/31/11 23:53,Pasadena,CA,Circle,5 minutes,"Two orange bright circular objects kept going back and forth in the sky, then disappeared, when the clock hit 12 and it was new years.",1/12/12,12/31/11,11:53:00,PM,,
12/31/11 23:52,Seattle,WA,Circle,5 minutes,"8-10 orange UFO's sited New Years Eve, just before midnight in Seattle.",1/24/12,12/31/11,11:52:00,PM,,
12/31/11 23:45,Gainesville,FL,Circle,5 minutes,"15 disc shaped, silent, slow moving , orange lighted craft slowly changing formation was seen by 10 witnesses 12/31/2011 11:45pm",5/13/12,12/31/11,11:45:00,PM,,
12/31/11 21:00,Birmingham,AL,Circle,10-15 seconds,Red circular object travelling at high rate of speed,1/12/12,12/31/11,9:00:00,PM,,
12/31/11 20:30,Dallas,TX,Circle,,Three Circles of lights moved across the night sky.,1/12/12,12/31/11,8:30:00,PM,,
12/31/11 20:15,El Cajon,CA,Circle,20 minutes,"A white bright, close by light hovering in the sky. They are still there right now.",1/12/12,12/31/11,8:15:00,PM,,
12/31/11 20:00,Hwy 58 (Past 119),VA,Circle,1 minute or more,Group of 5 or 6 circular objects around 8pm seen on 58 near rt119. Appearance of group in a zigzag very bright and orange. I managed t,1/12/12,12/31/11,8:00:00,PM,,
12/31/11 17:15,Shrewsbury,NJ,Circle,10-15 seconds,Reddish-orange light that slowly disappeared,1/12/12,12/31/11,5:15:00,PM,,
12/29/11 6:30,Midlothian,VA,Circle,20 min,Ball of lights very far out in the AM sky over 23112,1/12/12,12/29/11,6:30:00,AM,,
12/28/11 21:05,Lahaina,HI,Circle,30,Round light red circle with scanner like red beaming down,1/12/12,12/28/11,9:05:00,PM,,
12/27/11 12:53,Santa Rosa,CA,Circle,20 sec.,Two orange globes rising straight up in the sky next to one another,1/12/12,12/27/11,12:53:00,PM,,
12/27/11 5:25,Albuquerque/Aiport,NM,Circle,5 seconds,Yellow ball accelerates rapidly from a standstill over Albuquerque Int'l Airport,1/12/12,12/27/11,5:25:00,AM,,
12/26/11 21:30,Morganton,NC,Circle,2-5 mins,4 Red and orange pulsating circle objects slowly ascending till disapear.,1/12/12,12/26/11,9:30:00,PM,,
12/26/11 20:25,Queensbury,NY,Circle,3 minutes,2 red flying circles fade away and reappear,1/12/12,12/26/11,8:25:00,PM,,
12/25/11 22:15,District Heights,MD,Circle,3 minutes,"About 10:15 pm December 25th, I witness a circular shaped craft with 2 very dim lights rotating in a circular motion under the craft.",8/27/15,12/25/11,10:15:00,PM,,
12/25/11 20:00,Hanover,MA,Circle,1/2 hour,More than 30 orange lights in Massachusetts,1/12/12,12/25/11,8:00:00,PM,,
12/25/11 20:00,Charleston,WV,Circle,Over 1 hour,"Very bright circular object hovering over the town of Charleston, WV on Xmas night! ((NUFORC Note: Star or planet?? PD))",1/12/12,12/25/11,8:00:00,PM,,
12/25/11 18:15,Defiance,MO,Circle,1.5 minutes,"Took my dogs out to go to the bathroom, neighbors pointed out 10-15 circular orbs hovering vertically of one another.",1/12/12,12/25/11,6:15:00,PM,,
12/25/11 18:15,Pompano Beach,FL,Circle,2 MINUTES,"LARGE BRIGHT ORANGE OBJECT. ((NUFORC Note: Report from 16,000-hour pilot. PD))",1/12/12,12/25/11,6:15:00,PM,,
12/24/11 22:00,Littleton,CO,Circle,5 minutes,Saw four orange-red circles sitting still in the sky south-east of Littleton Christmas Eve about 10 pm. Two faded out and a while late,1/24/12,12/24/11,10:00:00,PM,,
12/24/11 22:00,Boise,ID,Circle,30 minutes,Bright red star at about 30 degrees above eastern horizon. ((NUFORC Note: Possibly Sirius? PD)),1/12/12,12/24/11,10:00:00,PM,,
12/24/11 21:45,Rio Rancho,NM,Circle,3 minutes,"Rio Rancho, New Mexico UFO spotted on Christmas Eve",1/12/12,12/24/11,9:45:00,PM,,
12/24/11 21:10,Gaithersburg,MD,Circle,10 minutes,"Lights over Gaithersburg, MD",1/12/12,12/24/11,9:10:00,PM,,
12/24/11 21:00,Levittown,PA,Circle,About 25 minutes,Glowing orange lights floating in the sky that lite up and disappeared.,1/12/12,12/24/11,9:00:00,PM,,
12/24/11 8:30,Clearwater,FL,Circle,,We were outside having dinner and all of a sudden one spark came in the sky for a few seconds and then two followed.,1/12/12,12/24/11,8:30:00,AM,,
12/24/11 8:00,Salt Lake City,UT,Circle,45 min,3 crafts dropped off and hovered over and flicked for 45 minutes,1/24/12,12/24/11,8:00:00,AM,,
12/24/11,Medford,NY,Circle,3 minutes,"20+ amber circles ( star appearence) shaped like a ""reversed"" Big Dipper. In minutes, circles appeared to dim or vanish",1/12/12,12/24/11,,,,
12/22/11 20:00,Boise,ID,Circle,15-20 Min.,Five orangish orbs flying up into sky in between Boise and Arrowrock Reservoir dissapear into sky,1/12/12,12/22/11,8:00:00,PM,,
12/20/11 17:20,Neiva - Huila (Colombia),,Circle,15 sec,Matte white circle shape flat object but displayed in the picture as a black opaque with an aura objetc,1/12/12,12/20/11,5:20:00,PM,,
12/19/11 22:36,Wallingford,CT,Circle,5 seconds,A big circle greenish object out my window randomly dissapeared and it was low,1/12/12,12/19/11,10:36:00,PM,,
12/15/11 5:10,Ashburn,VA,Circle,20-Oct,It was unlike anything i've ever seem before in my life!,12/17/11,12/15/11,5:10:00,AM,,
12/15/11 2:00,North Yuma,AZ,Circle,3 times,Instant burst of circular lights turning into straight laser beams to a center light burst.,1/12/12,12/15/11,2:00:00,AM,,
12/14/11 0:00,Auburn,ME,Circle,2 minutes,"7 what looked like bright stars, moving same direction, upwards at times, no sound, faded away one by one",12/17/11,12/14/11,12:00:00,AM,,
12/13/11 17:00,Minneapolis,MN,Circle,30 sec,Craft over wells fargo building,5/13/12,12/13/11,5:00:00,PM,,
12/13/11 13:30,San Juan Capistrano,CA,Circle,30 seconds,3 orbs over Orange County Ca,12/17/11,12/13/11,1:30:00,PM,,
12/9/11 21:00,San Antonio,TX,Circle,about a minute,White lights around a large circular object moving down from the dark sky behind some trees,12/12/11,12/9/11,9:00:00,PM,,
12/9/11 21:00,Trinidad/Tobago,,Circle,25 minutes,"The objects moved with distinct intelligence, hovering when it wanted and changing directions as desired.",4/18/12,12/9/11,9:00:00,PM,,
12/9/11 5:00,Brinnon,WA,Circle,20 min,"Brown, blue and orange --he was by himself -standing in the street ,",12/12/11,12/9/11,5:00:00,AM,,
12/8/11 1:13,Downingtown,PA,Circle,10 seconds,It looked like a bright white star...,12/12/11,12/8/11,1:13:00,AM,,
12/7/11 7:23,Mount Shasta,CA,Circle,5 mins,Please help i dont wanna go to jail but i wanna show what i found,1/12/12,12/7/11,7:23:00,AM,,
12/3/11 19:15,Weaverville,NC,Circle,10 minutes,"Me and 3 friends saw two weird orbs of speeding light to the north and south of weaverville.

 500 Lights On Object0: Yes",12/12/11,12/3/11,7:15:00,PM,,
12/3/11 4:25,St. Louis (Afton),MO,Circle,3 Minutes,"Round craft on a heading at about 340* over St. Louis, Missouri",12/12/11,12/3/11,4:25:00,AM,,
12/2/11 23:00,Medford,OR,Circle,10 mins,Orange glowing orb seen by 3 adults,12/12/11,12/2/11,11:00:00,PM,,
12/2/11 21:30,Pompano Beach,FL,Circle,1 hour,"Bright oval light hovering over Ft. Lauderdale on Dec. 2, 2011",12/12/11,12/2/11,9:30:00,PM,,
12/2/11 16:00,Fishers,IN,Circle,5 Min.,Two Orange colored objects.,12/12/11,12/2/11,4:00:00,PM,,
