Date / Time,City,State,Shape,Duration,Summary,Posted,Date,Time,Meridian,Month,Day,Year
1/7/15 17:25,Carlsbad,CA,Fireball,2 minutes,"A red ball of fire flew directly over my car along the coast, where aircraft arn't permitted to fly at a speed of appx. 900 mph",1/9/15,1/7/15,5:25:00,PM,1,7,2015
1/7/15 1:00,Folsom,CA,Circle,until sunrise,I've been watching crafts with multi-color lights pose in the sky as stars through my telescope since November of 08 every night.,1/9/15,1/7/15,1:00:00,AM,1,7,2015
1/6/15 20:00,Watsonville,CA,Triangle,10 minutes,"I seen 1 triangle shaped red glowing craft with no blinkers and could stop and go at will..was definitely intelligently driven, and was",1/7/15,1/6/15,8:00:00,PM,1,6,2015
1/6/15 18:30,Phoenix,AZ,Triangle,5 seconds,Please take seriously.,3/6/15,1/6/15,6:30:00,PM,1,6,2015
1/5/15 21:00,Staten Island,NY,Triangle,20-30 seconds,"3 orange lights, triangular formation, not blinking, moving on S sky, silently. Seen with binoculars until disappeared.",1/7/15,1/5/15,9:00:00,PM,1,5,2015
1/5/15 20:59,Cottonwood,AZ,Fireball,45 seconds,Bright fire ball rising in the sky. It swerved and disappeared.,1/7/15,1/5/15,8:59:00,PM,1,5,2015
1/5/15 20:00,Highland,CA,Fireball,5 minutes,A large glowing burning object which floated slowly at first in the upper atmosphere then glided to earth still on fire.,1/7/15,1/5/15,8:00:00,PM,1,5,2015
1/4/15 21:30,Abilene,KS,Triangle,0:30,Red lights in a triangle form close to the ground. No sound. Disappeared. Approx. 90-110 MPH. ((anonymous report)),8/29/16,1/4/15,9:30:00,PM,1,4,2015
1/4/15 18:20,Spring,TX,Fireball,8 minutes,3 red glowing lights fireball objects moving north to south in Houston area moving about 2 minutes apart in same flight path.,1/7/15,1/4/15,6:20:00,PM,1,4,2015
1/4/15 2:05,Gravesend (UK/England),,Triangle,1,See something in sky and lost time.,1/7/15,1/4/15,2:05:00,AM,1,4,2015
1/3/15 22:20,Fort Bragg,CA,Fireball,10 minutes,"4 glowing orange lights spotted in northern sky above Fort Bragg, California.",1/7/15,1/3/15,10:20:00,PM,1,3,2015
1/3/15 21:00,Hughes Springs,TX,Circle,10 minutes,Observed approximately twenty-five red/orange flying objects or balls of light in sky.,1/7/15,1/3/15,9:00:00,PM,1,3,2015
1/3/15 21:00,Columbus,IN,Circle,3 minutes,Orange ball crossing sky south of Camp Atturbury.,1/26/15,1/3/15,9:00:00,PM,1,3,2015
1/3/15 21:00,Hughes Springs,TX,Circle,10 minutes,Immediately saw red lights in the Southwest sky.,1/7/15,1/3/15,9:00:00,PM,1,3,2015
1/3/15 20:05,Melbourne Beach,FL,Fireball,5 minutes,"Burning object seen falling, then glowing red, and flying over night sky in Melbourne Beach.",1/7/15,1/3/15,8:05:00,PM,1,3,2015
1/3/15 10:05,Loudoun County,VA,Circle,morning,"I, was in my car outside of Mcdonald's in Loudoun, VA near Dulles Airport reading a newspaper. When I put the newsIpaper down. I saw th",2/20/15,1/3/15,10:05:00,AM,1,3,2015
1/3/15 1:15,Tucson,AZ,Circle,6 minutes,"These were 6 or 8 ORBS, not just lights.",1/9/15,1/3/15,1:15:00,AM,1,3,2015
1/2/15 22:00,Lakemont,GA,Triangle,5:00,NE GA. (NC/SC). Amber Triangular Lights.,1/16/15,1/2/15,10:00:00,PM,1,2,2015
1/2/15 19:45,Twin Falls,ID,Fireball,15 minutes,4 red fireballs near Snake River Canyon.,1/9/15,1/2/15,7:45:00,PM,1,2,2015
1/2/15 15:20,Cary,NC,Triangle,2 minutes,"Triangular craft, Cary, NC.",1/7/15,1/2/15,3:20:00,PM,1,2,2015
1/2/15 0:05,Durham,NC,Fireball,20 seconds,3 red orbs traveling quickly across the night sky. Disappeared within 30 sec. of sighting.,1/7/15,1/2/15,12:05:00,AM,1,2,2015
1/1/15 22:20,Port St. Lucie,FL,Triangle,5-7 minutes,"Five Flying Objects Spotted in Port Saint Lucie, Florida, with 4 small craft and one large triangle shaped craft.",1/7/15,1/1/15,10:20:00,PM,1,1,2015
1/1/15 21:00,Nashville (Columbia),TN,Fireball,3 minutes,Two fireballs hovering over I-65 near the exit to the old Saturn Plant outside of columbia TN,1/7/15,1/1/15,9:00:00,PM,1,1,2015
1/1/15 20:00,Winter Springs,FL,Fireball,20 seconds,Single orange fireball with trail traveling northeast to southeast.,1/7/15,1/1/15,8:00:00,PM,1,1,2015
1/1/15 19:50,Denver,CO,Fireball,5 minutes,"Intelligent burning fireball over University Hills/ Denver, CO.",1/7/15,1/1/15,7:50:00,PM,1,1,2015
1/1/15 19:45,Twin Falls,ID,Fireball,15 minutes,4 red fireballs sighted near Snake River Canyon rim.,1/16/15,1/1/15,7:45:00,PM,1,1,2015
1/1/15 19:30,Key West,FL,Fireball,5 minutes,"Fireballs (4) of low altitude moving relatively slow, equal distances apart, and all ascending into the sky towards Cuba. No audible s",1/7/15,1/1/15,7:30:00,PM,1,1,2015
1/1/15 1:45,Longwood,FL,Fireball,10 minutes,Yellow fireball.,1/7/15,1/1/15,1:45:00,AM,1,1,2015
1/1/15 1:00,Jupiter,FL,Fireball,15 minutes,Five fireballs traveling in the same direction at the same speed and somewhat equidistant from each other.,1/7/15,1/1/15,1:00:00,AM,1,1,2015
1/1/15 1:00,Kakabeka Falls (Canada),ON,Triangle,8 minutes,Orange/red objects hovering in the moonlit night sky in rural Thunder Bay.,1/7/15,1/1/15,1:00:00,AM,1,1,2015
1/1/15 0:30,Boise,ID,Circle,20 minutes,Patterned red lights over Boise on New Year's Day 2015,1/7/15,1/1/15,12:30:00,AM,1,1,2015
1/1/15 0:30,Punta Gorda,FL,Fireball,15 seconds,Observing New Year's Eve festivities from lanai over Charlotte harbor when reddish orange fire like orb was spotted moving east to west,1/7/15,1/1/15,12:30:00,AM,1,1,2015
1/1/15 0:20,San Jose,CA,Circle,0:00:17 seconds,Red bright light fading away appearing again in great distances before slowly fading away. As it moves away in the hills,1/7/15,1/1/15,12:20:00,AM,1,1,2015
1/1/15 0:20,Chilliwack (Canada),BC,Circle,30 seconds,New Years at 12:20 am my fiancé and I were in Bed listening to the New Years celebration going on around us as we live off Ryder lake,1/7/15,1/1/15,12:20:00,AM,1,1,2015
1/1/15 0:10,Odin,IL,Circle,5 minutes,They flew over at about 3 times the speed of a jet they were round in shape red in color with what looked like white cone shaped points,1/7/15,1/1/15,12:10:00,AM,1,1,2015
1/1/15 0:10,Seattle,WA,Fireball,25 minutes,1-2 orange fireball objects in the sky.,1/7/15,1/1/15,12:10:00,AM,1,1,2015
1/1/15 0:10,Whittier,CA,Fireball,2 minutes,Orange fireball brings in the new year in Southern California,1/7/15,1/1/15,12:10:00,AM,1,1,2015
1/1/15 0:02,St. Peters,MO,Fireball,10 seconds,"Glowing sphere over Saint Peters, MO.",1/7/15,1/1/15,12:02:00,AM,1,1,2015
1/1/15 0:01,Rockaway Beach,OR,Fireball,4 minutes,"Five small, orange floating objects seen overhead at the beach. Erratic flight patterns.",1/7/15,1/1/15,12:01:00,AM,1,1,2015
1/1/15 0:01,Rio Dell,CA,Fireball,5 minutes,Orange ball of light/fire seen on North Coast; not Identified.,1/7/15,1/1/15,12:01:00,AM,1,1,2015
1/1/15 0:00,Redlands,CA,Circle,12:30 a.m. 3:30 a.m.,"8 round orange balls coming from the south, heading towards the mountains.",1/7/15,1/1/15,12:00:00,AM,1,1,2015
1/1/15 0:00,Kissimmee,FL,Fireball,7-8 minutes,Seen 7 orange/red fireballs in central Florida on New Years,1/7/15,1/1/15,12:00:00,AM,1,1,2015
1/1/15 0:00,Watsonville,CA,Triangle,15-20 minutes,I seen this triangle shaped craft flying over my city glowing a bright red light all over..no blinkers..no sound..and could stop on a d,1/7/15,1/1/15,12:00:00,AM,1,1,2015
12/31/14 23:59,Wailuku,HI,Circle,20 minutes,Exactly one year to the date more red orange floating objects.,1/7/15,12/31/14,11:59:00,PM,12,31,2014
12/31/14 23:59,St. Thomas (U. S. Virgin Islands),,Triangle,5 minutes,Red triangle seen over us Virgin Islands on New Year's Eve.,1/9/15,12/31/14,11:59:00,PM,12,31,2014
12/31/14 23:30,San Jose del Cabo (Baja California)(Mexico),,Triangle,10 minutes,Two triangular lights over San Jose del Cabo New Year's eve. I was not drinking.,1/7/15,12/31/14,11:30:00,PM,12,31,2014
12/31/14 22:45,Somersworth,NH,Fireball,10 minutes,"Two orange fireballs seen moving silently across the night sky in Somersworth, NH.",1/7/15,12/31/14,10:45:00,PM,12,31,2014
12/31/14 22:00,Kalispell,MT,Fireball,5 minutes,I was walking down 2nd ave east as I watched fireworks for the New Years and I saw coming from the SW of town a totally lit object.,1/7/15,12/31/14,10:00:00,PM,12,31,2014
12/31/14 22:00,Spring Hill,FL,Fireball,2:00,"Weird fireball on the sky on Spring Hill, Florida.",1/7/15,12/31/14,10:00:00,PM,12,31,2014
12/31/14 21:30,Tampa,FL,Triangle,2-3 minutes,3 Reddish-orange lights in a triangle moving over New Tampa,1/7/15,12/31/14,9:30:00,PM,12,31,2014
12/31/14 21:00,Rolesville,NC,Circle,10 minutes,"Seen 6 objects that were orange in color round in shape ,all in a line looked like they were on a string all coming out of the west mov",1/7/15,12/31/14,9:00:00,PM,12,31,2014
12/31/14 21:00,Seattle,WA,Fireball,30+ minutes,New Year's Eve lanterns/fireballs?,1/30/15,12/31/14,9:00:00,PM,12,31,2014
12/31/14 20:48,Shasta Lake,CA,Fireball,2 + seconds,"Dec 31, 2014, Shasta Lake, CA, extra large fireball with reddish debris coming off, 2+sec. duration. Largest I have ever seen.",1/7/15,12/31/14,8:48:00,PM,12,31,2014
12/31/14 20:27,Grants Pass,OR,Fireball,3 minutes,Bright orange light hovering in the sky.,1/7/15,12/31/14,8:27:00,PM,12,31,2014
12/31/14 20:10,Jacksonville,FL,Fireball,4 minutes,I saw 3 objects one was flaming red with 4-6 flames beneath the other 2 were just red lights,1/7/15,12/31/14,8:10:00,PM,12,31,2014
12/31/14 20:00,Hayden,ID,Fireball,4 minutes,"Pinkish circular fireball orbs in the sky, silent, and then vanishing. I got three out of four on film with my Samsung Galaxy s5.",1/16/15,12/31/14,8:00:00,PM,12,31,2014
12/31/14 19:40,Cincinatti,OH,Circle,5 minutes,Orange ballot light traveling at constant speed across the sky.,1/7/15,12/31/14,7:40:00,PM,12,31,2014
12/31/14 19:15,Clarksville,TN,Fireball,~10 minutes,"Fireball type aircraft making a show on New Year's Eve in Clarksville, TN.",1/7/15,12/31/14,7:15:00,PM,12,31,2014
12/31/14 4:59,Calhoun,GA,Circle,20 minutes +,No word processed sorry. I'm in Calhoun ga I live estimate not address off dews pond towards country. ((NUFORC Note: Star?? PD)),1/7/15,12/31/14,4:59:00,AM,12,31,2014
12/30/14 16:00,Drexel Hill,PA,Circle,10 minutes,"Two spots in the sky did not move for several minutes, seen from a moving vehicle.",1/7/15,12/30/14,4:00:00,PM,12,30,2014
12/30/14 3:00,Acapulco (Mexico),,Circle,5 minutes,"Large, bright circle seen descending quickly near the horizon.",1/30/15,12/30/14,3:00:00,AM,12,30,2014
12/29/14 23:00,Granville,OH,Fireball,~10 minutes,Bouncing ball of orange light turned into two balls of orange dancing light.,1/7/15,12/29/14,11:00:00,PM,12,29,2014
12/29/14 19:45,Southington,CT,Fireball,1st. sighting @ approx.,"(1)white-ish pink/(2)red-ish orange massive fireballs hovering over Southington, Ct. Then darted across sky at a abnormal speed.",1/7/15,12/29/14,7:45:00,PM,12,29,2014
12/29/14 19:30,York,PA,Circle,15 minutes,"Lighted objects in the night over York, PA.",1/7/15,12/29/14,7:30:00,PM,12,29,2014
12/29/14 19:00,San Luis Obispo,CA,Fireball,4 seconds,Large white object with trailing fire. ((NUFORC Note: Multiple witnesses. Possible bright meteor. PD)),1/7/15,12/29/14,7:00:00,PM,12,29,2014
12/29/14 18:45,Beacon Falls,CT,Triangle,~10 seconds,"((HOAX??)) Huge unidentifiable craft that looked like it was on fire in the front end, clearly saw it disappear before our eyes.",1/7/15,12/29/14,6:45:00,PM,12,29,2014
12/29/14 18:32,Trumbull,CT,Fireball,2 seconds,Aqua fireball trailed by orange flames followed by white tail. Northeast to northwest direction.,1/7/15,12/29/14,6:32:00,PM,12,29,2014
12/29/14 18:30,Ballston Lake,NY,Circle,very brief,"Two large very bright, circular, white lights appeared in a linear pattern for a brief moment then disappeared.",1/7/15,12/29/14,6:30:00,PM,12,29,2014
12/29/14 18:00,Essex,CT,Fireball,30 seconds,"Purple, green and white bright colors. Fast, like shooting star, but very bright and very close.",1/7/15,12/29/14,6:00:00,PM,12,29,2014
12/29/14 10:00,Simpsonville,SC,Fireball,2 hours,2nd red orb sighting cost me to lose 24 hours of unaccounted for time,3/26/15,12/29/14,10:00:00,AM,12,29,2014
12/29/14 6:30,Philadelphia,PA,Triangle,5 minutes,Three lighted object in triangle shape.,1/7/15,12/29/14,6:30:00,AM,12,29,2014
12/29/14 3:55,Ellicott City (outside of),MD,Triangle,1 minute,Large triangle UFO seen on Interstate 95 in Maryland.,1/7/15,12/29/14,3:55:00,AM,12,29,2014
12/29/14 2:30,Penacook,NH,Circle,2 seconds,"Glowing, green orb falling vertically from the sky.",1/7/15,12/29/14,2:30:00,AM,12,29,2014
12/28/14 23:00,Las Cruces,NM,Triangle,5 minutes,((NUFORC Note: No information provided by witness. PD)),1/7/15,12/28/14,11:00:00,PM,12,28,2014
12/28/14 20:30,Salt Springs,FL,Circle,5-10 minutes,Amber or orange orb like with a little flash sometimes along the way South to North direction for five to ten minutes then I went back,1/7/15,12/28/14,8:30:00,PM,12,28,2014
12/28/14 20:10,Sun Prairie,WI,Fireball,>5 minutes,They looked like 6 flickering fire balls.,1/7/15,12/28/14,8:10:00,PM,12,28,2014
12/28/14 19:50,Sanford,FL,Circle,10 minutes,Circular objects with flashing red and white lights fluttering in the sky.,1/7/15,12/28/14,7:50:00,PM,12,28,2014
12/28/14 19:45,Kanata (Canada),ON,Fireball,8 minutes,More than a dozen round fiery orange objects floating quietly by in the night sky.,1/7/15,12/28/14,7:45:00,PM,12,28,2014
12/28/14 18:25,Sarasota,FL,Fireball,2,Orange fireball heading north from Sarasota.,1/7/15,12/28/14,6:25:00,PM,12,28,2014
12/28/14 18:12,Portland,ME,Fireball,5 minutea,"My cousin and I were having a cigarette on here porch. Happened to look up in the sky ,first we seen the orange orb. It was going towar",1/7/15,12/28/14,6:12:00,PM,12,28,2014
12/28/14 18:00,Campo Grande (Brazil),,Fireball,15 minutes,http://g1.globo.com/mato-grosso-do-sul/noticia/2014/12/policia-de-ms-aciona-aeronautica-sobre-objeto-que-apareceu-em-sitio.html,1/7/15,12/28/14,6:00:00,PM,12,28,2014
12/27/14 21:55,Carmel,NY,Triangle,8,2 red triangles flying close to the ground making no noise over Carmel,1/7/15,12/27/14,9:55:00,PM,12,27,2014
12/27/14 21:30,Reddinton Beach,FL,Fireball,10 minutes,"Saw a total of 5 fire balls, 3 were in a horizontal line",1/7/15,12/27/14,9:30:00,PM,12,27,2014
12/27/14 20:30,Fayetteville,NC,Fireball,10 seconds,Bright blue light falling from the sky,1/7/15,12/27/14,8:30:00,PM,12,27,2014
12/27/14 19:00,Colorado Springs,CO,Circle,2 minutes,Bright orange object moving across sky,1/7/15,12/27/14,7:00:00,PM,12,27,2014
12/27/14 18:50,Thetford,VT,Triangle,5 minutes,3 orange lights in triangle formation flying south on I-91 between Thetford and Hanover.,1/7/15,12/27/14,6:50:00,PM,12,27,2014
12/27/14 18:00,Akron,OH,Circle,1-2 hours,"Rotating light, making quick circles, being followed by a fainter light made a continuous circle for around an hour or two.",1/7/15,12/27/14,6:00:00,PM,12,27,2014
12/27/14 5:05,Gresham,OR,Fireball,2-3 minutes,Two fiery objects holding in a close formation changed direction and acceleration then one of them appeared to drop debris.,1/7/15,12/27/14,5:05:00,AM,12,27,2014
12/27/14 3:15,Waddell,AZ,Circle,4 minutes,"Big orange orb emited a smaller orange orb, then that split to 2, flew different directions. Big one vanished.",1/7/15,12/27/14,3:15:00,AM,12,27,2014
12/26/14 22:00,Phoenix,AZ,Fireball,20 minutes,A row of red orbs flying across city of Phoenix from the far west valley to the east valley.,1/7/15,12/26/14,10:00:00,PM,12,26,2014
12/26/14 21:30,Reed Point,MT,Circle,1/2 +,"EXTREMELY BRIGHT FLASHING LIGHTS OF RED, BLUE AND GREEN IN SE SKY. ((NUFORC Note: Sirius?? PD))",1/7/15,12/26/14,9:30:00,PM,12,26,2014
12/26/14 21:00,Mentor Headlands,OH,Triangle,45 minutes,Triangular pulsating light drops a flashing orb.,1/7/15,12/26/14,9:00:00,PM,12,26,2014
12/26/14 20:45,Chelsea,AL,Triangle,5 minutes,"8 stationary objects with red lights hovering in a semi-circle shape for approx 5 mins in Chelsea, AL",1/7/15,12/26/14,8:45:00,PM,12,26,2014
12/26/14 20:30,Cobourg (Canada),ON,Circle,~5 minutes,"4 yellow/orange lights moving with seeming deliberate movement east of Cobourg, Ontario.",1/7/15,12/26/14,8:30:00,PM,12,26,2014
12/26/14 18:15,Los Angeles,CA,Fireball,5 minutes,Orange flame/fire ball disappears up into space.,1/7/15,12/26/14,6:15:00,PM,12,26,2014
12/26/14,Templeton,CA,Triangle,5 minutes,Buzzing triangle aircraft.,1/7/15,12/26/14,,,12,26,2014
12/25/14 22:00,Cincinnati,OH,Fireball,3-5 minutes,Five dancing fireballs in the sky over Cincinnati on Christmas night.,1/7/15,12/25/14,10:00:00,PM,12,25,2014
12/25/14 21:30,Kent,WA,Fireball,~5 minutes,"Reddish Orange Fireball like lights streaking across the sky barely about the trees, without making any sound.",1/7/15,12/25/14,9:30:00,PM,12,25,2014
12/25/14 20:45,Virginia Beach,VA,Fireball,3 minutes,At around 8:45 tonight 25 Dec 2014 I was standing on my back deck looking at the moon in the western sky. When i saw what i thought we,1/7/15,12/25/14,8:45:00,PM,12,25,2014
12/25/14 20:30,Hialeah,FL,Triangle,2 minutes +,WHO IS UP THERE?,1/7/15,12/25/14,8:30:00,PM,12,25,2014
12/25/14 19:10,Newberg,OR,Circle,5 minutes,"Orange Orbs over Newberg, OR clouded sky",1/7/15,12/25/14,7:10:00,PM,12,25,2014
12/25/14 19:03,Glendora,CA,Fireball,8 minutes,"Fireball, yellow center, amber red outer edges. Two witnesses; clear night. UFO stops, hovers. Vanishes into thin air. Double pass.",1/5/16,12/25/14,7:03:00,PM,12,25,2014
12/25/14 6:00,Rocky Poiint,NY,Circle,10:00,2 bright lights in the sky. They disappeared then reappeared.,1/7/15,12/25/14,6:00:00,AM,12,25,2014
12/25/14,East Grand Rapids,MI,Fireball,5 seconds,Green fireball with red trail headed toward horizon.,1/7/15,12/25/14,,,12,25,2014
12/24/14 23:00,Vista,CA,Fireball,5 minutes,"My family and I were driving home from a Christmas eve at my dads house , when my wife said look at that. to my utter amazement I saw 1",1/7/15,12/24/14,11:00:00,PM,12,24,2014
12/24/14 22:44,Spring Hill,TN,Circle,3 minutes,"Three orange lights hovering over trees, then slowly follow each other off into clouds; no sounds at all.",1/7/15,12/24/14,10:44:00,PM,12,24,2014
12/24/14 22:44,Spring Hill,TN,Circle,3 minutes,"3 hovering orange round objects slowly disappeared into the clouds, no sounds coming from objects. Maybe drones?",1/7/15,12/24/14,10:44:00,PM,12,24,2014
12/24/14 22:30,San Antonio,TX,Circle,5 minutes,Two bright orange lights were moving straight across the sky with no engine sound.,1/7/15,12/24/14,10:30:00,PM,12,24,2014
12/24/14 20:50,Irvine,CA,Fireball,10 minutes,"About 8 fireballs over Irvine, CA.",1/7/15,12/24/14,8:50:00,PM,12,24,2014
12/24/14 20:17,Lafayette,LA,Fireball,2 minutes,"Twelve orange/red orbs glided across the sky of Lafayette, LA on Christmas Eve",1/7/15,12/24/14,8:17:00,PM,12,24,2014
12/24/14 17:30,Fairbanks,AK,Triangle,30 minutes,Three distant lights that appears to be aircraft on a collision course. Two lights disappeared leaving one.,1/7/15,12/24/14,5:30:00,PM,12,24,2014
12/24/14 3:35,North Hollywood,CA,Circle,45 seconds,"Bright Orange Light Moving Silently, Low In The Sky",1/7/15,12/24/14,3:35:00,AM,12,24,2014
12/24/14 0:01,Roseville,CA,Fireball,45 seconds,"7 fireballs three the first in triangle then four, dark orange, no sound",1/7/15,12/24/14,12:01:00,AM,12,24,2014
12/23/14 22:30,Red Lodge,MT,Triangle,5 seconds,While walking out to my car I saw a silent triangle craft that consisted of 3 faint orange balls. One at tip and two at bottom forming,1/7/15,12/23/14,10:30:00,PM,12,23,2014
12/23/14 18:00,Rancho Cordova,CA,Triangle,3-5 seconds,"Green triangular craft blinks with white light, then leaves tail of fluorescent green as it shoots into space.",1/7/15,12/23/14,6:00:00,PM,12,23,2014
12/23/14 17:30,West Allis,WI,Circle,5-10 minutes,"Orange/amber lights coming in pairs, equidistant from each other. Some made triangle formations",1/9/15,12/23/14,5:30:00,PM,12,23,2014
12/23/14 9:45,Springfield,OH,Circle,5 minutes,"UFO over Clarence Brown reservoir in Clark County, Ohio,",12/10/15,12/23/14,9:45:00,AM,12,23,2014
12/23/14 2:20,Wilmington,DC,Circle,20 minutes +,"Sighting of a look alike 6 bright star like in circle with 1 bright starlike in middle in Wilmington, De 12/22/2014.",1/7/15,12/23/14,2:20:00,AM,12,23,2014
12/22/14 23:00,Brewer,ME,Fireball,15 minutes,"2 fire ball looking objects over brewer, me 04401 around 11:pm",1/7/15,12/22/14,11:00:00,PM,12,22,2014
12/22/14 23:00,Deerfield,WI,Triangle,2 minutes,Saw a triangle with lights above Jc park with couple of my friends. My phone died when j tried takin a pic of it and then it lit up.,1/7/15,12/22/14,11:00:00,PM,12,22,2014
12/22/14 21:45,Fresno,CA,Fireball,4-5 minutes,I saw three orange redish glowing globes in the sky!,1/7/15,12/22/14,9:45:00,PM,12,22,2014
12/22/14 20:30,Rancho Cordova,CA,Triangle,15 seconds,"Dim red glowing boomerang shaped craft looked as if it was hovering but moving forward fast not in a straight line, As if flown like re",1/7/15,12/22/14,8:30:00,PM,12,22,2014
12/22/14 19:35,Vashon Island,WA,Fireball,6-7 minutes,"Fireballs over Puget Sound, group of 5 then 5 more that shot into sky",2/6/15,12/22/14,7:35:00,PM,12,22,2014
12/22/14 13:45,Columbia,SC,Fireball,3 minutes,BRILLANT LIGHTED STAR CHASING A FIREBALL.,4/3/15,12/22/14,1:45:00,PM,12,22,2014
12/22/14 0:40,Glendale,AZ,Circle,50 seconds,Orange glowing light over Glendale,1/7/15,12/22/14,12:40:00,AM,12,22,2014
12/21/14 23:15,Everett,WA,Circle,0:00,"Waxed and waned for forty five minutes, in circular, in varying speeds.",1/7/15,12/21/14,11:15:00,PM,12,21,2014
12/21/14 21:00,Tracy,CA,Circle,2 seconds,Very clear almost as if meant to be seen!,1/7/15,12/21/14,9:00:00,PM,12,21,2014
12/21/14 20:16,Portales,NM,Fireball,5-10 seconds,Bright neon green light lights up horizon.,12/22/14,12/21/14,8:16:00,PM,12,21,2014
12/21/14 19:00,Edgewood,NM,Fireball,30 seconds,Orange/Red ball of light moving across night sky at low altitude.,12/22/14,12/21/14,7:00:00,PM,12,21,2014
12/21/14 18:50,Lake Worth,FL,Triangle,2 minutes,I was looking toward the east as I finished my cigarette and I saw a big group of like 9 to 12 glowing orbits in the sky moving west. A,12/22/14,12/21/14,6:50:00,PM,12,21,2014
12/21/14 17:03,Berlin,CT,Fireball,10 minutes,Two fireball-looking objects flying side-by-side in a sourth-westerly direction.,12/22/14,12/21/14,5:03:00,PM,12,21,2014
12/21/14 0:20,Avon Lake,OH,Triangle,20 minutes,Triangular shape seen hovering and then moving away from neighborhoods and roads.,12/22/14,12/21/14,12:20:00,AM,12,21,2014
12/20/14 20:00,Middletown,IN,Fireball,10 minutes,Looked as if something was traveling across the sky on fire bright orange flamelike and moved in a jagged motion continued across the s,12/22/14,12/20/14,8:00:00,PM,12,20,2014
12/20/14 20:00,Middletown,IN,Fireball,10 minutes,Looked as if something was traveling across the sky on fire bright orange flamelike and moved in a jagged motion continued.,12/22/14,12/20/14,8:00:00,PM,12,20,2014
12/20/14 19:00,Hugo,MN,Circle,10 minutes,"Orange orbs in the sky, rotating around each other in Hugo, Minnesota.",12/22/14,12/20/14,7:00:00,PM,12,20,2014
12/20/14 18:30,Fort Myers,FL,Circle,3 minutes,4-5 circle objects in sky.,12/22/14,12/20/14,6:30:00,PM,12,20,2014
12/20/14 17:07,Anderson,IN,Circle,30 seconds to 1 minute,"Driving, saw a small dot in the sky. brighter than anything else... was sort of an orangish color, about 45 seconds later, disappeared.",12/22/14,12/20/14,5:07:00,PM,12,20,2014
12/20/14 2:00,Columbus,OH,Fireball,2,Fireball In the Sky.,3/6/15,12/20/14,2:00:00,AM,12,20,2014
12/19/14 22:30,Camburi (Brazil),,Circle,10 seconds,Rotund whitish green light traveling and zigzagging then disappearing at a very fast speed.,12/22/14,12/19/14,10:30:00,PM,12,19,2014
12/19/14 21:20,Winter Springs,FL,Fireball,5 minutes,6-8 orange and red lights seen in a somewhat horizontal alignment.,12/22/14,12/19/14,9:20:00,PM,12,19,2014
12/19/14 15:00,Laurel,MS,Circle,2 minutes,Glowing red sphere slowly descending in the sky.,12/22/14,12/19/14,3:00:00,PM,12,19,2014
12/18/14 17:45,Staten Island,NY,Fireball,15 minutes,"Red dots, followed by red clear orb, followed by more red dots.",12/22/14,12/18/14,5:45:00,PM,12,18,2014
12/17/14 20:00,Hattiesburg,MS,Triangle,10 minutes,"I saw a triangular UFO with red and white lights while driving on Hwy 98 in Perry County, MS.",8/13/15,12/17/14,8:00:00,PM,12,17,2014
12/17/14 17:19,LaBelle,FL,Triangle,5-10 seconds,White Triangle in South Florida.,12/18/14,12/17/14,5:19:00,PM,12,17,2014
12/17/14 2:00,Vista,CA,Circle,3 minutes,Hovering ball in my backyard.,12/18/14,12/17/14,2:00:00,AM,12,17,2014
12/16/14 17:15,Maryland Heights,MO,Triangle,30 seconds,I was driving on my motorcycle on hwy 141at approx. 5:15pm when I looked up and saw a flying object. The craft was traveling south to s,12/18/14,12/16/14,5:15:00,PM,12,16,2014
12/16/14 17:00,Fort Mill,SC,Triangle,:60,Triangular craft with lights are corners with multi row lights in front,12/18/14,12/16/14,5:00:00,PM,12,16,2014
12/15/14 5:30,Lenoir City,TN,Triangle,5 minutes,"My wife and I were on our way to work. She said what's that. I turned to see a triangular very dark in color, probably black, shaped ob",1/7/15,12/15/14,5:30:00,AM,12,15,2014
12/14/14 22:00,Augusta,GA,Triangle,30 minutes +,"I was coming home from work when I noticed 3 bright lights (red, blue, green) that where flashing in pattern.",12/18/14,12/14/14,10:00:00,PM,12,14,2014
12/14/14 21:00,Chandler,AZ,Fireball,4-5 minutes,5 orange fireballs seen from Chandler close to Skyharbor Airport,12/18/14,12/14/14,9:00:00,PM,12,14,2014
12/14/14 9:50,Meriden,CT,Triangle,10 minutes,1 Very Large triangle shaped 5 lights around it. flying low and slow just over the tree tops. several commercial aircraft flying above,12/18/14,12/14/14,9:50:00,AM,12,14,2014
12/14/14 0:08,Orangeburg,SC,Circle,1 minute,"at 2408 approx. While traveling north on 301 heading toward 176 in holly hill, I observed round shaped object with blue,red,and yellow",12/18/14,12/14/14,12:08:00,AM,12,14,2014
12/13/14 23:00,San Antonio,TX,Triangle,30 minutes,yellowish orangeish triangular shape,12/18/14,12/13/14,11:00:00,PM,12,13,2014
12/13/14 21:48,Orange County (in southern part),CA,Fireball,3 seconds,Fireball seen clearly in South Orange County LA area.,12/18/14,12/13/14,9:48:00,PM,12,13,2014
12/13/14 21:30,Holiday,FL,Fireball,sky,There were 3 ufos flied in sky!,12/18/14,12/13/14,9:30:00,PM,12,13,2014
12/13/14 21:00,Thornton,CO,Triangle,30 seconds,((HOAX??)) fast silent low flying objects,12/18/14,12/13/14,9:00:00,PM,12,13,2014
