Date / Time,City,State,Shape,Duration,Summary,Posted,Date,Time,Meridian,Month,Day,Year
9/22/16 21:30,Glenside,PA,Triangle,2 minutes,I just know something hovered by tonight over the top of our car that I cannot fully explain and unidentified.,9/30/16,9/22/16,9:30:00,PM,9,22,2016
9/22/16 20:30,Temecula,CA,Triangle,30 seconds,Triangle shaped UFO in the sky moving around! ((anonymous report)),9/30/16,9/22/16,8:30:00,PM,9,22,2016
9/22/16 19:00,Woonsocket,RI,Circle,30 seconds,Red flashing object.,9/30/16,9/22/16,7:00:00,PM,9,22,2016
9/22/16 12:15,Cincinnati,OH,Fireball,7 seconds,Large round light falls from sky then is later seen standing still.,9/22/16,9/22/16,12:15:00,PM,9,22,2016
9/21/16 23:37,Oak Ridge,TN,Circle,2 hours,"Strange lights in Oak Ridge, Tennessee. ((NUFORC Note: Sighting of the star, Sirius. PD))",9/22/16,9/21/16,11:37:00,PM,9,21,2016
9/21/16 21:50,Wilmington,MA,Circle,5 seconds,glowing green orb of light that shot across the sky and dissapeared,9/22/16,9/21/16,9:50:00,PM,9,21,2016
9/21/16 21:45,Lowell,MA,Fireball,1 second,"I saw large green shooting star/fireball. It had a long green tail. It was going really fast, from east to west, from high to low. I",9/22/16,9/21/16,9:45:00,PM,9,21,2016
9/21/16 21:42,Nashua,NH,Fireball,15 seconds,Emerald green fireball shooting across sky,9/22/16,9/21/16,9:42:00,PM,9,21,2016
9/21/16 18:00,Beaverton,OR,Circle,5 seconds,Bright blue ball of light! ((anonymous report)),9/22/16,9/21/16,6:00:00,PM,9,21,2016
9/21/16 5:16,Newport Beach,CA,Fireball,5 minutes,"Three fireball objects seen by witnesses fading in and out of view over the ocean. Location was off the coast from Newport Beach, CA.",9/22/16,9/21/16,5:16:00,AM,9,21,2016
9/21/16 5:16,Newport Beach,CA,Fireball,5 minutes,Three fireball objects seen by witnesses fading in and out of view over the ocean.,9/22/16,9/21/16,5:16:00,AM,9,21,2016
9/21/16 4:23,Shelbyville,IN,Triangle,Til Daylight,Triangular blinking lights in the sky.,10/11/16,9/21/16,4:23:00,AM,9,21,2016
9/21/16 2:35,Tea,SD,Fireball,4 seconds,"Fireball observed north of Tea, SD.",9/22/16,9/21/16,2:35:00,AM,9,21,2016
9/20/16 21:00,Salt Lake City,UT,Triangle,10-15 minutes,"Kite formation, including tail, traveled S to N along Wasatch over Red Butte",9/22/16,9/20/16,9:00:00,PM,9,20,2016
9/20/16 19:09,Burnaby (Canada),BC,Circle,<10 seconds,"I was shooting the cloud of sunset by using my iPhone and iPad , finally I found it in my images. And it is pretty clear, bright,, yell",9/22/16,9/20/16,7:09:00,PM,9,20,2016
9/20/16 1:00,Stonington,CT,Circle,30+ minutes,The object I observed was not unlike stars in the night sky in regards to appearance; it was however brighter than any star I observed.,4/28/17,9/20/16,1:00:00,AM,9,20,2016
9/19/16 20:47,Jasper (looking west),GA,Circle,Still happening,"Redish orange in illumination, appeared to hover, no sound, appears to move slightly, warmer than usual breez",9/22/16,9/19/16,8:47:00,PM,9,19,2016
9/19/16 20:05,Pittsfield,MA,Fireball,7 minutes,"Out for a walk to the store, walking toward the northwest on the south side of town, I first noticed it over the treeline as very red.",9/22/16,9/19/16,8:05:00,PM,9,19,2016
9/19/16 20:00,Madurai (India),IN,Fireball,5 seconds,Mysterious object that moves in zigzag pattern from east to west direction with bright green coloured tail and red coloured tip.,9/30/16,9/19/16,8:00:00,PM,9,19,2016
9/19/16 17:50,Powell,TN,Triangle,1 minute,"Very large ,silent,triangle shaped craft with 1 large bright red light on right wing and smaller pinkish white light on left wing.white",9/22/16,9/19/16,5:50:00,PM,9,19,2016
9/19/16 3:32,San Diego,CA,Triangle,5 minutes,"San Diego, CA 9/19/16 3:32 am I heard noise like a thunder clap and what sounded to be a low flying roar from an aircraft. I walked ou",9/22/16,9/19/16,3:32:00,AM,9,19,2016
9/18/16 21:00,Cherry Creek,,Triangle,10 seconds,Saw a three dots on triangle formation right above the University of Denver. One kid pointed out the object and within 2 seconds of the,9/22/16,9/18/16,9:00:00,PM,9,18,2016
9/18/16 14:34,Fairbanks,AK,Circle,69 seconds,"((HOAX??)) Bright, radiating orb above Littleton.",9/22/16,9/18/16,2:34:00,PM,9,18,2016
9/18/16 10:00,Bensalem,PA,Circle,1 minute,I was walking my dog outside and noticed 2 red lights side by side that looked like red eyes and underneath the 2 red lights was a brig,9/22/16,9/18/16,10:00:00,AM,9,18,2016
9/18/16 8:00,Tulsa,OK,Triangle,8 seconds,"3 flying objects seen, no sound, no lights, crafts flying in a line formation, appeared to be gray-to tan in color, almost invisible ag",10/21/16,9/18/16,8:00:00,AM,9,18,2016
9/18/16 5:30,Hopedale,MA,Circle,1 minute,"Huge super bright yellow circle, (not moon.) Never seen anything so huge bright and still in sky",9/22/16,9/18/16,5:30:00,AM,9,18,2016
9/17/16 23:15,Miami,FL,Fireball,Minutes,My 9 yr. old daughter and I were leaving her friend house we were inside the car when suddenly those flying objects like fire were in t,9/22/16,9/17/16,11:15:00,PM,9,17,2016
9/17/16 22:36,Colton,NY,Fireball,3 minutes,"((NUFORC Note: Adv. Lights? PD)) Bright red lights were close; were doing circles, then suddenly disappeared. ((anonymous report))",9/22/16,9/17/16,10:36:00,PM,9,17,2016
9/17/16 21:00,Danville,IN,Triangle,30 seconds,Me and my family were driving in a car and I noticed 3 lights in a row. The second I saw it I knew something was weird and didn't take,9/22/16,9/17/16,9:00:00,PM,9,17,2016
9/17/16 19:36,Los Alamos,NM,Circle,on going,White glowing circular object in the sky. not moving just sitting there for last hour or more. ((NUFORC Note: Balloon? PD)),9/22/16,9/17/16,7:36:00,PM,9,17,2016
9/17/16 19:00,Ridgway,CO,Triangle,15 minutes,Unidentified flying object near Mt. Sneffels,9/22/16,9/17/16,7:00:00,PM,9,17,2016
9/17/16 10:00,Layton,UT,Triangle,15-20 minutes,Triangle silver object hovering 15-20 min,9/22/16,9/17/16,10:00:00,AM,9,17,2016
9/16/16 21:45,Bowmanville (Canada),ON,Circle,90 seconds,A bright orange light moving from South to North about the size of the moon,9/22/16,9/16/16,9:45:00,PM,9,16,2016
9/16/16 21:00,Sylmar,CA,Triangle,7 seconds,7 small objects appeared as birds then after 3 seconds they form 1 big object then Disappeared into the sky Fast very Fast,9/22/16,9/16/16,9:00:00,PM,9,16,2016
9/16/16 20:00,Bangor,ME,Triangle,2 minutes,Driving down Palm St. I seen a medium sized triangle hovering low above the tree line. The object had 2 red lights flashing on 2 of the,9/22/16,9/16/16,8:00:00,PM,9,16,2016
9/16/16 12:43,Charleston,SC,Triangle,Unknown,Stranger Object Photographed.,10/11/16,9/16/16,12:43:00,PM,9,16,2016
9/16/16 0:00,Grapevine,CA,Triangle,15 minutes,"Black triangle passes directly through stopped cars on California highwayI5 between Bakersfield and Grapevine @0:30ish AM.

 Unexplai",4/20/17,9/16/16,12:00:00,AM,9,16,2016
9/15/16 22:53,Stoughton,MA,Circle,2 minutes,Stationary red circle to the north. After about 1 1/2 minutes began to move rapidly in different directions and then turned white befor,9/22/16,9/15/16,10:53:00,PM,9,15,2016
9/15/16 21:45,Bigfork,MT,Fireball,23 seconds,Comet-like craft moving northeast across sky.,9/22/16,9/15/16,9:45:00,PM,9,15,2016
9/15/16 21:00,Seagrove,FL,Fireball,30 minutes,"The objects were approximately 2 miles off the coast and I'd guess 5,000 feet above the ocean. Two lighted up first next to each other",9/22/16,9/15/16,9:00:00,PM,9,15,2016
9/15/16 20:30,Menifee,CA,Fireball,1 minute,3-4 objects shot across sky (west to east travel). Two red fireballs moving fast. Booms heard after 2nd fireball.,9/22/16,9/15/16,8:30:00,PM,9,15,2016
9/15/16 19:45,Baltimore,MD,Fireball,4 minutes,"3 glowing fireball-type objects with trailing fireball, seen flying at dusk over east Baltimore, MD. ((anonymous report))",9/22/16,9/15/16,7:45:00,PM,9,15,2016
9/15/16 19:00,Smithville,NJ,Triangle,5 minutes,2 triangle shaped flying objects with 3 lights on bottom.,9/22/16,9/15/16,7:00:00,PM,9,15,2016
9/15/16 2:35,Miami,FL,Circle,5 minutes,My husband and I got up to smoke. I opened the living room window and I was looking at the Orion star constellation when I noticed a di,9/15/16,9/15/16,2:35:00,AM,9,15,2016
9/14/16 22:30,Bradenton,FL,Circle,2 minutes,Circular red light with red orbs of light within it.,9/15/16,9/14/16,10:30:00,PM,9,14,2016
9/14/16 1:00,Grapevine,CA,Triangle,2 minutes,3 blue lights..strange engine sound above the 5fwy veered off to land and up. Not normal type of plane. Very very close to cars,9/15/16,9/14/16,1:00:00,AM,9,14,2016
9/13/16 21:30,Wilmington,NC,Circle,22:00,"Five orange-red lights over ocean that kept appearing and then disappearing. Would make a diagonal line, and would be spread out.",9/15/16,9/13/16,9:30:00,PM,9,13,2016
9/13/16 21:30,Lakewood,WA,Fireball,4 minutes,Red fireball/orb in night over Lakewood JBLM 9/13/16,9/15/16,9/13/16,9:30:00,PM,9,13,2016
9/13/16 21:05,Fayetteville,AR,Fireball,30 seconds,Greenish fireball shooting over treetops. ((anonymous report)),9/15/16,9/13/16,9:05:00,PM,9,13,2016
9/13/16 21:00,West Portsmouth,OH,Circle,1 hour,"Green Blue and Red circular craft over West Portsmouth, Ohio right beside cellular tower 50 to 100 yards off the ground.",9/15/16,9/13/16,9:00:00,PM,9,13,2016
9/13/16 20:40,Eugene,OR,Circle,2 minutes,"What at first appeared to be a satellite shoots straight towards me at high speed, then reverses direction back to where it had been.",9/15/16,9/13/16,8:40:00,PM,9,13,2016
9/13/16 20:40,Eugene,OR,Circle,2 minutes,"What at first appeared to be a satellite shoots straight towards me at high speed, then reverses direction back to where it had been.",9/15/16,9/13/16,8:40:00,PM,9,13,2016
9/13/16 20:15,Dixon,MO,Circle,3 minutes,White and red horizontal lights hovering in sky.,9/15/16,9/13/16,8:15:00,PM,9,13,2016
9/13/16 16:00,Hollister,CA,Triangle,3 minutes,Dark Shape Following Interest Airliner.,9/15/16,9/13/16,4:00:00,PM,9,13,2016
9/13/16 12:43,Emerald isl,NC,Circle,10 minutes,"To the north east i seen one orange dot split in to 2 then 3,4,5,6. Happend again.then in the south east did the same thing each lighg",9/15/16,9/13/16,12:43:00,PM,9,13,2016
9/13/16 3:00,Adriatic (Italy/Greece),,Circle,20 minutes,".3 X Cream/white solid circle shape objects moving in different ways very fast in the sky, no noise came from them",9/30/16,9/13/16,3:00:00,AM,9,13,2016
9/12/16 22:00,Brooks,ME,Fireball,~1 minute,"I thought it was a meteor, but it was going across the sky, not downward. Orange, big, quiet, fast. ((anonymous report))",9/15/16,9/12/16,10:00:00,PM,9,12,2016
9/12/16 5:45,Bradenton,FL,Circle,5 minutes,Orange/golden light hovered at orbital level for roughly 3 to 4 minutes. Then took off to the right very quickly then straight up.,9/15/16,9/12/16,5:45:00,AM,9,12,2016
9/12/16 1:00,Colorado Springs,CO,Triangle,15 minutes,I saw a triangle shape object with lights on the points and 1 light in the middle hovered in sky for 15-20 mins. ((anonymous report)),9/15/16,9/12/16,1:00:00,AM,9,12,2016
9/11/16 19:43,Austin,TX,Fireball,10 seconds,"((HOAX??)) Fireball passes overhead, shiny disc appears and lands. ((anonymous report))",9/15/16,9/11/16,7:43:00,PM,9,11,2016
9/11/16 18:00,North Andover,MA,Triangle,30,It came out of the trees.,12/5/16,9/11/16,6:00:00,PM,9,11,2016
9/11/16 7:01,Warren,PA,Circle,3 minutes,Bright circle shape low. Not a plane.was there for about 3 min pulled over it was gone,9/15/16,9/11/16,7:01:00,AM,9,11,2016
9/10/16 21:00,Lima,OH,Fireball,1-2 minutes,"Husband and I and 2 of our children were waiting in line at drive thru restaurant. My 9 yr old said, ""What are those bright lights?""",9/22/16,9/10/16,9:00:00,PM,9,10,2016
9/10/16 19:00,Albany,NY,Circle,2 minutes,"Was brillant lights and shape like cigar and disc, 3 one step for few and flew quik, the others 2 same. ((anonymous report))",9/22/16,9/10/16,7:00:00,PM,9,10,2016
9/10/16 2:45,Pharr,TX,Fireball,2 seconds,Fireball in the sky.,9/15/16,9/10/16,2:45:00,AM,9,10,2016
9/10/16 1:00,Hilton Head,SC,Circle,2 minutes,I went to Savannah airport to pick up my friend for the weekend On our way home we were traveling toward hilton head island on route,9/30/16,9/10/16,1:00:00,AM,9,10,2016
9/10/16 1:00,Jasper (Canada),AB,Fireball,20 minutes,UFO immobile then hovering the town of Jasper to disappear right over our car…,9/30/16,9/10/16,1:00:00,AM,9,10,2016
9/9/16 23:45,Ridley Park,PA,Circle,1 hour,The light was a perfect circle moving in a circular pattern above the clouds.,9/15/16,9/9/16,11:45:00,PM,9,9,2016
9/9/16 23:39,Elko New Market,MN,Circle,4 hours,Ring of lights spotted over Twin Cities in Minnesota. ((NUFORC Note: We suspect advertising lights from a casino. PD)),9/30/16,9/9/16,11:39:00,PM,9,9,2016
9/9/16 23:10,Eaton,OH,Triangle,2 minutes,"Slow flying with three lights on two sides, one flashing and heading south",9/15/16,9/9/16,11:10:00,PM,9,9,2016
9/9/16 20:55,Madison,WI,Triangle,3 minutes,"Triangle ufo in Madison, WI.",9/15/16,9/9/16,8:55:00,PM,9,9,2016
9/9/16 20:43,Battle Ground,WA,Fireball,3 seconds,"Large fireball type object shot straight downward, made sound.",9/15/16,9/9/16,8:43:00,PM,9,9,2016
9/9/16 16:00,Tacoma,WA,Triangle,1-2+ hours,3 white sometimes sparkling &/orange objects together at 5pm!,9/15/16,9/9/16,4:00:00,PM,9,9,2016
9/9/16 1:00,Jal (15 miles E of),NM,Triangle,3 minutes,"Saw 1 triangular object pass overhead, silent, 1 white light on each corner with red pulsing light in the center. ((anonymous report))",9/15/16,9/9/16,1:00:00,AM,9,9,2016
9/8/16 18:30,Erwin,NC,Fireball,20 seconds,Bright white light falling extremely fast from atmosphere to the ground,9/9/16,9/8/16,6:30:00,PM,9,8,2016
9/8/16 18:06,Raleigh,NC,Circle,3-6 seconds,"Object was round, moving extremely fast and appeared to be on fire or reflecting surround environment (i.e sunset).",9/9/16,9/8/16,6:06:00,PM,9,8,2016
9/8/16 17:55,Wake Forest,NC,Fireball,4-5 seconds,"Pulling in my driveway, my daughter pointed it out, super fast, crossed sky in a few seconds heading East. Appeared to be crashing to E",9/15/16,9/8/16,5:55:00,PM,9,8,2016
9/8/16 17:00,Mebane,NC,Circle,10 seconds,2 round bright white spheres together side by side appeared to be free falling at a high rate of speed that looked like the back of a t,9/9/16,9/8/16,5:00:00,PM,9,8,2016
9/8/16 1:00,Duncan/Comanche area,OK,Circle,Continuous,"I went outside to smoke a cigarette and just randomly looked up at the sky,I live in the country so just enjoying the piece an quite. A",9/9/16,9/8/16,1:00:00,AM,9,8,2016
9/7/16 23:20,Easley,SC,Triangle,5 minutes,Bright orange light (maybe shape of prism) moving very fast.,9/9/16,9/7/16,11:20:00,PM,9,7,2016
9/7/16 22:41,Franklin,NC,Circle,5 minutes,"Multi-colored lights red, orange and white lights hovering in wester night sky intensely bright , no sound",9/9/16,9/7/16,10:41:00,PM,9,7,2016
9/7/16 22:00,Sacramento,CA,Circle,2 minutes,"Almost a yr. ago today, I was in my backyard stargazing at about 10 o'clock pm when I noticed three circular bright orange Round obj",9/8/17,9/7/16,10:00:00,PM,9,7,2016
9/7/16 21:30,Fairborn,OH,Triangle,1 minute,"Black triangle shape, 3 lights underneath and rear view of craft, one flashing light on forward flying front. Heading SW. Low.",9/9/16,9/7/16,9:30:00,PM,9,7,2016
9/7/16 21:30,Fairborn,OH,Triangle,1 minute,"Black Triangle shape, 3 lights underneath and rear view of craft , one flashing light on forward flying front. Heading SW. Low flying,",9/15/16,9/7/16,9:30:00,PM,9,7,2016
9/7/16 20:45,Adrian,OR,Circle,5 minutes,Red blinking lights on the skyline at dusk.,9/15/16,9/7/16,8:45:00,PM,9,7,2016
9/7/16 9:23,Portsmouth,RI,Fireball,2 minutes,A strange bright red light much bigger than a plane or satalite lit up hugely and bright then just dissapred into the night. It looked,9/9/16,9/7/16,9:23:00,AM,9,7,2016
9/7/16 1:00,Buford,GA,Circle,30 mins,It was however stationary with flashing lights of colors red green blue & white. ((NUFORC Note: Probably a star?? PD)),9/15/16,9/7/16,1:00:00,AM,9,7,2016
9/7/16 1:00,Winder,GA,Circle,1+ hour,Circular UFO above a wooded area and flashing several different colors.,9/9/16,9/7/16,1:00:00,AM,9,7,2016
9/7/16 0:00,Winder,GA,Circle,>1 hour,Disc shaped UFO with prismatic lights around its perimeter in sky for over an hour,9/9/16,9/7/16,12:00:00,AM,9,7,2016
9/6/16 22:00,Kingston,NY,Circle,>20 minutes,"Multi-colored cluster of lights hovering in western sky viewed from Kingston, NY.",9/9/16,9/6/16,10:00:00,PM,9,6,2016
9/6/16 20:50,Albany,NY,Triangle,10 minutes,((NUFORC Note: No information provided by source. PD)),9/9/16,9/6/16,8:50:00,PM,9,6,2016
9/6/16 19:45,Dundalk,MD,Fireball,20 minutes,"3 glowing white ufos with glowing white tails on each, seen flying at dusk over Dundalk Maryland.",9/15/16,9/6/16,7:45:00,PM,9,6,2016
9/6/16 14:45,Tucson,AZ,Triangle,1.5 minutes,"Unidentifiable craft moving at extreme speed over Tucson, AZ SEPT 6, 16",9/9/16,9/6/16,2:45:00,PM,9,6,2016
9/6/16 13:30,Lake Crystal,MN,Fireball,15 minutes,"Red glow on the horizon. Thought a house/barn was on fire. Called husband (in law enforcement, working at the time). No fire reported.",9/9/16,9/6/16,1:30:00,PM,9,6,2016
9/6/16 1:34,Boise,ID,Triangle,35 minutes,Three triangle lights seen by my wife and me.,9/9/16,9/6/16,1:34:00,AM,9,6,2016
9/5/16 22:30,St. George (40 miles outside of),UT,Triangle,15 seconds,Perfect triangle craft with green-steady/yellow-steady/red flashing lights flying LOW and SLOW on Labor Day.,9/22/16,9/5/16,10:30:00,PM,9,5,2016
9/5/16 21:00,Bloomer,WI,Triangle,10 minutes,Silent slow flying triangular aircraft.,12/5/16,9/5/16,9:00:00,PM,9,5,2016
9/5/16 21:00,Bloomer,WI,Triangle,10 minutes,Silent slow flying triangular aircraft.,12/5/16,9/5/16,9:00:00,PM,9,5,2016
9/5/16 21:00,Bloomer,WI,Triangle,10 minutes,Slow moving silent propulsion triangular shaped aircraft.,12/5/16,9/5/16,9:00:00,PM,9,5,2016
9/5/16 0:00,Muskegon,MI,Triangle,30 seconds,"Three bright orange lights that made a perfect triangle - very large - moved to the East , no noise at all",9/9/16,9/5/16,12:00:00,AM,9,5,2016
9/4/16 23:00,National Park,NJ,Fireball,1 minutes,3 red round large moving lights coming from east & moving west towards phila pa the disappeared,9/22/16,9/4/16,11:00:00,PM,9,4,2016
9/4/16 22:45,Lawrenceburg,KY,Fireball,15 minutes,I saw four slow moving bright objects with bright red running through each one moving across the sky in pairs.,9/9/16,9/4/16,10:45:00,PM,9,4,2016
9/4/16 22:29,Varnell,GA,Fireball,5-10 minutes,We were driving down a country road on a clear night when we noticed 7 bright orange lights flying in the same direction (slightly nort,9/9/16,9/4/16,10:29:00,PM,9,4,2016
9/4/16 22:00,Bremen,GA,Triangle,5 minutes,"One rectangle shape flying low with a red white and blue lights from Bremen across real low and turn toward Carrollton, GA.",9/9/16,9/4/16,10:00:00,PM,9,4,2016
9/4/16 21:30,St. Louis,MO,Triangle,brief,"Triangular object with white and red lights flying low, very quiet.",9/9/16,9/4/16,9:30:00,PM,9,4,2016
9/4/16 21:00,Elgin,IL,Fireball,Few minutes,"9:00pm CST, 9/4/16, fireball-like objects observed over Elgin, IL.",9/9/16,9/4/16,9:00:00,PM,9,4,2016
9/4/16 21:00,Pflugerville,TX,Fireball,1 hour,Fireballs over central TX.,9/9/16,9/4/16,9:00:00,PM,9,4,2016
9/4/16 17:45,Arvada,CO,Circle,10 minutes,5 circular/cylindrical flying objects flying higher than planes,9/9/16,9/4/16,5:45:00,PM,9,4,2016
9/4/16 8:45,Portage,WI,Circle,Few seconds,White beam of light shot up from ground to tree height forming a circle of white light in Portage Wisconsin.,9/9/16,9/4/16,8:45:00,AM,9,4,2016
9/4/16 0:00,Morristown,TN,Triangle,5-8 minutes,"3 triangle shaped lights,moving at a steady speed,north,then changing direction south and speeding away out of sight.",9/9/16,9/4/16,12:00:00,AM,9,4,2016
9/3/16 23:55,Portland,OR,Fireball,3 seconds,"At approx 11:55 pm, I observed in the western sky a large green fireball, with a strange oblong shape to it, traveling northward, at a",9/9/16,9/3/16,11:55:00,PM,9,3,2016
9/3/16 23:45,Auburn,WI,Circle,5 minutes,"Bright Orange round shape, prominent,..came towrds our location, then totally clear night with stars.",9/9/16,9/3/16,11:45:00,PM,9,3,2016
9/3/16 23:00,Manalapan,NJ,Fireball,60 seconds,I was driving a big transit passenger bus southbound on Route 9 in a rural farm area with low lying corn fields and no bright street li,9/9/16,9/3/16,11:00:00,PM,9,3,2016
9/3/16 23:00,Chicago (Wood Dale),IL,Fireball,Unknown,"Around 11 PM, my family called to tell me there were strange red/orange lights in the sky. I went out and after a few minutes of waitin",9/9/16,9/3/16,11:00:00,PM,9,3,2016
9/3/16 20:50,San Pedro,CA,Circle,3 minutes,"Circular Flashing object in eastern sky, amber/fire orange in color. sighting lasted for aporoximately 3 minutes. Object was pulsing un",9/9/16,9/3/16,8:50:00,PM,9,3,2016
9/3/16 20:45,Roseville,MI,Triangle,12 minutes,Two orange glowing crafts.,9/9/16,9/3/16,8:45:00,PM,9,3,2016
9/3/16 20:30,High Ridge,MO,Circle,3 minutes,"Noticed 2 reddish-orange circles moving low in the sky. Too close to each other to be planes, silent. Seemed to flicker a bit (noticed",9/9/16,9/3/16,8:30:00,PM,9,3,2016
9/3/16 18:00,Bainbridge Island,WA,Circle,10 minutes,Late afternoon sighting of four objects over Seattle seen from Bainbridge.,9/9/16,9/3/16,6:00:00,PM,9,3,2016
9/3/16 4:45,Pensacola,FL,Circle,1 hour,Eight round lights over Pensacola for one hour.,9/9/16,9/3/16,4:45:00,AM,9,3,2016
9/3/16 3:00,Manistique,MI,Triangle,15 minutes,"Massive triangular craft, two rapidly blinking white lights on either side, unblinking red light on tip, travelling slowly and silently",10/11/16,9/3/16,3:00:00,AM,9,3,2016
9/3/16 2:00,Oxon Hill,MD,Triangle,1:00,While sitting at the National Harbor on early Saturday morning around 2:00 am while talking to my friend. I noticed something drop down,9/15/16,9/3/16,2:00:00,AM,9,3,2016
9/3/16 1:00,Hedgesville,WV,Circle,Few minutes,White shaped craft.,9/9/16,9/3/16,1:00:00,AM,9,3,2016
9/3/16 0:00,Lake Orion,MI,Circle,20 minutes,"Circular object flashing red and green, mimicking a star. ((NUFORC Note: Possible ""twinkling"" star?? PD))",9/9/16,9/3/16,12:00:00,AM,9,3,2016
9/2/16 23:59,Salem,OR,Fireball,1 minute,Quiet comet like fireball with a long trail across the skyline at a downward angle fast moving went behind the trees lost sight,9/9/16,9/2/16,11:59:00,PM,9,2,2016
9/2/16 23:40,Eugene,OR,Triangle,10 seconds,"Bright triangle shape with iridescent ""panel"" type tail.",9/9/16,9/2/16,11:40:00,PM,9,2,2016
9/2/16 23:30,Harbor Springs,MI,Triangle,Continuing,A group of changing color lights making random movements in the same general area of the NW sky. ((NUFORC Note: Stars?? PD)),9/9/16,9/2/16,11:30:00,PM,9,2,2016
9/2/16 22:30,Littleton,CO,Triangle,stationary,Giant Triangular UFO over Colorado Front Range 9-2-16,9/9/16,9/2/16,10:30:00,PM,9,2,2016
9/2/16 22:00,Menifee,CA,Circle,1.14,Circular object in sky with red and green lights pulsed,9/9/16,9/2/16,10:00:00,PM,9,2,2016
9/2/16 21:51,Sherbrooke (Canada),QC,Triangle,<4 seconds,Triangle UFO.,9/9/16,9/2/16,9:51:00,PM,9,2,2016
9/2/16 21:44,Seekonk,MA,Fireball,3 minutes,Fireball hovering in the sky over my office,9/9/16,9/2/16,9:44:00,PM,9,2,2016
9/2/16 21:00,Knoxville,TN,Circle,25 seconds,"huge yellow/orange bright light immobile for 20 seconds, reversed and sped forward behind our house, made absoultly no sound and trave",9/9/16,9/2/16,9:00:00,PM,9,2,2016
9/2/16 20:18,St. Albans,WV,Fireball,1 minute,Bright red &quot;fireball&quot; appeared to roll across the sky and disappeared over horizon,9/9/16,9/2/16,8:18:00,PM,9,2,2016
9/2/16 19:23,Naperville,IL,Triangle,4 minutes,Three possibly four travelling in formation. White lights. I have photos of the incident.,10/11/16,9/2/16,7:23:00,PM,9,2,2016
9/2/16 18:00,Gulfport,MS,Triangle,Unknown,Strange lights over large plum of smoke.,9/9/16,9/2/16,6:00:00,PM,9,2,2016
9/2/16 13:35,Toronto (Canada),ON,Triangle,few seconds,I wish I had watched the object longer and taken more shots - and seen where it went.,9/9/16,9/2/16,1:35:00,PM,9,2,2016
9/2/16 0:00,Greenfield,WI,Fireball,5 minutes,"It was NW from my Greenfield home, and it was red, fluctuating to white, and moved sharply from behind a tree to above the tree 2x.",9/2/16,9/2/16,12:00:00,AM,9,2,2016
9/1/16 22:00,Lehighton,PA,Fireball,5 minutes,Two red spheres with a yellow center following a path from north to south,9/2/16,9/1/16,10:00:00,PM,9,1,2016
9/1/16 2:30,Innisfree (Canada),AB,Fireball,1 minute,Single orange fireball travelling across sky.,9/2/16,9/1/16,2:30:00,AM,9,1,2016
8/31/16 22:00,Corte Madera,CA,Circle,1 hour,Stationary yellow gold lights seen during extended long sighting,9/15/16,8/31/16,10:00:00,PM,8,31,2016
8/31/16 21:00,Concord,NC,Triangle,10 minutes,We saw 3 triangle objects in the sky with Redish Orange Lights that hovered over the treeline and then disbursed into the sky.,9/9/16,8/31/16,9:00:00,PM,8,31,2016
8/30/16 23:56,Columbus,OH,Triangle,3-5 minutes,6 to 7 bright white lights on triangular craft - North Columbus,9/2/16,8/30/16,11:56:00,PM,8,30,2016
8/30/16 21:40,Tempe,AZ,Fireball,5-10 minutes,At around 9:40 pm went outside and saw two bright orange fireballs side by side heading towards south mountain. ((anonymous report)),9/2/16,8/30/16,9:40:00,PM,8,30,2016
8/30/16 11:30,Utica,NY,Circle,6 seconds,I saw a dark silver circle shaped UFO for like 6 seconds flying very slow.,9/2/16,8/30/16,11:30:00,AM,8,30,2016
8/30/16 3:00,Seabrook,SC,Triangle,30 minutes+,"Multi-colored light seen to the west of Seabrook/Lobecco, SC.",9/2/16,8/30/16,3:00:00,AM,8,30,2016
8/30/16 2:45,New York,NY,Circle,4 seconds,Looking up to the sky thought it was a shooting star; realized it was a very intense white light circle in shape.((anonymous report)),9/2/16,8/30/16,2:45:00,AM,8,30,2016
8/29/16 23:39,Herriman,UT,Triangle,7 seconds,Black triangle with white lights in corners.,9/2/16,8/29/16,11:39:00,PM,8,29,2016
8/29/16 21:28,Arlington,WA,Triangle,>5 minutes,"3 or 4 lights in a perfect triangle arrangement, to the west of Arlington.",9/2/16,8/29/16,9:28:00,PM,8,29,2016
8/29/16 21:00,Virginia Beach,VA,Circle,Brief,2 Red lights flew over.,9/2/16,8/29/16,9:00:00,PM,8,29,2016
8/29/16 20:26,Surf City,NC,Circle,30 seconds,Orange pulsating orb above beach.,9/22/16,8/29/16,8:26:00,PM,8,29,2016
8/29/16 19:00,Pomona,NY,Circle,10 minutes,We saw 3 objects in the sky 2 moving horizontally and one falling at an angle vertically.,9/2/16,8/29/16,7:00:00,PM,8,29,2016
8/29/16 11:55,Columbus,OH,Triangle,2-4 minute,Black triangle craft with 8 - 10 yellowish-white lights on side/red underbelly lights/quietly hums past window.,9/2/16,8/29/16,11:55:00,AM,8,29,2016
8/28/16 19:30,Petaluma,CA,Circle,~1 hour,"UFO over Petaluma on August 28, 2016, @ approximately 7:30 pm..",9/2/16,8/28/16,7:30:00,PM,8,28,2016
8/28/16 18:00,Pottstown,PA,Circle,10 seconds,Metallic circle craft seen in sky.,9/2/16,8/28/16,6:00:00,PM,8,28,2016
