Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian
5/8/15 23:00,Butler,NJ,Fireball,5 seconds,Green fireball with trail.,5/13/15,5/8/15,11:00:00,PM
5/8/15 22:00,Swansea,IL,Fireball,1 minute,"Orange Glowing Ball over Swansea, IL.",5/13/15,5/8/15,10:00:00,PM
5/8/15 21:00,Blowing Rock,NC,Fireball,10 minutes,"Large burning object, silently crossing the evening sky.",5/13/15,5/8/15,9:00:00,PM
5/8/15 0:22,Port Richey,FL,Fireball,2 hours now,Fireball in sky NOW.,5/13/15,5/8/15,12:22:00,AM
5/7/15 20:54,Orange Park,FL,Fireball,~10 minutes,Bright orange light in sky above Jacksonville by NAS Jax,5/13/15,5/7/15,8:54:00,PM
5/6/15 21:30,North Myrtle Beach,SC,Fireball,20 seconds,"Orange ball of light, low over North Myrtle Beach May 6, 2015 during the late evening.",8/6/15,5/6/15,9:30:00,PM
5/6/15 1:15,Durham,CT,Fireball,10,Strange sounds and aircraft that suddenly disappeared in the sky after seeing it.,5/8/15,5/6/15,1:15:00,AM
5/5/15 22:30,Star City,AR,Fireball,~3 seconds,Green Fireball jets across the night sky.,5/13/15,5/5/15,10:30:00,PM
5/3/15 1:35,Orlando,FL,Fireball,1:00,"(4) fireball type objects moving westward in a formation ,then out of formation.Clearly not a helicopter,jet,rocket,missile or other.No",5/8/15,5/3/15,1:35:00,AM
5/3/15 0:01,Pleasant Prairie,WI,Fireball,30 minutes,Strange light - fireballs seen in Kenosha Wisconsin 2015,5/8/15,5/3/15,12:01:00,AM
5/2/15 21:15,New Berlin,WI,Fireball,2 minutes,Two fireballs northern Wisconsin streak across night sky.,5/8/15,5/2/15,9:15:00,PM
5/1/15 23:44,Katy,TX,Fireball,5 seconds,Falling blue light.,5/8/15,5/1/15,11:44:00,PM
5/1/15 23:23,Shreveport,LA,Fireball,1 second,Fireball sighting approximately NNW from gator drive and youree drive.,5/8/15,5/1/15,11:23:00,PM
5/1/15 23:00,Everett,MA,Fireball,10-12 seconds,Very fast moving pulsating light.,5/8/15,5/1/15,11:00:00,PM
5/1/15 21:30,Meredith,NH,Fireball,30 seconds,A strange white orange then green flaming object.,5/8/15,5/1/15,9:30:00,PM
5/1/15 21:00,Cazenovia,NY,Fireball,30 seconds,Blue and green fireball with tail seen failing rapidly then dissapering into the night sky.,5/8/15,5/1/15,9:00:00,PM
4/25/15 2:45,New Britain,CT,Fireball,0:00,Falling blue light.,4/30/15,4/25/15,2:45:00,AM
4/24/15 2:30,Dayton,OH,Fireball,2 hours,"Fireball/yellow/orange ""dancing figure"" hovering, ascending, descending, (slightly); NEAR WPAFB.",4/30/15,4/24/15,2:30:00,AM
4/23/15 19:00,Talihina,OK,Fireball,~10 minutes,Ascending fireball from Buffalo Mountain.,11/4/16,4/23/15,7:00:00,PM
4/22/15 22:00,North Ridgeville,OH,Fireball,30 seconds,Bright Blue Fireball falling and then vanished,4/23/15,4/22/15,10:00:00,PM
4/22/15 21:30,Seaside,OR,Fireball,2 minutes,"2 orange fireballs over Seaside, Oregon.",4/23/15,4/22/15,9:30:00,PM
4/22/15 21:30,Columbia,SC,Fireball,30 seconds,UFO bright like the North Star no doubt about what I saw.,4/23/15,4/22/15,9:30:00,PM
4/21/15 22:35,Auburn Hills,MI,Fireball,1 minute,I was drinking down a dark side street with my friend and seen a bright green light falling from the sky at a very fast rate.,4/23/15,4/21/15,10:35:00,PM
4/19/15 21:20,Altamonte Springs,FL,Fireball,10 minutes,"Orange, fiery lights moving single file in the same direction but, not all moving the same speed.",4/23/15,4/19/15,9:20:00,PM
4/18/15 21:22,West Chester,OH,Fireball,2 minutes,2 fireball looking objects fell from the sky. They were red with a white glow behind it. Next to those on the left was an airplane.,4/23/15,4/18/15,9:22:00,PM
4/18/15 21:05,Toronto (Canada),ON,Fireball,5 seconds,"White streak in straight, horizional path. Head turns yellowish then red then dissappeared/disintegrated.",4/30/15,4/18/15,9:05:00,PM
4/18/15 20:45,Bornheim (Germany),,Fireball,3 minutes,Very slow moving glowing circular object at an extreme distance.,4/23/15,4/18/15,8:45:00,PM
4/16/15 21:00,Umpqua Nat. Forest (Idleyld Park),OR,Fireball,30 seconds,"Two balls of light, moving in formation, by Mt. Theilsen was observed in Umpqua national forest by dosens of campers.",4/23/15,4/16/15,9:00:00,PM
4/15/15 18:15,Melbourne (Australia),,Fireball,20 seconds,I saw balls of light shooting across the sky and disappearing then reappearing above Melbourne.,4/17/15,4/15/15,6:15:00,PM
4/14/15 21:30,Dalton,NH,Fireball,10 minutes,"A row of three golden lights and a fourth spaced a little further, very loud jets and red glows in distance.",4/17/15,4/14/15,9:30:00,PM
4/14/15 21:30,Dalton,NH,Fireball,10 minutes,"Stationary golden lights, singles and a horizontal group of four. Bloop/whoosh sound. Thunder of jets diminish into distance.",4/17/15,4/14/15,9:30:00,PM
4/12/15 22:00,Portsmouth,VA,Fireball,10 minutes,Seen what looked like a ball of fire travel from south to north then disappear their were 7 total about 2 minutes apart.,4/17/15,4/12/15,10:00:00,PM
4/11/15 21:08,Portland,OR,Fireball,2 minutes,"Was working late night security near Willamette river downtown. Saw six silent, slow moving red fireballs taking off. They moved slowly",4/17/15,4/11/15,9:08:00,PM
4/11/15 20:50,Santa Fe,NM,Fireball,1 minutes,bright light turned green became larger and appeared to fall behind mountains.,4/17/15,4/11/15,8:50:00,PM
4/11/15 1:00,Jonesboro,IL,Fireball,20 seconds,"Strange round green ball appeared in the night sky. Object moved in a horizontal position for 3 seconds, and then shot downwards.",4/17/15,4/11/15,1:00:00,AM
4/10/15 21:35,Whitemarsh,MD,Fireball,5 minutes,4 fire ball circular objects moving in groups of 2 flying in multible formations towards the stationary blimp over whitmarsh md.,4/17/15,4/10/15,9:35:00,PM
4/8/15 3:00,Eugene,OR,Fireball,30 minutes,Fireball ufo's.,4/8/15,4/8/15,3:00:00,AM
4/7/15 20:45,Cave Creek,AZ,Fireball,5 seconds,Bright Light Streaked Across Sky Moving North East,4/8/15,4/7/15,8:45:00,PM
4/5/15 23:15,Medicine Hat (Canada),AB,Fireball,60 seconds,Two Round Reddish Orange Glowing Balls Seen Flying Over City.,4/8/15,4/5/15,11:15:00,PM
4/5/15 21:00,Attleboro,MA,Fireball,10 minutes,Silent firey orange spheres moving erratically and pulsating erratically,4/8/15,4/5/15,9:00:00,PM
4/5/15 14:00,Almaty (Kazakhstan),,Fireball,20 minutes,https://www.youtube.com/watch?v=rvHvjDG9VC0 ((anonymous report)),8/19/16,4/5/15,2:00:00,PM
4/4/15 18:45,Punta Cana (Dominican Republic),,Fireball,10 minutes,"First it was like a star that start falling, and it turns into a fireball i was driving so i went to the exact place where i saw it dis",4/8/15,4/4/15,6:45:00,PM
4/4/15 10:58,Portland,OR,Fireball,30 seconds,Bright red ball shaped light.,4/8/15,4/4/15,10:58:00,AM
4/3/15 20:25,Kingwood,TX,Fireball,Few minutes (maybe 2-3,"Total of 5 deep orange/yellow lights floated across the sky, too close together to be airplanes, made no sound, & were following a path",4/8/15,4/3/15,8:25:00,PM
4/1/15 22:00,Columbus,OH,Fireball,5 seconds,"A green unit flashed across the sky going south west. It was like a meteorite but was a green color, a solid presence, lasted longer",4/3/15,4/1/15,10:00:00,PM
3/31/15 10:50,West Yarmouth,MA,Fireball,3-5 seconds,My friend and I were driving Down route 28 in West Yarmouth about 10:50pm. Straight ahead of us in the sky we witnessed a bright greeni,4/3/15,3/31/15,10:50:00,AM
3/31/15 4:45,Washington,NJ,Fireball,5 seconds,"Very low altitude, bright white light, much faster than a jet, yet no sound.",4/3/15,3/31/15,4:45:00,AM
3/29/15 23:10,Cottonwood,CA,Fireball,5 seconds,I was sky watching before going to bed I saw bright ball with what looked like fire coming from the back going from South to North.,4/3/15,3/29/15,11:10:00,PM
3/29/15 3:00,Hanover,MD,Fireball,10 seconds,Bright orange light over BWI airport. Shaped as a falling fireball. In the air night enough to originally be thought of as an approachi,4/3/15,3/29/15,3:00:00,AM
3/28/15 22:20,Uttar Pradesh (India),,Fireball,8 minutes,I was sleeping in my room it was about 22:10pm midnight when i opened my eyes i looked outside the window and i saw a fire ball in the,4/3/15,3/28/15,10:20:00,PM
3/28/15 21:18,Boynton Beach,FL,Fireball,3 minutes,"Silent, orange ball of ""fire"" seen in the sky over Boynton Beach, FL - HAVE VIDEO AND PICTURE.",4/3/15,3/28/15,9:18:00,PM
3/27/15 20:15,Loveland,CO,Fireball,15 minutes,I was going out to eat when i saw red fireballs that apeared to be coming up from the ground on the west side of town.. They would fly,4/3/15,3/27/15,8:15:00,PM
3/27/15 19:50,Holbrook,MA,Fireball,Minutes,"Orange round fireballs in the sky, at least 30 of them hovering over street above treetops.",4/3/15,3/27/15,7:50:00,PM
3/26/15 21:00,Portland,OR,Fireball,2 minutes,"Three pulsating fireballs. No direct path. Hovered around, kind of danced until it quickly faded away.",4/3/15,3/26/15,9:00:00,PM
3/26/15 20:30,Miami,FL,Fireball,30 seconds,Slow moving flaming fireball and falling fireball.,4/3/15,3/26/15,8:30:00,PM
3/26/15 20:20,Lake Wales,FL,Fireball,5 minutes,"Saw 2 fireballs side by side in the sky, then faded out one by one and disappeared. About a minute later, saw another one to the right",4/3/15,3/26/15,8:20:00,PM
3/25/15 7:20,Holtsville,NY,Fireball,3 seconds,This occurred around 7:20 AM while getting my child ready for school. The sky was clear and blue. I was standing in front of my kitchen,4/3/15,3/25/15,7:20:00,AM
3/24/15 7:05,Eagle River,AK,Fireball,a few seconds,"At 7:05, a fireball UFO traveled southwest from Eagle River.",3/26/15,3/24/15,7:05:00,AM
3/23/15 20:45,Cannon Falls,MN,Fireball,3 minutes,"Bright orange light, orb shape with halo, some flashing at its center that made it appeared like flames, E to W.",4/3/15,3/23/15,8:45:00,PM
3/22/15 9:35,Ladera Ranch,CA,Fireball,8 seconds,"((HOAX??)) Saw something fell out of the sky, straight down. It was green and looked like a flame was coming out of the back.",3/26/15,3/22/15,9:35:00,AM
3/21/15 21:00,Salem,OR,Fireball,7 minutes,"10 orange orbs 1/2-1 mile above on Morningside Dr SE/13th Street SE Salem, OR 9:00 pm - 9:07pm in a file, banked to right, slow vanish",3/26/15,3/21/15,9:00:00,PM
3/21/15 19:20,Algoma,WI,Fireball,10 minutes,Strange orange light west of Algoma.,3/26/15,3/21/15,7:20:00,PM
3/21/15 11:25,O'Fallon,MO,Fireball,2 minutes,((NUFORC Note: Witness provides no information about sighting. PD)),3/26/15,3/21/15,11:25:00,AM
3/21/15 1:15,Clermont,FL,Fireball,10-15 minutes,Wobbling orange ball light.,3/26/15,3/21/15,1:15:00,AM
3/20/15 22:30,Hunt Valley,MD,Fireball,60 seconds,,3/26/15,3/20/15,10:30:00,PM
3/18/15 19:40,NJ Parkway (south)(Exit 109),NJ,Fireball,,NJ parkway south exit 109. White glow from sky.,3/20/15,3/18/15,7:40:00,PM
3/17/15 21:23,Tarawa Terrace,NC,Fireball,1.5 hours,Orange looking fireball hovering over Camp Lejeune.,3/20/15,3/17/15,9:23:00,PM
3/16/15 19:55,Goodyear,AZ,Fireball,4 minutes,"Large orange ball, with tail, moved across sky, getting smaller as it moved. Eventually died out near sky over Luke Air Force Base.",3/26/15,3/16/15,7:55:00,PM
3/15/15 23:15,Lawrence,KS,Fireball,~1 minute,Bright green fireball.,5/22/15,3/15/15,11:15:00,PM
3/12/15 23:00,Coral Springs,FL,Fireball,5+ minutes,An orange colored comet flew through the night sky.,3/13/15,3/12/15,11:00:00,PM
3/12/15 22:45,South Daytona,FL,Fireball,2 minutes,Orange ball in the sky with flashing strobe lights.,3/13/15,3/12/15,10:45:00,PM
3/12/15 22:00,Baltimore,MD,Fireball,15-25 seconds,"9:24 PM I know it was because Gadget made it very clear we had to take one more walk in the park before bedtime.

Reluctantly I took",3/20/15,3/12/15,10:00:00,PM
3/12/15 21:00,Kansas City,MO,Fireball,5 minutes,"Parkville, MO, very bright fireball landing slowly.",3/13/15,3/12/15,9:00:00,PM
3/12/15 20:00,Chicopee,MA,Fireball,5 seconds,"Probably just a meteor, had a long white tail .",3/13/15,3/12/15,8:00:00,PM
3/12/15 5:00,Fereydunkenar (Iran),,Fireball,20,Strange fireball has been crashed in the Caspian Sea.,3/13/15,3/12/15,5:00:00,AM
3/11/15 21:49,Rockville,MD,Fireball,2 seconds,"A mysterious streak of light appeared like a shooting star. Very fast, then disappeared instantaneously. Multi-colored lights.",11/6/15,3/11/15,9:49:00,PM
3/9/15 19:00,"Middlesbrough, Coulby Newham (UK/England)",,Fireball,4 minutes,3 orange lights in triangle formation speeding up and slowing down.,3/13/15,3/9/15,7:00:00,PM
3/8/15 20:00,Orem,UT,Fireball,2-5 minutes,Reddish dots disappearing.,3/13/15,3/8/15,8:00:00,PM
3/8/15 14:00,Charlottesville,VA,Fireball,5 minutes,"Fireball falling at a strange speed and trajectory then turned to a silver something or other, and began flashing a blue light.",3/13/15,3/8/15,2:00:00,PM
3/7/15 20:10,Roseville,CA,Fireball,7 minutes,"3-4 shape-shifting, orange orbs, witnessed in the night sky of Northern California.",3/13/15,3/7/15,8:10:00,PM
3/6/15 20:25,Peoria,AZ,Fireball,10 minutes,"At about 8:25 pm or 20:25 hours, i looked up at the sky while working, due to a vivid red light at the corber of my eye. I looked up an",3/13/15,3/6/15,8:25:00,PM
3/6/15 20:00,New Hope,PA,Fireball,10 seconds,"Large white light w long spark tail, moving east to west.",3/13/15,3/6/15,8:00:00,PM
3/5/15 20:30,Alton,IL,Fireball,Hour,Article from local newspaper.,3/13/15,3/5/15,8:30:00,PM
3/4/15 21:00,Anchorage,AK,Fireball,3-4 minutes,Large fireball growing larger while coming toward us in night sky.,3/13/15,3/4/15,9:00:00,PM
3/4/15 19:30,Aztec,NM,Fireball,Seconds,"5 red and white lights formed in triangle. 2 upper lights split off and one looked like it exploded into a fireball, disappeared.",3/6/15,3/4/15,7:30:00,PM
3/1/15 23:00,Kissimmee,FL,Fireball,3 minutes,Fireball looking sphere object coming towards earth for about a minute then turned and went back up towards space.,3/6/15,3/1/15,11:00:00,PM
3/1/15 22:14,Orlando,FL,Fireball,2 minutes,We was in the parking lot close to mco and a super orange bright light show up from the horizon disappearing way up... i know the patte,3/6/15,3/1/15,10:14:00,PM
3/1/15 21:44,Sycamore,IL,Fireball,2 seconds,I was driving down Rt 23 when I seen a giant light brighten up the sky. It lasted only 2 secounds appeared to be only a fireball but it,3/6/15,3/1/15,9:44:00,PM
3/1/15 10:45,Vero Beach,FL,Fireball,5 minutes,Large ball/orb with a tail.,3/6/15,3/1/15,10:45:00,AM
2/28/15 23:15,Philadelphia,PA,Fireball,5-10 minutes,"Lights floating in distant sky east of Philadelphia, PA",3/6/15,2/28/15,11:15:00,PM
2/25/15 20:20,Tucson,AZ,Fireball,10 minutes,"Splitting orbs, fade out.",3/6/15,2/25/15,8:20:00,PM
2/25/15 20:00,Bountiful,UT,Fireball,3-4 minutes,At around 22:00. I was out jogging and noticed a bright orange fireball type of object flying pretty slowly across the sky. It seemed l,3/6/15,2/25/15,8:00:00,PM
2/25/15 18:15,Round Rock,TX,Fireball,5 minutes,"Orange fireball with two, distinct ""wings"" reaching back behind it.",3/6/15,2/25/15,6:15:00,PM
2/24/15 6:00,Yachats,OR,Fireball,15 minutes,A 'fiery ball' motionless over the Pacific Ocean.,3/6/15,2/24/15,6:00:00,AM
2/24/15 2:30,Newport News,VA,Fireball,10 seconds,3 UFOs flying through the sky.,3/6/15,2/24/15,2:30:00,AM
2/23/15 23:00,Boise,ID,Fireball,3 minutes,A very bright orange fireball with an extremely long tail. We're pretty sure it was a burning satellite or meteor.,3/6/15,2/23/15,11:00:00,PM
2/23/15 21:57,Elk,WA,Fireball,2 minutes,"Fireball heading north in Elk, Washington. ((NUFORC Note: Re-entering Chinese 3rd-stage rocket casing. PD))",3/6/15,2/23/15,9:57:00,PM
2/23/15 20:50,Boise,ID,Fireball,2 minutes,A bright light streaked N across the sky at a rapid pace with two flaming parallel tails. ((NUFORC Note: Re-entering rocket. PD)),3/6/15,2/23/15,8:50:00,PM
2/23/15 10:50,Casper,WY,Fireball,on cy rd,I was driving home from my mom house and saw something gliding passed the moon shade in the sky and notice that it was redis orange col,3/6/15,2/23/15,10:50:00,AM
2/22/15 20:19,Wilmington,MA,Fireball,,((HOAX??)) Round craft bright red light with what looked like fire coming from it.,3/6/15,2/22/15,8:19:00,PM
2/22/15 18:14,Quincy,WA,Fireball,5 seconds,White fireball.,3/6/15,2/22/15,6:14:00,PM
2/20/15 23:21,Deltona,FL,Fireball,a few seconds,Falling blue sphere.,3/6/15,2/20/15,11:21:00,PM
2/18/15 23:00,Salt Lake City,UT,Fireball,3 seconds,"I was sledding, then i looked up and saw something zoom across the sky, slower than a shooting star but faster than any airplane.",3/26/15,2/18/15,11:00:00,PM
2/18/15 19:21,Phoenix,AZ,Fireball,5-10 minutes,Second time reporting this siting-Two orange/yellow glowing round objects to the west of South Mountain's radio towers.,2/20/15,2/18/15,7:21:00,PM
2/14/15 20:15,Marietta,GA,Fireball,several minutes,"Fireball in Cobb County, GA.",2/20/15,2/14/15,8:15:00,PM
2/12/15 18:45,Fort Collins,CO,Fireball,10 minutes,"Orange, silent fireballs over Fort Collins, CO",2/20/15,2/12/15,6:45:00,PM
2/12/15 14:30,Weston,FL,Fireball,seconds,This was taken facing East with sun at about 2:30. The plane had just turned on the base leg ready to turn on final approach for runw,3/6/15,2/12/15,2:30:00,PM
2/11/15 17:05,Stuart,FL,Fireball,2 seconds,"I was sitting in my living room and saw something out of the corner of my eye , as i looked out my sliding glass patio door , i saw a h",2/12/15,2/11/15,5:05:00,PM
2/7/15 18:20,Salt Lake City,UT,Fireball,2 minutes,"Huge bright orange fire ball appeared, moved southwest, hovered, then disappeared.",2/12/15,2/7/15,6:20:00,PM
2/6/15 21:00,Carthage,MO,Fireball,2 minutes,Slow fireball that floated across the sky for a couple of minutes and did not die out like a meteor would have.,2/12/15,2/6/15,9:00:00,PM
2/6/15 21:00,Cinnaminson,NJ,Fireball,5 minutes,Bright red lights in the sky!,2/12/15,2/6/15,9:00:00,PM
2/6/15 19:15,New Orleans,LA,Fireball,5 minutes,"Bright, red UFO drops a white object which is intercepted by another small, white UFO.",2/12/15,2/6/15,7:15:00,PM
2/4/15 21:00,Las Vegas,NV,Fireball,5-10 seconds,Bright orange/yellow streaking ball of light,2/12/15,2/4/15,9:00:00,PM
2/1/15 21:00,San Jose,CA,Fireball,30 minutes,We saw red flaming objects in the night sky over San Jose and they appeared to be traveling West to East.,2/12/15,2/1/15,9:00:00,PM
2/1/15 18:45,West Valley City,UT,Fireball,5 minutes,4-5 reddish lights came up from ground level to the southeast and continued north at a speed of appx. 170 knots.,2/6/15,2/1/15,6:45:00,PM
1/31/15 21:30,Conway,SC,Fireball,5 minutes,9 bright orange fireballs falling to the ground from the sky...,2/6/15,1/31/15,9:30:00,PM
1/31/15 13:00,Fairfield,CA,Fireball,10 seconds,Bright white light streaking low across horizon downward at about 35 degree angle. Looked to be about 15 miles away. Just before it d,2/6/15,1/31/15,1:00:00,PM
1/30/15 13:00,Oakland,CA,Fireball,4 seconds,Bright light small explosion or crack then turned red and didappeared,2/6/15,1/30/15,1:00:00,PM
1/28/15 17:58,Orrington,ME,Fireball,3 seconds,Looked like a blue to green gas flame dropping from the sky from South to North.,1/30/15,1/28/15,5:58:00,PM
1/27/15 20:15,Cocoa Beach,FL,Fireball,10 minutes,(2) orange-red fireball orbs appeared over the Atlantic ocean from our east-facing condo balcony.,1/30/15,1/27/15,8:15:00,PM
1/27/15 20:05,Lakeport,CA,Fireball,3-4 minutes,"Single bright reddish orange light, silent, hovering, slow moving ascension into clouds",1/30/15,1/27/15,8:05:00,PM
1/25/15 20:15,Buckeye,AZ,Fireball,10 minutes,"Flashing orange lights, stationary but abruptly grow dim. Pulsating with small beams of red and white.",1/29/16,1/25/15,8:15:00,PM
1/25/15 17:47,Selma,NC,Fireball,5 seconds,I was traveling north on nc96 from Selma when I noticed a orange light.As it crossed in front of me it went from bright to dem to brigh,1/30/15,1/25/15,5:47:00,PM
1/24/15 23:15,Spring,TX,Fireball,8-10 minutes,7 fireballs take exact path in sky at intervals.,1/26/15,1/24/15,11:15:00,PM
1/24/15 23:03,Trivandrum (India),,Fireball,1 minute,"Speedy, zigzag-moving, bright object.",1/26/15,1/24/15,11:03:00,PM
1/24/15 21:14,Austin,TX,Fireball,8 minutes,"5 silent odd shaped fireballs on precise path, evenly spaced from south turning east to horizon.",1/26/15,1/24/15,9:14:00,PM
1/24/15 20:50,Vancouver,WA,Fireball,2 minutes,"Two orange orbs viewed over Portland, OR.",1/26/15,1/24/15,8:50:00,PM
1/23/15 23:30,Stuart,FL,Fireball,10 seconds,"Orange fireball traveling south to north, slower than meteor and faster than aircraft.",1/26/15,1/23/15,11:30:00,PM
1/23/15 21:52,Belgrade,MT,Fireball,10 minutes,6 orange bright glowing lights Belgrade...,1/26/15,1/23/15,9:52:00,PM
1/20/15 21:00,Bradenton,FL,Fireball,1 minute,I noticed a yellow fireball heading slowly northwest for about 20-30 seconds until it turned left and headed west for another 20-30 sec,1/26/15,1/20/15,9:00:00,PM
1/20/15 20:30,Green Cove Spring,FL,Fireball,1 minute,Flame.,1/26/15,1/20/15,8:30:00,PM
1/18/15 20:15,Florida City,FL,Fireball,~3 minutes,Traveling from north to south. No sound. Traveled quickly. Dimmed but did not disappear.,1/26/15,1/18/15,8:15:00,PM
1/18/15 19:00,Fountain Hills,AZ,Fireball,20 minutes,"Fireballs, silent, appear in Arizona skies.",1/26/15,1/18/15,7:00:00,PM
1/18/15 7:25,Apache Junction,AZ,Fireball,ongoing,"Fireball, with long tail, falling.",1/26/15,1/18/15,7:25:00,AM
1/17/15 22:00,Sanford,FL,Fireball,1 hour,"4 Orange Orbs Over Sanford, Florida, near airport.",1/26/15,1/17/15,10:00:00,PM
1/17/15 22:00,Kihei,HI,Fireball,5 minutes,"3 orange flickering balls hovered across the sky over the ocean off the Kihei, HI, coast.",1/26/15,1/17/15,10:00:00,PM
1/17/15 21:42,Reading,,Fireball,5 seconds,"I'm large white fire ball flew across sky, at a moderate speed above Rt. 95, leaving a long white tail behind.",1/26/15,1/17/15,9:42:00,PM
1/17/15 18:30,Laughlin,NV,Fireball,Several minutes,Orange round glowing balls moving quickly up from behind hill or mountain no trees desert terrain flew quickly zigging and zagging then,1/26/15,1/17/15,6:30:00,PM
1/16/15 19:20,Zephyrhills,FL,Fireball,5 minutes,3 orange fireballs moving in the sky.,1/26/15,1/16/15,7:20:00,PM
1/16/15 6:15,Bamber Lakes,NJ,Fireball,3-5 seconds,Meteorite streaked across sky below this mornings crescent moon from west to east. Lost visual on object when it dropped below tree lin,1/26/15,1/16/15,6:15:00,AM
1/15/15 22:30,Duluth,MN,Fireball,3 minutes,Bright orange fireball sighting.,1/16/15,1/15/15,10:30:00,PM
1/12/15 19:45,Albuquerque,NM,Fireball,20 minutes,14 pulsating fireballs over Albuquerque emitting strange sounds,4/3/15,1/12/15,7:45:00,PM
1/12/15 19:40,Rancho Cucamonga,CA,Fireball,8 minutes,"A large object, engulfed in flames, chillingly drifts along Rancho Cucamonga foothills.",1/16/15,1/12/15,7:40:00,PM
1/12/15 19:00,Anderson,CA,Fireball,5 seconds,"Brilliant white fireball over Redding, CA.",1/16/15,1/12/15,7:00:00,PM
1/11/15 0:00,Siem Reap (Cambodia),,Fireball,8 minutes,((HOAX??)) Three fireball like objects apeared in the sky for 8 minutes.,1/16/15,1/11/15,12:00:00,AM
1/11/15 23:12,Methuen,MA,Fireball,2 minutes,Flashing bright light slowly moving about 200 ft in air then stopped mid air hovered then disappeared.,1/16/15,1/11/15,11:12:00,PM
1/11/15 22:55,Siem Reap (Cambodia),,Fireball,8 minutes,"((HOAX??)) We were looking at the sky, because it was beautiful night and I love watching the stars.",1/16/15,1/11/15,10:55:00,PM
1/11/15 22:00,Nashville,TN,Fireball,5 minutes,"Sighting Replicated in West Nashville, again.",1/16/15,1/11/15,10:00:00,PM
1/11/15 21:00,Vero Beach,FL,Fireball,90 seconds,A single fireball traveling rather quickly from southeast to northwest where it disappeared into the clouds.,1/16/15,1/11/15,9:00:00,PM
1/10/15 4:55,Lake Wales/Winter Haven,FL,Fireball,30 seconds,Appeared like a solid rocket booster traveling horizontally then disappearedfor a minute showing up far away with a halo training it.,1/16/15,1/10/15,4:55:00,AM
1/9/15 19:30,Naples,FL,Fireball,45 seconds,The object was orange color no sound.,1/16/15,1/9/15,7:30:00,PM
1/9/15 5:30,Siem Reap (Cambodia),,Fireball,1 minute,((HOAX??)) 3 fireball looking object was flying in the sky then suddenly it went down and after that i heard a bunch of dogs barking.,1/16/15,1/9/15,5:30:00,AM
1/9/15 4:30,Orlando,FL,Fireball,1 minute,Bright ascending orange and yellow fireball.,1/16/15,1/9/15,4:30:00,AM
1/7/15 21:15,Phoenix,AZ,Fireball,2-3 seconds,Green fireball.,1/9/15,1/7/15,9:15:00,PM
1/7/15 17:25,Carlsbad,CA,Fireball,2 minutes,"A red ball of fire flew directly over my car along the coast, where aircraft arn't permitted to fly at a speed of appx. 900 mph",1/9/15,1/7/15,5:25:00,PM
1/5/15 20:59,Cottonwood,AZ,Fireball,45 seconds,Bright fire ball rising in the sky. It swerved and disappeared.,1/7/15,1/5/15,8:59:00,PM
1/5/15 20:00,Highland,CA,Fireball,5 minutes,A large glowing burning object which floated slowly at first in the upper atmosphere then glided to earth still on fire.,1/7/15,1/5/15,8:00:00,PM
1/4/15 18:20,Spring,TX,Fireball,8 minutes,3 red glowing lights fireball objects moving north to south in Houston area moving about 2 minutes apart in same flight path.,1/7/15,1/4/15,6:20:00,PM
1/3/15 22:20,Fort Bragg,CA,Fireball,10 minutes,"4 glowing orange lights spotted in northern sky above Fort Bragg, California.",1/7/15,1/3/15,10:20:00,PM
1/3/15 20:05,Melbourne Beach,FL,Fireball,5 minutes,"Burning object seen falling, then glowing red, and flying over night sky in Melbourne Beach.",1/7/15,1/3/15,8:05:00,PM
1/2/15 19:45,Twin Falls,ID,Fireball,15 minutes,4 red fireballs near Snake River Canyon.,1/9/15,1/2/15,7:45:00,PM
1/2/15 0:05,Durham,NC,Fireball,20 seconds,3 red orbs traveling quickly across the night sky. Disappeared within 30 sec. of sighting.,1/7/15,1/2/15,12:05:00,AM
1/1/15 21:00,Nashville (Columbia),TN,Fireball,3 minutes,Two fireballs hovering over I-65 near the exit to the old Saturn Plant outside of columbia TN,1/7/15,1/1/15,9:00:00,PM
1/1/15 20:00,Winter Springs,FL,Fireball,20 seconds,Single orange fireball with trail traveling northeast to southeast.,1/7/15,1/1/15,8:00:00,PM
1/1/15 19:50,Denver,CO,Fireball,5 minutes,"Intelligent burning fireball over University Hills/ Denver, CO.",1/7/15,1/1/15,7:50:00,PM
1/1/15 19:45,Twin Falls,ID,Fireball,15 minutes,4 red fireballs sighted near Snake River Canyon rim.,1/16/15,1/1/15,7:45:00,PM
1/1/15 19:30,Key West,FL,Fireball,5 minutes,"Fireballs (4) of low altitude moving relatively slow, equal distances apart, and all ascending into the sky towards Cuba. No audible s",1/7/15,1/1/15,7:30:00,PM
1/1/15 1:45,Longwood,FL,Fireball,10 minutes,Yellow fireball.,1/7/15,1/1/15,1:45:00,AM
1/1/15 1:00,Jupiter,FL,Fireball,15 minutes,Five fireballs traveling in the same direction at the same speed and somewhat equidistant from each other.,1/7/15,1/1/15,1:00:00,AM
1/1/15 0:30,Punta Gorda,FL,Fireball,15 seconds,Observing New Year's Eve festivities from lanai over Charlotte harbor when reddish orange fire like orb was spotted moving east to west,1/7/15,1/1/15,12:30:00,AM
1/1/15 0:10,Seattle,WA,Fireball,25 minutes,1-2 orange fireball objects in the sky.,1/7/15,1/1/15,12:10:00,AM
