Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian
7/4/12 22:10,Wilkeson,WA,Fireball,90-120 seconds,"Two more fireball orbs seen tonight, just like my report from last night.",8/5/12,7/4/12,10:10:00,PM
7/4/12 22:00,Broken Arrow,OK,Fireball,2 minutes,Seven people saw 4 orange fireballs flying very fast in formation. There was very little wind and no noise!,8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Buffalo,NY,Fireball,1 hour,"One orange, red ""fireball"" circle Buffalo for about an hour.",8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Vandercook Lake,MI,Fireball,7 minutes,Red/orange fireball in sky ...but 2 of them? lasting 7 minutes,8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Seattle,WA,Fireball,30 minutes,Multiple glowing objects flying South down Puget Sound,8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Tacoma,WA,Fireball,30 to 1 hour,Fireball,8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Lou,KY,Fireball,5 minutes,There were three orange glowing basketball shape. Hovering,8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Sand Springs,OK,Fireball,1 hour,"20+ huge red fireballs flying south to north near SandSprings,Oklahoma",8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Tulsa,OK,Fireball,2-3 minutes,"Red Orb in Broken Arrow, OK Flew Over",8/5/12,7/4/12,10:00:00,PM
7/4/12 22:00,Renton,WA,Fireball,About 20 minutes,Fireball In The Sky!,8/5/12,7/4/12,10:00:00,PM
7/4/12 21:45,Pottstown,PA,Fireball,5 minutes,Red/orange fireball moving slowly,8/5/12,7/4/12,9:45:00,PM
7/4/12 21:45,Spanaway,WA,Fireball,2-3 minutes,Ball of fire in the sky twice in one night.,8/5/12,7/4/12,9:45:00,PM
7/4/12 21:45,Naperville,IL,Fireball,4 minutes,Observed a firey orb on a southwest heading out of the northeast during Bolingbrook fireworks show.,8/5/12,7/4/12,9:45:00,PM
7/4/12 21:44,Puyallup,WA,Fireball,almost 3 hours,"1 dark circular or oval shaped object, and 5+very bright fireball looking objects for 2 1/ 2hrs patrolling above and around my home",8/5/12,7/4/12,9:44:00,PM
7/4/12 21:30,Auburn,PA,Fireball,4 minutes,Firey Orb in night sky,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Port St. Lucie,FL,Fireball,20 seconds,Reddish Orange Fireball coming from East turns N. over E. Coast FL heads toward North Star.,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,West Mifflin/Pittsburgh,PA,Fireball,5 minutes,"6 orange lights were seen in Pittsburgh, PA.",8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Broomfield,CO,Fireball,2 minutes,Red/orange lights east of Broomfield seen during firework show,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Erie,PA,Fireball,5-10 minutes,Giant orange/red globe slowly moving across the sky.,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Newark,DE,Fireball,2 minutes,Red glowing fireball floating across field in Newark delaware,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Deltona,FL,Fireball,30 minutes,"Red fireballs over Deltona, FL",8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Springfield,MO,Fireball,15 to 20 minutes,Five different red orbs flow slow and low and disappear .,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:30,Mashpee,MA,Fireball,2 minutes,We were standing in front of our beach house when I noticed a red light coming I yelled look Cathy to my cousin because I had seen this,8/5/12,7/4/12,9:30:00,PM
7/4/12 21:20,Dallas,TX,Fireball,5 minutes,"Red/orange glowing, hovering orbs on 4th of July pre-fireworks",8/5/12,7/4/12,9:20:00,PM
7/4/12 21:20,Dallas,TX,Fireball,aprox 5 minutes,Glowing red-orange balls in the sky Dallas July 4th 2012.,8/5/12,7/4/12,9:20:00,PM
7/4/12 21:15,Bristol,PA,Fireball,3 minutes,It looked like a yellow/redish fireball and it looked like something was hanging down from it on fire. It went down the street behind u,8/5/12,7/4/12,9:15:00,PM
7/4/12 21:00,Port Elgin (Canada),ON,Fireball,1 minute,A orange glowing ball the size of a large beach ball slowly passing over head,10/30/12,7/4/12,9:00:00,PM
7/4/12 21:00,Union Beach,NJ,Fireball,1-2 minutes,"4th of July Fireball, NOT a Firework.",8/5/12,7/4/12,9:00:00,PM
7/4/12 21:00,Broken Arrow,OK,Fireball,15 minutes,All gave the appearance of being on fire giving off a bright orange light the also appeared to be under power and being under control,8/5/12,7/4/12,9:00:00,PM
7/4/12 21:00,Orchard Park,NY,Fireball,2 minutes,"My friend and I saw and videotaped a red ball of light in the sky while watching fireworks on July 4, 2012.",8/5/12,7/4/12,9:00:00,PM
7/4/12 20:45,West Covina,CA,Fireball,20 minutes,3 red fireballs over Los Angeles during 4 th of July festivities observing us.,8/5/12,7/4/12,8:45:00,PM
7/4/12 19:45,Lahaina,HI,Fireball,1 minute,Orange orb over Lahaina on July 4th,8/5/12,7/4/12,7:45:00,PM
7/4/12 19:30,Omaha,NE,Fireball,2 minutes,First time seeing a UFO in the Daytime!,8/5/12,7/4/12,7:30:00,PM
7/4/12 16:55,Springfield,MO,Fireball,15 minutes,2 Orange fireballs in the night sky while fire works are going off around it.,8/5/12,7/4/12,4:55:00,PM
7/4/12 0:33,Derby,CT,Fireball,3 minutes,"Strange orange fireball streaks across sky,stops,shines two lights and turns into spacecraft and bolts straight up and out og sight.",8/5/12,7/4/12,12:33:00,AM
7/4/12 0:00,Bear,DE,Fireball,1-2 minutes,"Fireball sighted about midnight traveling northeast in Bear, Delaware.",8/5/12,7/4/12,12:00:00,AM
7/3/12 23:00,Ardmore,OK,Fireball,5 minutes,"Bright orange orb Ardmore, Oklahoma. 7-3-2012",8/5/12,7/3/12,11:00:00,PM
7/3/12 23:00,Shillington,PA,Fireball,7 minutes,"Orange fiery orb travels in slow erratic path from east to northeast over Shillington and Reading, PA",7/4/12,7/3/12,11:00:00,PM
7/3/12 22:30,Washougal,WA,Fireball,5-6 minutes,I witnessed an orange/pinkish orb levitating silently high over the Columbia River.,8/5/12,7/3/12,10:30:00,PM
7/3/12 22:00,Anderson,CA,Fireball,2 minutes,Ball of light after 2 different fireworks in 2 days seen by 2 different family members in 2different areas..,8/5/12,7/3/12,10:00:00,PM
7/3/12 22:00,Wilkeson,WA,Fireball,60-90 seconds,"3 ""fireball"" orbs seen in the sky Tuesday night over Wilkeson, WA",8/5/12,7/3/12,10:00:00,PM
7/3/12 21:00,Salem,MO,Fireball,1 -3 minutes,"Red, orange glowing orb. 15 mph,accelerates when flashlight is shined on it",8/5/12,7/3/12,9:00:00,PM
7/3/12 21:00,Salem,MO,Fireball,1 minute,"Red, orange glowing orb. 15 mph, accelerates when flashlight is shined on it",8/5/12,7/3/12,9:00:00,PM
7/2/12 23:51,Renton,WA,Fireball,90-120seconds,EASTBOUND FIREBALL.,7/4/12,7/2/12,11:51:00,PM
7/2/12 21:30,Oak Island,NC,Fireball,1 minute,Red ball stop to a hover and slowly disappear,7/4/12,7/2/12,9:30:00,PM
7/2/12 0:30,Exeter (Canada),ON,Fireball,2 minutes,Fire in the sky!!,7/4/12,7/2/12,12:30:00,AM
7/1/12 23:30,Windsor (Canada),ON,Fireball,1 minute,"Orange/red flickering object over Windsor, Ontario",8/5/12,7/1/12,11:30:00,PM
7/1/12 22:30,Babylon,NY,Fireball,1 minute,"Red pulsating object visualized by my wife and I over Babylon NY, moving due South and abruptly disappearing..",7/4/12,7/1/12,10:30:00,PM
7/1/12 22:30,Babylon,NY,Fireball,1minute,"At 10:30 p.m., I saw in the sky what looked like an airplane on fire heading south towards the Great South Bay in New York.",7/4/12,7/1/12,10:30:00,PM
7/1/12 22:00,West Valley City,UT,Fireball,4 minutes,Fireball sighting,8/5/12,7/1/12,10:00:00,PM
7/1/12 19:03,Simberi Island (Papua/New Guinea),,Fireball,3 seconds,White/Bluish object sighted falling vertically into ocean - approx duration 3 secs.,7/4/12,7/1/12,7:03:00,PM
7/1/12 11:00,St. Catharines (Canada),ON,Fireball,30 seconds,Strange lights seen over st. catharines ontario,7/4/12,7/1/12,11:00:00,AM
7/1/12 0:00,Manville,NJ,Fireball,10-15 mins,Me and my girl friend and our best friend were sutting on my front pourch i was looking at the moon bugging my self out then we started,7/4/12,7/1/12,12:00:00,AM
7/1/12 0:00,Sedro Woolley,WA,Fireball,3-4 Minutes,"""Fireball"" in Sedro Woolley, WA",7/4/12,7/1/12,12:00:00,AM
6/30/12 23:00,Saint Joseph,MO,Fireball,40 seconds,Fireball acros the nigth sky never seen anything like it moving slow front aest to west spectacular but fraining,8/5/12,6/30/12,11:00:00,PM
6/30/12 22:45,Lebanon,NY,Fireball,1 minute,Witnessed four bright red orbs hovering in the sky on Rte 20 near Lebanon Valley Speedway,8/5/12,6/30/12,10:45:00,PM
6/30/12 21:30,Lakeside,CA,Fireball,5 minutes,Glowing orange orb that pulsated like fire and flew silently overhead.,12/20/12,6/30/12,9:30:00,PM
6/30/12 21:30,East Islip,NY,Fireball,3 minutes,Pulsing bright orange light,7/4/12,6/30/12,9:30:00,PM
6/30/12 21:00,Torrington,CT,Fireball,5 minutes,Large Fireball enters the earth above Litchfield County,7/4/12,6/30/12,9:00:00,PM
6/30/12 17:20,Palm Harbor,FL,Fireball,2 minutes,((HOAX??)) Fireball in sky.,12/23/13,6/30/12,5:20:00,PM
6/30/12 10:00,Turnersville,NJ,Fireball,10 minutes,Fireball like objects seen flying over south Jersey.,7/4/12,6/30/12,10:00:00,AM
6/30/12 9:00,Eureka,CA,Fireball,60 seconds,Gigantic Red Ball of light at a very high altitude that vanished.,7/4/12,6/30/12,9:00:00,AM
6/30/12 2:30,Allentown,PA,Fireball,4 minutes,"Red flying object, for about 4 minutes in our neighboorhod. It did not made any noise and it was able to fly horisontally and vertic",7/4/12,6/30/12,2:30:00,AM
6/29/12 23:30,Parkville,MD,Fireball,45 seconds,"Witnessed an orange, yellow, white with red glow UFO on June 29th, 2012, slowly desending in Parkville Maryland.",8/5/12,6/29/12,11:30:00,PM
6/29/12 22:30,Kingsville (Canada),ON,Fireball,1 minute,2 fireball type objects flying west to east over Lake Erie.,7/4/12,6/29/12,10:30:00,PM
6/29/12 21:45,Bellingham,WA,Fireball,3 minutes,"Hovering red lights over Bellingham, WA bay",7/4/12,6/29/12,9:45:00,PM
6/29/12 21:40,Portland,OR,Fireball,90 seconds,Orange and yellow orb over portland moved northeast.,7/4/12,6/29/12,9:40:00,PM
6/29/12 8:42,PIco Rivera,CA,Fireball,3-5 minutes,Yellow orange fireball traveling southeast seen by one witness in Los Angeles area.,9/24/12,6/29/12,8:42:00,AM
6/28/12 22:39,Jonesboro,LA,Fireball,5 seconds,"Blue flaming object heading westward over Caney Lake, la then low power boom. Then smaller booms. 10:39 pm. ((Meteor??))",7/4/12,6/28/12,10:39:00,PM
6/28/12 22:15,York,NE,Fireball,app 1 minute,Large round red silent light,7/4/12,6/28/12,10:15:00,PM
6/28/12 21:04,Freehold,NJ,Fireball,10 seconds,Orange ball of fire seen by family in car,7/4/12,6/28/12,9:04:00,PM
6/27/12 23:30,Iowa City,IA,Fireball,~5 min,Hovering fireball north of Iowa City,7/4/12,6/27/12,11:30:00,PM
6/27/12 23:00,Wildwood,NJ,Fireball,Night,"An orb with the colors of fire hovering high above the ocean, spotted from the boardwalk.",8/5/12,6/27/12,11:00:00,PM
6/27/12 23:00,Parma,OH,Fireball,3 minutes,Red/orange ball of fire rising up then shooting across sky,8/5/12,6/27/12,11:00:00,PM
6/27/12 22:23,Gila Bend,AZ,Fireball,10 minutes,stationary fireballs seen in sky south of interstate 8 and west of Gila Bend about 20min,7/4/12,6/27/12,10:23:00,PM
6/26/12 23:10,Winnipeg (Canada),MB,Fireball,3 minutes,7 orange orbs traveling silently across the sky - first 2 which disappeared and then followed by 5 more flying in formation.,7/4/12,6/26/12,11:10:00,PM
6/26/12 20:30,Moore,OK,Fireball,1minute,"fireball object in plain view, CREAPY CIRCUMSTANCE..",7/4/12,6/26/12,8:30:00,PM
6/26/12 5:30,Kingsport,TN,Fireball,less than a minute,Soccer ball sized fireball travels horizontally over government property; then zig zags and disappears.,7/4/12,6/26/12,5:30:00,AM
6/25/12 20:40,Watson,LA,Fireball,1.3,"Traveling east on 1019 two orange fireball shapes went slow across road , going upward Then 3rd one traveling same direction beginning",7/4/12,6/25/12,8:40:00,PM
6/25/12 20:35,Ephrata,PA,Fireball,1 minute,Ball of light hovers above hillside slowly climbs to cloud height hovers again then disappears.,7/4/12,6/25/12,8:35:00,PM
6/24/12 23:30,Front Royal,VA,Fireball,,I did not witness the sight but several people witness it. There is a report in our LocalCounty newspaper... warren County Report by ro,8/5/12,6/24/12,11:30:00,PM
6/24/12 23:22,Johnstown,OH,Fireball,3-3 1/2 minutes,Bright Orange Ball of Light appeared suddenly,8/5/12,6/24/12,11:22:00,PM
6/24/12 22:50,Wilkes-Barre,PA,Fireball,2 min,"Two sphere like lights, flickering like a flame off in the distance, flew across the sky. They started a sizeable distance apart from o",7/4/12,6/24/12,10:50:00,PM
6/24/12 10:24,Hoquiam,WA,Fireball,10 minutes,UFO Fireballs seen in Hoquiam Washington by local and Police department,7/4/12,6/24/12,10:24:00,AM
6/24/12 1:00,Bayville,NY,Fireball,,12 fireball like objects in the sky and then disappearing out of no where,7/4/12,6/24/12,1:00:00,AM
6/23/12 23:45,Bloomfield hills,MI,Fireball,7 minutes,"We saw this burning red light which at first looked like airplane lights or a helicopter lights, but for a helicopter it was too faraw",7/4/12,6/23/12,11:45:00,PM
6/23/12 23:20,Twin Falls,ID,Fireball,23:21,They jump down and left from big light with too fast speed. ((NUFORC Note: Possibly not a serious-minded report? PD)),7/4/12,6/23/12,11:20:00,PM
6/23/12 23:00,Aurora,IL,Fireball,2 minutes,"Husband and wife witness strange floating firey object over Aurora, IL sky",7/4/12,6/23/12,11:00:00,PM
6/23/12 22:30,Miles City,MT,Fireball,2 minutes +,"UFO/Fireball Seen in Miles City, Montana",8/5/12,6/23/12,10:30:00,PM
6/23/12 22:30,North Royalton,OH,Fireball,ten minutes,"Firelight in the sky, approaching very fast then flaming out.",7/4/12,6/23/12,10:30:00,PM
6/23/12 22:30,Staten Island,NY,Fireball,10 minutes,"Orange fireball objects seen over staten island,ny",7/4/12,6/23/12,10:30:00,PM
6/23/12 22:30,Lima,OH,Fireball,2 minutes,The power went out and it came from the south moving north. Seemed to circle around and come back. Moved very quickly. The just vanishe,7/4/12,6/23/12,10:30:00,PM
6/23/12 22:00,Carrollton/Saginaw,MI,Fireball,1 hour,Red and Yellow Fire Ball. 3 formed a triangle at two different times.,7/4/12,6/23/12,10:00:00,PM
6/23/12 21:00,Camden,ME,Fireball,1 hour,"ABOUT THIRTY BRIGHT ORANGE LIGHTS DRIFTED SLOWLY EAST AND ROSE UPWARDS OVER CAMDEN MAINE, BETWEEN 9 PM AND 10 PM JUNE 23RD, 2012,",7/4/12,6/23/12,9:00:00,PM
6/23/12 20:10,Ventura,CA,Fireball,5-10 minutes,"A very bright star, that flickered like a little like fire for about 10 mins and then disappeared.",7/4/12,6/23/12,8:10:00,PM
6/23/12 10:00,Woodhaven,MI,Fireball,15 minutes,Red fireball staying in place in Woodhaven Sky seen by 4 people,7/4/12,6/23/12,10:00:00,AM
6/23/12 2:00,Kearney,MO,Fireball,5-7 minutes,"Intense, multicolored light hovered silently just above treeline...",7/4/12,6/23/12,2:00:00,AM
6/23/12 1:00,Gorge,WA,Fireball,5 minutes,Fireball Sphere in the sky,11/4/12,6/23/12,1:00:00,AM
6/22/12 23:30,Menomonie,WI,Fireball,1 minute,"Fluorescent green, glowing, football-sized obeject falling from the sky",7/4/12,6/22/12,11:30:00,PM
6/22/12 23:00,Bethel Park,PA,Fireball,1 minute,It was a red pulsing orb and silently flew by my house from west to east.,7/3/13,6/22/12,11:00:00,PM
6/22/12 22:30,Grafton,WV,Fireball,1 minutes,"On Saturday night my family and I were at the Grafton Drive inn laying in a sleeping bag. At approximately 10:30, I saw a ball of light",7/4/12,6/22/12,10:30:00,PM
6/22/12 22:00,Middlebury,VT,Fireball,15 minutes,Me and my friends were fishing tonight I looked up into the sky to see an orange light moving very slowly about dime size if held as fa,7/4/12,6/22/12,10:00:00,PM
6/22/12 21:15,West Edmeston,NY,Fireball,1 min.,Orange fireball in the evening sky,7/4/12,6/22/12,9:15:00,PM
6/22/12 21:10,Escondido,CA,Fireball,1 minute,Fireball with droppings last night 06/22/2012,7/4/12,6/22/12,9:10:00,PM
6/22/12 10:50,Hartland,WI,Fireball,2 seconds,"Brief, briliant, orange light to the NE.",7/4/12,6/22/12,10:50:00,AM
6/22/12 0:08,Mt. Prospect,IL,Fireball,25-35 seconds,"Round, orange, flickering light, resembling fire observed by security officer",7/4/12,6/22/12,12:08:00,AM
6/21/12 23:05,Davenport,IA,Fireball,90 seconds,Two witness one amber fireball track south over the Quad Cities,7/4/12,6/21/12,11:05:00,PM
6/21/12 0:00,Harrison,AR,Fireball,10 minutes,"The orange glowing ball was on top of trees and moving slowly from west to east.

The orange glowing ball dipped down into the trees",7/4/12,6/21/12,12:00:00,AM
6/20/12 22:20,Tonawanda,NY,Fireball,90 seconds,Orange fireball seen in Tonawanda NY,7/4/12,6/20/12,10:20:00,PM
6/20/12 21:30,Abu Dhabi (UAE),,Fireball,Few Minutes,Fireball sighted in Abu Dhabi,7/4/12,6/20/12,9:30:00,PM
6/20/12 17:20,Palm Harbor,FL,Fireball,1 minute,((HOAX??)) It was a fireball shape. It was very quiet but had a faint burning sound. It was very meticulous looking.,12/23/13,6/20/12,5:20:00,PM
6/20/12 12:00,Goldendale,WA,Fireball,1/2 hour,Why was it necessary that a jet come from nowhere and deposited this contrail to dissapate the rainbow object?,7/4/12,6/20/12,12:00:00,PM
6/20/12 4:41,"Condado, San Juan (Puerto Rico)",,Fireball,3 minutes,"Two round object like fireballs cross over condado, puerto rico",6/20/12,6/20/12,4:41:00,AM
6/19/12 23:45,Kiefer,OK,Fireball,3-5 seconds,"No other bright stars in the southern sky and lower then regular stars..clear night,, outside 4-5 nights a week…",7/4/12,6/19/12,11:45:00,PM
6/19/12 22:30,West Covina,CA,Fireball,???,Blue Fireball like UFO seen at night in West Covina summer of 2012,7/4/12,6/19/12,10:30:00,PM
6/19/12 22:00,Portland,OR,Fireball,5 minutes,Slowly moved across the sky from w to e over SE Portland. Bright light. ((NUFORC Note: We suspect a sighting of the ISS. PD)),6/20/12,6/19/12,10:00:00,PM
6/18/12 23:00,Golden City,MO,Fireball,seconds,Two red fireballs fell from the sky while I was out praying.,7/4/12,6/18/12,11:00:00,PM
6/18/12 22:20,Mellieha,,Fireball,5 minutes,"Brilliant Amber & Glod Fireballs Seen Over Mellieha, Malta (Mediterranean) 18th,19th & 20th June 2012.",8/5/12,6/18/12,10:20:00,PM
6/18/12 21:50,Elyria,OH,Fireball,1 minute,Red light like fireball over Elyria Ohio,6/20/12,6/18/12,9:50:00,PM
6/17/12 21:27,Milwaukee,WI,Fireball,1 minute,"2 Orange/Amber Fireballs fly by Milwaukee, above Lake Michigan.",7/4/12,6/17/12,9:27:00,PM
6/16/12 23:50,Andover,OH,Fireball,1 minute,Bright orange fireball flies across the dark evening sky,6/20/12,6/16/12,11:50:00,PM
6/16/12 23:30,Menomonie,WI,Fireball,2 minutes approx.,Orange Fireball Flies Over Menomonie Wisconsin,6/20/12,6/16/12,11:30:00,PM
6/16/12 22:45,Rusagonis (Canada),NB,Fireball,5 follow minutes,Strange orange glows in over Fredericton.,6/20/12,6/16/12,10:45:00,PM
6/16/12 22:01,Zanesville,OH,Fireball,2 minutes,"Bright orange ""fireball"" seen at dusk by 2 in Zanesville, Ohio",6/20/12,6/16/12,10:01:00,PM
6/16/12 22:00,Chatham (Canada),ON,Fireball,2 minutes,Fireball in Chatham Ontario,8/5/12,6/16/12,10:00:00,PM
6/16/12 21:50,Lodi,CA,Fireball,10 minutes,At approx 9:50 pm 2 people noticed what looked like fireballs coming out of the Northwest sky moving slowly. First came on followed by,6/20/12,6/16/12,9:50:00,PM
6/16/12 21:50,Siesta Key,FL,Fireball,10,Orange fire balls flying in the night sky on siesta key,6/20/12,6/16/12,9:50:00,PM
6/16/12 21:30,San Jose,CA,Fireball,5 minutes,Three orange/red orbs in form of a triangle in the night sky.,7/4/12,6/16/12,9:30:00,PM
6/16/12 21:30,Southold,NY,Fireball,3:00,Fast moving noiseless fire-ry orange glowing ball flying in air,6/20/12,6/16/12,9:30:00,PM
6/16/12 21:28,Weeki Wachee,FL,Fireball,2 minutes,Pulsating ball of light WNW sky of Weeki Wachee (Spring Hill)Florida,6/20/12,6/16/12,9:28:00,PM
6/16/12 20:00,Buckeye,AZ,Fireball,2.5 hours,Red Fire Orbs over Arizona,6/20/12,6/16/12,8:00:00,PM
6/15/12 23:00,Harleysville,PA,Fireball,25 minutes,It was so wierd. It looked like it was floating over. The town going from red and white back and forth over 10 mins.,7/4/12,6/15/12,11:00:00,PM
6/15/12 22:15,Seattle,WA,Fireball,2/3 mins,Several large orange lights flying in one row over Seattle,6/20/12,6/15/12,10:15:00,PM
6/15/12 22:15,Three Rivers,MI,Fireball,5 - 10 minutes,We saw 5 to 6 orange glowing UFO's traveling in a row about 30 seconds apart across the highway.,7/4/12,6/15/12,10:15:00,PM
6/15/12 21:30,Kelseyville,CA,Fireball,10 minutes,Fireball changing color and size while sitting still and silent.,7/4/12,6/15/12,9:30:00,PM
6/15/12 21:30,Hillsdale,NJ,Fireball,7 minutes,"Orange fireballs in triangular formation in evening sky over Northern Bergen County on June 15, 2012",6/20/12,6/15/12,9:30:00,PM
6/15/12 20:30,Penn Yan,NY,Fireball,5 seconds,We saw a white ball flying at a fast speed level to the ground at a height of 400 feet for five seconds.,8/5/12,6/15/12,8:30:00,PM
6/14/12 23:00,Cranston,RI,Fireball,1 minute,"2 fireballs, bright white interiors, bright red flaming edges, moved SW across the sky, then disappered one at a time.",6/20/12,6/14/12,11:00:00,PM
6/14/12 21:54,Fenton,MI,Fireball,10 seconds,Very close shooting star with bright colors.,6/20/12,6/14/12,9:54:00,PM
6/14/12 21:30,Flint,MI,Fireball,5-10 SECONDS,My daughter and I were on our way home from Genesee Valley Mall. We were at a red light on the corner of Linden & Beecher Rd. I looke,6/20/12,6/14/12,9:30:00,PM
6/14/12 21:30,Taylor,MI,Fireball,3seconds,green streak across sky.,7/4/12,6/14/12,9:30:00,PM
6/14/12 21:00,Temiscaming (Canada),QC,Fireball,5 seconds,5 sec fireball over canadian lake,7/4/12,6/14/12,9:00:00,PM
6/13/12 23:46,Las Vegas,NV,Fireball,seconds,"Heading straight for Earth with enormous speed a giant blazing fireball white center blue tail appeared out of nowhere, then vanished",6/20/12,6/13/12,11:46:00,PM
6/13/12 21:30,Mobile Bay,AL,Fireball,2 hours +,"Orange lights over Mobile Bay, Al. Some flashing, some solid but moving",6/14/12,6/13/12,9:30:00,PM
6/13/12 21:30,Pawleys Island,SC,Fireball,4 minutes,Orange/red balls of light appear over ocean in Pawleys Island/ twinkling white lights,6/20/12,6/13/12,9:30:00,PM
6/12/12 21:45,Los Angeles,CA,Fireball,30 minutes,Multiple red/orange fireballs rising from the southeast horizon towards los angeles,6/14/12,6/12/12,9:45:00,PM
6/10/12 22:20,Salt Lake City,UT,Fireball,10 minute,"Bright orange fireballs east of Salt Lake City, UT",6/14/12,6/10/12,10:20:00,PM
6/10/12 22:15,Pittsburgh,PA,Fireball,2 minutes,3 orange pulsating fireballs appeared abruptly and faded as if cloaking device used,6/14/12,6/10/12,10:15:00,PM
6/9/12 23:09,Akron,OH,Fireball,2-5 minutes,"Fire ball, then triangle of 3, then several covering sky and spreading as they headed W or WNW.",6/14/12,6/9/12,11:09:00,PM
6/9/12 23:00,Akron,OH,Fireball,15 minutes,Some something that was not explainable.,6/14/12,6/9/12,11:00:00,PM
6/9/12 22:30,Saint Paul,MN,Fireball,2 Minutes,"Fireball over Como Lake, St Paul , MN. No sound !",6/14/12,6/9/12,10:30:00,PM
6/9/12 22:00,Joliet,IL,Fireball,1 minute,"Two orange lights seen over Joliet, Illinois",6/14/12,6/9/12,10:00:00,PM
6/9/12 22:00,Placentia,CA,Fireball,4 minutes,Six bright UFO'S with fire underneath them,6/14/12,6/9/12,10:00:00,PM
6/9/12 21:30,Camarillo,CA,Fireball,5 minutes,Eight amber lights,6/14/12,6/9/12,9:30:00,PM
6/9/12 2:36,Manchester,NJ,Fireball,3 seconds,I was watch a movie on my phone then I looked up to the sky a big fireball flew by and vanished with seconds,8/5/12,6/9/12,2:36:00,AM
6/8/12 23:00,Ann Arbor,MI,Fireball,1 hour,"Numerous fast moving, large red lights in Northern sky at night",6/14/12,6/8/12,11:00:00,PM
6/8/12 21:15,Baldwin Park,CA,Fireball,4 minutes,Flying over residential area.,8/5/12,6/8/12,9:15:00,PM
6/8/12 21:00,Nashua,NH,Fireball,5 minutes,"Fireballs moving in the same direction, uniform enough to be a government air craft.",6/14/12,6/8/12,9:00:00,PM
6/7/12 21:05,St. George Island,FL,Fireball,2 minutes,Orange Fireball that fizzled out.,6/8/12,6/7/12,9:05:00,PM
6/6/12 23:35,Taber (Canada),AB,Fireball,2 minutes,Bright white ball of light observed moving in southern Alberta skies.,6/20/12,6/6/12,11:35:00,PM
6/6/12 21:45,Jackson Hole,WY,Fireball,5 minutes,Fireball seen with several pink lights surrounding it,6/14/12,6/6/12,9:45:00,PM
6/5/12 23:00,Alva,OK,Fireball,5 seconds,"Bright blue ball of light over alva, ok.",6/8/12,6/5/12,11:00:00,PM
6/4/12 20:00,Bartlett,IL,Fireball,5+ minutes,"We were watching the fireworks display that started around 9:30 pm.

We live in Bartlett, Il, a far west Chicago suburb.

 Initiall",8/5/12,6/4/12,8:00:00,PM
6/2/12 22:38,New Albany,IN,Fireball,5 minutes,Nine fireballs almost in a cricle moving around.,7/4/12,6/2/12,10:38:00,PM
6/2/12 22:00,Strasburg,VA,Fireball,60 seconds,8 glowing orange fireball objects moving slowly and silently to the northwest,6/5/12,6/2/12,10:00:00,PM
6/2/12 21:45,Billings,MT,Fireball,5 minutes,"Ten or more orange fireballs moving southerly along the east edge of Billings, MT.",7/4/12,6/2/12,9:45:00,PM
6/2/12 21:20,Elk Grove,CA,Fireball,2 minutes,Orange ball of light seemed to be floating with green flashing lights,6/5/12,6/2/12,9:20:00,PM
6/2/12 21:00,Bellevue,WA,Fireball,3 minutes,Orange lights/balls over Tiger Mountain.,7/4/12,6/2/12,9:00:00,PM
6/2/12 21:00,Farmington,CT,Fireball,4 minutes,"Mysterious light source traveling in many directions, then randomly disappears, but is still able to see an object wandering in the sky",7/4/12,6/2/12,9:00:00,PM
6/1/12 22:30,San Antonio,TX,Fireball,15-20 minutes,"70 to 115 Red-Orange balls of light traveling in a line across the skies over San Antonio, TX",7/4/12,6/1/12,10:30:00,PM
6/1/12 21:45,St. Paul,MN,Fireball,5 minutes,"Orange fireball seen in se sky looking toward downtown st paul for several minutes before disappearing,",6/5/12,6/1/12,9:45:00,PM
6/1/12 21:00,Sunnyvale,CA,Fireball,3 minutes,Two fireballs flying low across night sky.,6/5/12,6/1/12,9:00:00,PM
5/30/12 22:35,Davis,CA,Fireball,5 minutes,3 bright orange balls over Davis Ca,6/5/12,5/30/12,10:35:00,PM
5/30/12 21:00,McKean,PA,Fireball,more than a minute,"Balls of fire seen in evening sky, over Erie, PA, area.",6/5/12,5/30/12,9:00:00,PM
5/30/12 2:04,Barre,VT,Fireball,4 minutes,1 Orange fireball not moving,6/5/12,5/30/12,2:04:00,AM
